,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
4451,37,admin.,96,no,no,cellular,feb,1,182,success,0,4.9012856,no
6580,28,student,154,yes,no,unknown,may,9,-1,unknown,0,5.7100296,no
2811,53,technician,9001,no,no,cellular,apr,1,-1,unknown,0,3.4645479,yes
179,47,unemployed,312,no,no,cellular,jul,1,-1,unknown,0,4.3289695,yes
4908,45,services,1515,no,no,unknown,jun,4,-1,unknown,0,2.327964,no
2374,34,housemaid,0,no,no,cellular,aug,1,84,failure,0,5.96539,yes
4305,29,blue-collar,98,no,no,cellular,aug,2,-1,unknown,0,2.7278852,no
4310,49,blue-collar,6215,yes,no,cellular,may,1,-1,unknown,0,2.3953638,no
3498,60,retired,-134,no,no,cellular,may,1,271,failure,0,5.207395,no
2820,29,admin.,464,no,no,cellular,nov,2,91,success,0,4.501124,yes
2267,48,technician,23495,no,no,cellular,aug,8,-1,unknown,0,6.5229816,no
6195,32,self-employed,3695,yes,no,cellular,may,1,353,other,0,6.4344673,no
6221,42,blue-collar,1598,yes,yes,cellular,apr,2,-1,unknown,0,3.6750066,yes
2155,25,student,1189,no,no,cellular,jun,1,-1,unknown,0,4.357833,yes
3444,39,management,3261,yes,no,unknown,jun,17,-1,unknown,0,5.0053606,no
645,23,management,2143,no,no,cellular,mar,2,-1,unknown,0,2.5538805,yes
5162,37,management,6014,yes,no,cellular,jul,6,-1,unknown,0,2.3816717,no
4697,73,retired,542,no,no,telephone,apr,5,-1,unknown,0,5.2450542,no
5612,45,admin.,5511,no,no,cellular,jul,1,-1,unknown,0,3.001251,yes
2276,35,management,495,no,no,cellular,apr,1,87,failure,0,3.8205066,yes
6368,26,unemployed,2170,no,no,cellular,feb,1,-1,unknown,0,4.816429,no
4434,45,admin.,46,yes,no,cellular,may,1,-1,unknown,0,2.2065868,no
846,46,blue-collar,1723,no,no,cellular,jun,2,52,failure,0,4.715802,yes
4130,42,management,-556,yes,yes,cellular,may,3,347,failure,0,4.0430703,yes
165,52,technician,475,yes,no,cellular,jul,3,-1,unknown,0,2.153305,no
4814,82,retired,0,no,no,telephone,nov,1,-1,unknown,0,5.1599236,yes
1552,38,management,179,no,no,unknown,aug,4,-1,unknown,0,3.6956947,yes
7300,48,management,1106,no,yes,cellular,jul,1,-1,unknown,0,2.6909323,no
2555,33,unemployed,4874,no,no,telephone,feb,2,-1,unknown,0,5.5704103,no
949,31,admin.,0,yes,yes,cellular,nov,3,-1,unknown,0,3.9580832,no
1798,28,services,198,no,no,cellular,feb,2,-1,unknown,0,4.5438576,yes
3023,39,blue-collar,3,no,yes,unknown,jul,1,-1,unknown,0,3.9685025,no
4805,38,admin.,47,yes,yes,cellular,jul,11,-1,unknown,0,3.9599009,no
358,19,student,779,no,no,cellular,apr,4,-1,unknown,0,4.722708,yes
3572,72,retired,2600,no,no,cellular,feb,2,82,success,0,4.511359,yes
6067,27,student,4869,yes,no,cellular,may,2,343,other,0,6.595576,no
5756,32,admin.,620,yes,no,unknown,may,3,-1,unknown,0,2.2883666,yes
724,54,blue-collar,950,yes,no,unknown,may,2,-1,unknown,0,0.8981794,no
1875,39,management,13578,yes,no,cellular,nov,2,-1,unknown,0,3.9641027,no
4300,31,management,81,yes,no,cellular,oct,2,-1,unknown,0,4.2008843,yes
369,47,blue-collar,-337,yes,yes,cellular,may,1,-1,unknown,0,3.2327554,no
84,33,blue-collar,19,yes,no,cellular,feb,1,271,other,0,4.7721524,no
6401,55,management,0,no,no,cellular,oct,5,-1,unknown,0,4.213141,yes
3895,32,management,3283,no,no,cellular,aug,2,191,success,0,3.864396,yes
791,36,technician,12264,no,no,cellular,oct,1,182,success,0,5.5527525,yes
1191,57,management,0,yes,no,cellular,nov,1,-1,unknown,0,2.1998813,no
6860,30,management,232,no,no,cellular,apr,1,-1,unknown,0,1.3622675,yes
2426,32,blue-collar,2263,no,no,cellular,may,2,-1,unknown,0,2.2728896,no
5701,27,blue-collar,484,yes,no,cellular,apr,2,-1,unknown,0,1.7713791,no
6997,44,self-employed,1070,yes,no,cellular,apr,1,160,other,0,6.3001766,yes
4471,59,retired,422,yes,no,cellular,may,4,-1,unknown,0,4.3009295,yes
4735,41,unemployed,0,no,no,cellular,oct,3,-1,unknown,0,6.35711,yes
4295,32,blue-collar,258,yes,no,cellular,may,2,-1,unknown,0,0.83181477,no
6556,57,entrepreneur,975,yes,yes,cellular,jul,4,-1,unknown,0,4.0263844,no
3849,29,unemployed,7,no,no,cellular,may,1,179,failure,0,5.8535843,no
6731,21,student,794,no,no,cellular,jun,1,-1,unknown,0,4.346976,yes
5083,33,blue-collar,-253,yes,no,cellular,may,3,-1,unknown,0,1.0305378,no
140,43,management,175,yes,no,cellular,apr,4,337,other,0,4.3426185,no
1254,37,management,5016,no,no,cellular,aug,1,-1,unknown,0,1.7234235,no
6938,29,self-employed,1579,no,no,cellular,oct,1,92,success,0,6.281214,yes
6014,59,retired,0,no,no,unknown,jun,1,-1,unknown,0,3.615466,yes
642,53,technician,195,yes,no,cellular,may,1,90,success,0,4.2521,yes
5370,33,management,644,no,no,cellular,aug,2,-1,unknown,0,0.4555774,no
2225,21,blue-collar,682,no,no,cellular,mar,1,-1,unknown,0,4.189916,yes
6287,37,technician,0,no,no,unknown,jul,2,-1,unknown,0,4.0079427,yes
930,32,management,134,yes,yes,cellular,may,3,-1,unknown,0,3.448859,yes
985,53,technician,431,yes,no,cellular,may,1,328,failure,0,3.7350082,no
1126,53,technician,7984,yes,no,cellular,feb,1,-1,unknown,0,3.9589195,no
473,63,management,3115,no,no,cellular,nov,5,-1,unknown,0,2.8488235,yes
1289,32,technician,3850,yes,no,cellular,apr,4,-1,unknown,0,3.0704114,no
3419,30,blue-collar,906,yes,yes,unknown,may,7,-1,unknown,0,2.7209983,no
1895,30,admin.,26,yes,no,cellular,apr,1,323,failure,0,4.214229,no
672,31,management,596,no,no,cellular,aug,4,-1,unknown,0,0.6502391,no
2269,46,blue-collar,1074,yes,no,cellular,may,2,-1,unknown,0,1.3015912,no
6350,53,technician,6839,yes,no,cellular,nov,1,-1,unknown,0,3.3414977,no
6637,32,admin.,995,no,no,cellular,sep,1,99,other,0,6.342941,yes
2125,51,management,-55,yes,no,cellular,may,2,266,failure,0,3.6148548,no
1884,42,blue-collar,149,yes,no,telephone,jul,3,-1,unknown,0,3.8685966,no
1980,33,services,703,no,no,cellular,nov,2,-1,unknown,0,4.510358,no
1481,32,technician,0,yes,yes,cellular,may,2,-1,unknown,0,3.4386213,yes
6719,34,blue-collar,577,no,no,unknown,may,1,-1,unknown,0,2.2257936,no
1764,27,technician,2,yes,yes,cellular,may,2,356,failure,0,3.8820496,yes
1384,42,management,7702,no,no,cellular,feb,2,-1,unknown,0,2.948077,yes
4242,36,blue-collar,928,no,no,cellular,apr,3,-1,unknown,0,2.1893513,no
2323,60,retired,0,yes,no,unknown,may,4,-1,unknown,0,4.034083,no
1406,49,blue-collar,298,yes,no,cellular,apr,2,86,failure,0,4.249899,no
1583,30,services,0,yes,no,cellular,nov,4,-1,unknown,0,4.460233,yes
2337,53,blue-collar,4222,no,no,unknown,jun,1,-1,unknown,0,1.5824361,no
5986,39,management,1425,yes,no,cellular,may,3,-1,unknown,0,2.1454358,yes
5036,36,services,38,no,no,unknown,jun,4,-1,unknown,0,2.2032006,no
2370,37,blue-collar,-4,yes,yes,unknown,may,1,-1,unknown,0,1.654149,no
6092,53,retired,-309,yes,no,cellular,aug,2,428,success,0,5.4815564,yes
4461,30,blue-collar,61,yes,no,cellular,may,1,-1,unknown,0,1.5535754,yes
7020,35,services,341,yes,no,cellular,may,1,-1,unknown,0,2.0682611,yes
2895,26,management,45,no,no,cellular,jul,3,-1,unknown,0,2.2145698,yes
6139,61,retired,938,no,no,cellular,jul,2,183,success,0,4.5612493,yes
1759,31,services,2050,yes,no,cellular,nov,5,-1,unknown,0,4.5135922,no
4051,37,management,1315,no,no,cellular,jun,1,-1,unknown,0,2.2048736,yes
5975,26,admin.,-930,yes,no,cellular,may,1,-1,unknown,0,2.1332405,yes
6377,32,technician,483,yes,yes,cellular,may,6,-1,unknown,0,3.6172912,no
4239,52,management,1944,yes,no,cellular,apr,3,323,failure,0,3.739094,no
4959,24,blue-collar,833,yes,no,cellular,may,1,-1,unknown,0,1.7725873,yes
5040,42,unemployed,190,no,no,cellular,aug,2,-1,unknown,0,4.444133,yes
7122,47,blue-collar,4709,no,no,cellular,aug,4,-1,unknown,0,2.4563947,no
4884,39,services,208,no,yes,cellular,feb,2,-1,unknown,0,4.9828496,no
6240,35,blue-collar,149,yes,no,cellular,apr,3,349,other,0,4.603145,yes
7058,43,technician,1017,yes,no,unknown,may,2,-1,unknown,0,0.7121009,no
5837,42,housemaid,1406,yes,no,cellular,jul,1,-1,unknown,0,4.1716933,no
5839,36,housemaid,561,no,no,unknown,jun,2,-1,unknown,0,3.601344,no
5476,65,retired,493,no,no,cellular,oct,1,182,failure,0,5.1929145,no
3987,47,management,288,no,no,cellular,oct,1,-1,unknown,0,3.8369079,yes
4212,38,blue-collar,0,no,no,cellular,aug,2,105,failure,0,4.4531336,no
621,22,student,64,no,no,cellular,jun,1,-1,unknown,0,4.5108604,no
2730,32,technician,1855,no,no,cellular,sep,2,134,other,0,6.5916057,yes
942,61,retired,523,no,no,cellular,aug,3,183,success,0,4.646892,yes
5182,60,blue-collar,1262,yes,yes,unknown,may,1,-1,unknown,0,3.1852548,yes
3291,49,technician,350,no,no,cellular,jan,3,-1,unknown,0,3.8480291,no
5707,38,admin.,930,yes,no,cellular,may,1,-1,unknown,0,2.1187558,no
5697,24,student,689,no,no,cellular,sep,1,-1,unknown,0,6.628329,yes
5470,40,blue-collar,1758,yes,no,unknown,may,3,-1,unknown,0,1.0245383,yes
6990,27,blue-collar,0,yes,no,cellular,jul,6,-1,unknown,0,2.1309457,no
2684,40,unemployed,1908,yes,no,cellular,feb,2,-1,unknown,0,4.774247,yes
2530,32,blue-collar,225,yes,no,cellular,apr,1,150,failure,0,4.1421804,yes
5447,40,management,2487,no,no,cellular,apr,1,-1,unknown,0,2.3164797,no
4834,31,technician,1109,no,no,cellular,feb,1,167,failure,0,4.3578453,yes
5970,31,services,371,yes,yes,cellular,apr,1,-1,unknown,0,4.3699803,no
377,44,management,58,yes,no,cellular,jul,3,-1,unknown,0,1.1221083,no
5775,51,services,242,no,yes,cellular,jul,4,-1,unknown,0,3.4815686,yes
692,44,services,51,yes,yes,unknown,may,2,-1,unknown,0,3.2922,yes
1757,55,technician,1320,no,no,cellular,jul,1,91,success,0,4.557656,yes
3479,33,management,0,yes,no,cellular,apr,1,-1,unknown,0,2.1538901,yes
5613,35,management,-202,yes,no,unknown,may,3,-1,unknown,0,0.7755062,no
3766,32,blue-collar,1036,yes,yes,unknown,may,2,-1,unknown,0,1.8193086,no
5068,26,technician,44,no,no,cellular,oct,1,-1,unknown,0,4.1331677,yes
2314,27,admin.,-97,yes,no,unknown,jun,2,-1,unknown,0,3.2372975,yes
2158,60,admin.,478,no,no,cellular,jul,2,311,failure,0,5.0388827,yes
1144,38,student,2946,no,no,cellular,jun,3,-1,unknown,0,4.553145,yes
4171,51,self-employed,5350,yes,yes,cellular,jul,4,-1,unknown,0,4.8849864,yes
5216,46,blue-collar,842,yes,no,telephone,may,1,-1,unknown,0,4.493303,yes
6227,30,management,1636,no,no,unknown,jun,2,-1,unknown,0,2.1413054,no
275,30,management,265,yes,no,unknown,may,4,-1,unknown,0,1.139482,no
1174,73,retired,5539,no,no,telephone,aug,1,-1,unknown,0,4.934313,yes
281,50,blue-collar,2590,yes,no,unknown,may,6,-1,unknown,0,1.7341986,no
6773,35,blue-collar,0,yes,no,unknown,may,1,-1,unknown,0,0.9959951,yes
4746,44,admin.,1696,no,no,unknown,jun,3,-1,unknown,0,2.5983772,no
1631,42,admin.,527,no,yes,cellular,apr,1,-1,unknown,0,3.3662322,yes
2017,41,admin.,90,yes,no,cellular,may,2,347,failure,0,3.0270865,no
3750,31,management,3,no,no,cellular,feb,2,-1,unknown,0,2.2102497,no
3770,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,0,1.9576128,no
5436,51,retired,1679,no,no,cellular,aug,1,365,other,0,6.316069,yes
746,26,student,864,yes,no,cellular,may,1,-1,unknown,0,4.2208757,yes
4621,41,blue-collar,865,no,yes,unknown,may,5,-1,unknown,0,2.641111,no
6134,51,management,0,yes,yes,cellular,aug,1,84,other,0,5.644452,no
732,31,management,0,no,no,cellular,aug,4,-1,unknown,0,0.67245924,no
4772,42,management,11008,no,no,cellular,jul,6,405,success,0,5.6279826,yes
4284,56,management,705,no,no,cellular,nov,2,-1,unknown,0,2.2019033,no
1930,52,management,31,no,no,cellular,mar,1,-1,unknown,0,2.5221655,yes
6937,46,technician,0,yes,no,cellular,aug,5,-1,unknown,0,2.115952,no
7027,31,management,12569,no,no,cellular,sep,1,295,failure,0,6.2196517,yes
1729,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,0,5.246967,yes
3983,42,blue-collar,366,yes,no,cellular,may,1,106,failure,0,3.199534,yes
2187,30,management,2994,yes,no,cellular,mar,1,137,other,0,6.441294,no
375,25,admin.,760,yes,no,cellular,may,3,89,failure,0,3.754568,yes
2240,52,services,36,yes,yes,cellular,may,1,-1,unknown,0,3.7059424,yes
855,66,retired,2048,no,no,cellular,aug,1,-1,unknown,0,2.2026505,yes
4110,33,management,1240,yes,no,cellular,feb,2,260,other,0,4.8761716,no
6192,30,entrepreneur,265,yes,yes,unknown,jun,10,-1,unknown,0,5.3583884,no
4490,26,admin.,1595,no,no,cellular,jun,1,105,failure,0,4.60347,yes
2024,43,blue-collar,-312,yes,no,unknown,jun,11,-1,unknown,0,3.2746024,no
2871,31,self-employed,762,no,no,cellular,aug,3,-1,unknown,0,3.7522557,no
4731,67,retired,1443,no,no,cellular,apr,1,-1,unknown,0,4.5672903,yes
3177,32,services,0,no,no,cellular,aug,12,-1,unknown,0,4.536217,no
4094,54,technician,2133,no,no,cellular,nov,1,-1,unknown,0,2.7712018,no
1706,23,admin.,252,yes,no,cellular,may,1,-1,unknown,0,2.1217093,no
3896,76,retired,802,no,no,cellular,mar,1,181,success,0,6.283229,yes
4609,32,management,282,no,no,cellular,aug,2,-1,unknown,0,0.45475155,no
7145,33,blue-collar,6138,yes,no,unknown,may,1,-1,unknown,0,1.9048402,no
1880,26,admin.,1595,no,no,cellular,mar,1,-1,unknown,0,4.573465,no
3345,32,management,124,no,no,cellular,feb,2,-1,unknown,0,2.1876452,no
2328,36,management,1898,yes,yes,unknown,may,1,-1,unknown,0,3.2939596,no
5031,46,management,0,no,no,cellular,nov,1,-1,unknown,0,2.2015786,yes
6211,32,technician,514,yes,yes,cellular,may,1,168,failure,0,3.961962,no
2101,51,technician,1347,yes,yes,cellular,feb,1,243,failure,0,4.9912004,yes
1002,67,management,405,no,no,cellular,nov,2,95,success,0,4.621139,yes
7281,47,blue-collar,820,no,no,cellular,jan,1,91,success,0,5.6349196,yes
6273,35,entrepreneur,80,no,no,cellular,aug,5,-1,unknown,0,4.752112,no
7045,56,retired,63,no,no,cellular,aug,2,-1,unknown,0,2.2387962,no
3867,38,management,1440,no,no,cellular,aug,2,-1,unknown,0,0.5821041,no
4119,52,unemployed,5091,no,no,cellular,may,1,-1,unknown,0,4.5253687,no
2843,43,blue-collar,1324,yes,no,telephone,may,5,-1,unknown,0,4.373333,no
4754,29,management,637,yes,no,cellular,jun,1,119,failure,0,4.5384936,yes
4213,56,technician,179,no,no,cellular,jul,1,-1,unknown,0,2.710483,yes
3313,59,management,893,yes,no,cellular,apr,4,-1,unknown,0,3.2318702,no
4800,24,blue-collar,1033,yes,no,cellular,nov,1,-1,unknown,0,2.7440033,no
4249,27,technician,15161,no,no,cellular,jun,1,120,success,0,5.93146,yes
5538,30,management,572,no,no,cellular,jun,3,183,success,0,4.2213354,yes
4593,46,blue-collar,229,yes,no,cellular,apr,1,-1,unknown,0,1.8546184,no
1164,51,admin.,0,yes,yes,cellular,mar,2,-1,unknown,0,5.47799,yes
4810,26,blue-collar,-46,yes,no,unknown,jun,7,-1,unknown,0,2.7411036,yes
1535,36,admin.,2556,yes,no,cellular,apr,1,-1,unknown,0,2.980633,no
2862,60,retired,5632,yes,no,cellular,jul,7,-1,unknown,0,4.6925325,no
4762,31,management,84,no,yes,unknown,jul,1,-1,unknown,0,4.0123115,no
4815,45,technician,441,yes,no,cellular,feb,1,-1,unknown,0,3.1980875,no
5103,41,self-employed,1755,no,no,unknown,jun,10,-1,unknown,0,5.0912986,no
465,53,management,37,no,no,cellular,aug,9,-1,unknown,0,2.1846626,no
4267,59,technician,0,no,no,cellular,aug,2,-1,unknown,0,1.8323692,no
3469,57,management,256,no,no,cellular,jun,2,91,success,0,4.130804,yes
2319,38,blue-collar,172,yes,no,cellular,apr,1,-1,unknown,0,2.0647411,yes
3804,35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,0,4.6137447,no
5259,29,management,5359,no,no,cellular,feb,1,-1,unknown,0,2.65874,yes
5773,36,blue-collar,1165,yes,no,unknown,may,4,-1,unknown,0,1.1829021,yes
6855,40,services,1937,yes,no,unknown,jun,1,-1,unknown,0,2.3204143,no
4161,37,unemployed,4969,yes,no,cellular,may,1,-1,unknown,0,4.5237823,no
744,47,housemaid,2290,no,no,cellular,apr,1,-1,unknown,0,5.125719,no
4131,48,entrepreneur,183,yes,no,unknown,jun,9,-1,unknown,0,4.2597327,no
1698,34,management,443,no,no,cellular,jun,3,-1,unknown,0,2.3801138,yes
6004,34,unemployed,428,yes,no,cellular,apr,2,267,other,0,6.6093087,no
2350,46,self-employed,21,no,no,cellular,jul,2,-1,unknown,0,4.1467085,yes
1105,41,entrepreneur,406,no,no,unknown,jun,1,-1,unknown,0,4.2302427,no
1436,60,management,79,no,no,unknown,jun,3,-1,unknown,0,2.3233016,no
6099,29,self-employed,1579,no,no,cellular,jul,1,181,success,0,5.3608594,yes
5073,38,management,0,no,no,cellular,sep,12,197,failure,0,6.3988476,no
96,32,technician,235,yes,no,telephone,aug,6,-1,unknown,0,5.0047474,no
3847,45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,0,1.6547238,yes
1355,41,services,-19,yes,no,unknown,may,1,-1,unknown,0,0.8492395,no
6235,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,0,4.307764,no
7306,32,management,1077,no,no,cellular,aug,1,717,failure,0,5.956129,no
5964,57,technician,96,no,no,cellular,aug,4,-1,unknown,0,1.9341062,yes
6077,48,management,503,no,yes,unknown,jun,7,-1,unknown,0,3.9975772,yes
3756,56,blue-collar,3498,no,no,cellular,apr,2,-1,unknown,0,2.9374733,yes
5341,27,blue-collar,-588,no,no,unknown,may,2,-1,unknown,0,2.240873,no
5198,76,retired,1492,no,no,telephone,nov,1,-1,unknown,0,5.056098,yes
6989,33,self-employed,562,yes,yes,cellular,apr,1,363,failure,0,6.594556,yes
6808,57,retired,3783,yes,no,unknown,jun,3,-1,unknown,0,4.0459337,no
747,59,management,0,no,no,telephone,jul,3,-1,unknown,0,4.2207565,no
1735,27,blue-collar,197,no,no,telephone,jul,1,-1,unknown,0,4.3241034,no
4352,38,housemaid,196,no,no,cellular,apr,1,-1,unknown,0,5.197234,yes
1494,46,admin.,2889,yes,no,cellular,may,1,-1,unknown,0,2.2270901,yes
2256,32,admin.,272,yes,no,cellular,oct,2,-1,unknown,0,5.0075703,no
3213,30,admin.,1794,no,no,cellular,nov,1,-1,unknown,0,3.0724661,yes
3528,48,entrepreneur,-392,no,no,cellular,jul,4,-1,unknown,0,3.8136394,yes
3478,48,services,127,no,no,cellular,jul,1,-1,unknown,0,2.4687605,no
5746,58,unknown,68,no,no,cellular,apr,1,-1,unknown,0,6.9021063,yes
5041,40,services,1547,yes,no,cellular,nov,1,-1,unknown,0,4.3186784,yes
7242,33,admin.,891,no,no,cellular,may,2,-1,unknown,0,2.6601279,yes
3149,32,technician,129,yes,no,cellular,may,1,-1,unknown,0,2.123783,no
3492,35,blue-collar,4822,yes,no,unknown,may,2,-1,unknown,0,1.6280389,yes
3101,57,technician,3105,yes,no,unknown,may,11,-1,unknown,0,3.6565187,no
959,34,management,369,no,no,cellular,aug,3,342,failure,0,4.345772,yes
3716,32,management,728,yes,no,unknown,may,1,-1,unknown,0,0.77479374,no
4174,49,technician,1235,no,no,cellular,aug,3,-1,unknown,0,1.2483649,yes
4227,33,services,1076,no,no,cellular,nov,1,96,failure,0,4.6991315,yes
55,32,self-employed,514,yes,no,cellular,jul,1,-1,unknown,0,4.368138,yes
127,37,technician,3943,no,no,cellular,apr,2,138,failure,0,4.338798,yes
7325,31,technician,4888,yes,no,telephone,may,4,166,failure,0,5.3771358,no
5028,51,management,346,no,no,cellular,feb,1,92,success,0,4.364345,yes
1109,61,retired,11,no,no,cellular,sep,1,92,success,0,5.0607257,yes
1065,36,management,203,no,no,cellular,jul,3,179,success,0,4.315521,yes
4421,40,admin.,1060,yes,no,cellular,apr,3,-1,unknown,0,3.018119,no
5323,43,management,481,yes,no,cellular,jun,1,20,other,0,5.1984334,yes
7009,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,0,5.612358,yes
1745,33,blue-collar,-191,yes,yes,cellular,jul,4,-1,unknown,0,2.652761,yes
4278,46,blue-collar,640,yes,no,cellular,may,1,55,success,0,4.3174887,yes
1992,42,blue-collar,490,yes,no,unknown,may,2,-1,unknown,0,0.41475263,no
5114,25,blue-collar,52,yes,no,unknown,jun,2,-1,unknown,0,2.2616665,yes
3893,36,services,365,no,no,cellular,may,1,-1,unknown,0,2.8927548,yes
2954,30,services,117,no,no,cellular,jan,1,-1,unknown,0,4.7475686,no
3084,33,blue-collar,1402,no,no,cellular,nov,5,-1,unknown,0,3.201621,no
1169,50,services,218,yes,no,unknown,may,2,-1,unknown,0,1.1647115,no
6840,42,services,2567,yes,no,unknown,may,2,-1,unknown,0,1.014537,no
6140,27,management,3104,yes,no,unknown,may,2,-1,unknown,0,1.2949516,no
2391,26,admin.,3415,no,no,cellular,apr,1,-1,unknown,0,2.4704854,yes
1449,34,technician,1313,no,no,cellular,aug,1,21,failure,0,4.417609,no
1346,31,management,0,yes,yes,cellular,may,3,352,failure,0,3.8153577,no
1602,36,management,849,yes,yes,unknown,may,2,-1,unknown,0,3.4685872,yes
4988,54,technician,-315,no,yes,cellular,jul,1,-1,unknown,0,3.2191548,yes
4380,39,admin.,14,yes,yes,unknown,may,9,-1,unknown,0,4.0861297,no
5855,58,management,0,no,no,cellular,sep,2,-1,unknown,0,4.3684945,yes
3389,31,management,6138,no,no,cellular,oct,2,119,failure,0,4.7219324,yes
828,40,management,1855,no,no,telephone,feb,6,-1,unknown,0,5.0620914,yes
2576,45,admin.,0,no,yes,telephone,jul,3,-1,unknown,0,4.880166,yes
5648,39,management,-974,no,yes,cellular,aug,4,-1,unknown,0,3.297496,no
3722,30,services,271,yes,no,unknown,may,1,-1,unknown,0,0.67195123,no
1146,31,technician,454,no,no,cellular,apr,1,-1,unknown,0,2.0887625,yes
4535,52,unemployed,1724,no,no,cellular,jan,1,-1,unknown,0,6.6146507,no
504,47,blue-collar,581,yes,no,cellular,aug,6,-1,unknown,0,2.9193857,no
7088,36,blue-collar,3935,yes,yes,unknown,may,6,-1,unknown,0,2.50438,no
7405,50,blue-collar,4108,yes,no,cellular,aug,2,-1,unknown,0,2.9414015,yes
4649,29,blue-collar,339,yes,no,cellular,may,3,354,failure,0,2.4864106,no
6664,60,retired,1091,no,no,cellular,jul,5,-1,unknown,0,4.3005404,yes
4881,28,blue-collar,75,no,no,unknown,jun,1,-1,unknown,0,2.152906,no
5100,33,services,22,yes,no,unknown,may,1,-1,unknown,0,0.62808156,no
6972,50,technician,2218,yes,no,cellular,aug,1,-1,unknown,0,2.2863753,yes
6570,27,student,253,no,no,cellular,may,2,-1,unknown,0,3.7748287,yes
3578,31,technician,522,yes,yes,cellular,aug,4,-1,unknown,0,3.194973,no
3902,38,management,4335,yes,no,cellular,nov,1,-1,unknown,0,2.0554104,no
5417,30,student,7529,no,no,cellular,oct,1,-1,unknown,0,6.593668,yes
7248,57,management,3431,yes,no,cellular,nov,2,189,failure,0,3.9367085,no
2268,31,self-employed,414,no,no,cellular,aug,5,-1,unknown,0,3.8466341,no
4411,37,entrepreneur,175,yes,yes,unknown,may,6,-1,unknown,0,4.7393155,yes
