,job,balance,housing,loan,contact,campaign,pdays,poutcome,education,default,duration,previous,deposit
3003,self-employed,286,yes,no,cellular,1,-1,unknown,primary,no,175,0,0
6182,blue-collar,93,no,yes,cellular,1,-1,unknown,secondary,no,111,0,0
934,admin.,3201,yes,no,telephone,3,-1,unknown,secondary,no,157,0,0
1850,management,2895,yes,no,cellular,2,256,failure,secondary,no,20,1,0
122,admin.,1358,yes,no,cellular,4,-1,unknown,secondary,no,80,0,0
7403,blue-collar,4108,yes,no,cellular,2,-1,unknown,primary,no,526,0,1
6460,technician,719,yes,no,unknown,6,-1,unknown,secondary,no,79,0,0
1285,technician,568,yes,no,unknown,1,-1,unknown,tertiary,no,112,0,1
851,services,-374,yes,no,cellular,1,-1,unknown,secondary,no,672,0,1
2758,blue-collar,641,no,no,cellular,2,-1,unknown,secondary,no,417,0,1
6208,services,170,no,no,cellular,1,-1,unknown,secondary,no,782,0,1
6936,management,606,no,no,cellular,1,-1,unknown,tertiary,no,97,0,1
3139,admin.,1596,no,no,cellular,1,-1,unknown,secondary,no,82,0,1
1620,housemaid,61,no,no,cellular,1,-1,unknown,primary,no,144,0,0
5382,student,5296,no,no,cellular,1,205,failure,secondary,no,229,1,1
6036,services,519,yes,no,cellular,6,-1,unknown,tertiary,no,715,0,0
3228,technician,1871,yes,no,cellular,1,-1,unknown,tertiary,no,64,0,0
5736,unknown,68,no,no,cellular,1,-1,unknown,unknown,no,268,0,1
6280,management,1235,yes,no,cellular,3,-1,unknown,tertiary,no,104,0,0
303,blue-collar,5517,yes,no,cellular,1,-1,unknown,secondary,no,584,0,1
1112,management,3770,no,no,cellular,2,-1,unknown,tertiary,no,757,0,0
1254,services,2918,no,yes,cellular,2,-1,unknown,secondary,no,1059,0,1
2034,retired,44,no,no,cellular,2,88,other,tertiary,no,1104,2,1
797,admin.,4118,no,no,telephone,1,-1,unknown,secondary,no,165,0,1
5980,unemployed,1978,no,no,cellular,1,182,success,secondary,no,404,1,1
6943,blue-collar,292,no,yes,cellular,4,-1,unknown,secondary,no,1153,0,1
6853,retired,0,yes,no,unknown,1,-1,unknown,secondary,no,229,0,0
2720,entrepreneur,104,yes,yes,cellular,1,-1,unknown,secondary,no,55,0,0
4070,blue-collar,495,yes,no,unknown,1,-1,unknown,unknown,no,297,0,0
2226,management,825,yes,no,unknown,2,-1,unknown,tertiary,no,506,0,1
1566,self-employed,517,no,no,cellular,4,-1,unknown,secondary,no,77,0,0
6568,admin.,915,yes,no,unknown,1,-1,unknown,secondary,no,370,0,1
1134,unemployed,978,no,no,cellular,1,-1,unknown,secondary,no,132,0,1
6754,management,9421,no,no,cellular,1,-1,unknown,tertiary,no,372,0,1
2324,services,50,no,no,cellular,1,154,other,secondary,no,244,8,0
2044,technician,2490,yes,no,unknown,2,-1,unknown,secondary,no,115,0,0
455,admin.,14968,no,no,cellular,4,-1,unknown,secondary,no,1360,0,1
7160,admin.,-126,no,yes,cellular,4,-1,unknown,secondary,no,360,0,0
1151,technician,443,no,no,unknown,11,-1,unknown,unknown,no,25,0,0
579,management,10583,no,no,cellular,3,-1,unknown,tertiary,no,295,0,1
3190,services,54,yes,no,cellular,1,370,failure,secondary,no,97,1,0
4243,admin.,2002,yes,no,cellular,2,350,failure,secondary,no,172,1,0
7283,technician,-180,no,yes,cellular,2,-1,unknown,secondary,no,823,0,1
1683,services,4256,yes,no,cellular,1,92,success,tertiary,no,200,4,1
3127,retired,-309,yes,no,unknown,2,-1,unknown,tertiary,no,500,0,1
5873,services,50,yes,no,unknown,1,-1,unknown,secondary,no,342,0,0
3400,blue-collar,-461,no,no,unknown,1,-1,unknown,secondary,no,339,0,0
2934,blue-collar,320,yes,no,unknown,1,-1,unknown,primary,no,695,0,1
4081,technician,3395,yes,no,cellular,1,188,failure,secondary,no,92,1,0
6645,management,0,yes,no,cellular,1,344,other,unknown,no,612,1,0
2814,blue-collar,202,yes,no,cellular,1,-1,unknown,secondary,no,377,0,0
3415,management,1309,no,no,cellular,1,-1,unknown,tertiary,no,367,0,1
576,services,191,no,no,cellular,3,-1,unknown,secondary,no,335,0,0
5095,admin.,1097,yes,yes,cellular,1,208,failure,secondary,no,174,1,0
3248,retired,2193,no,no,telephone,4,-1,unknown,unknown,no,1348,0,1
2138,services,2678,no,no,cellular,1,-1,unknown,secondary,no,156,0,1
4786,blue-collar,-46,yes,no,unknown,7,-1,unknown,secondary,no,382,0,1
4150,technician,116,no,no,cellular,2,-1,unknown,secondary,no,554,0,1
4327,retired,86,no,no,cellular,1,-1,unknown,secondary,no,149,0,1
1777,unemployed,957,no,no,cellular,1,184,success,secondary,no,246,3,1
3028,admin.,291,no,no,unknown,1,-1,unknown,secondary,no,145,0,0
946,blue-collar,2717,yes,yes,cellular,2,-1,unknown,secondary,no,559,0,0
4393,management,1825,no,no,cellular,1,-1,unknown,tertiary,no,236,0,1
1814,management,385,no,no,cellular,2,-1,unknown,tertiary,no,39,0,0
7041,admin.,1581,yes,yes,unknown,11,-1,unknown,secondary,no,52,0,0
1765,services,2050,yes,no,cellular,5,-1,unknown,secondary,no,271,0,0
655,management,-375,no,no,cellular,2,-1,unknown,tertiary,no,814,0,1
3430,services,-40,yes,no,cellular,1,368,failure,secondary,no,311,2,1
2779,retired,343,no,no,telephone,2,-1,unknown,primary,no,159,0,0
45,technician,367,yes,no,cellular,2,276,failure,secondary,no,214,3,0
672,retired,25947,no,no,cellular,2,-1,unknown,secondary,no,292,0,0
4305,technician,335,no,no,cellular,1,76,success,secondary,no,417,1,1
1975,technician,307,yes,no,cellular,1,-1,unknown,secondary,no,216,0,0
1858,admin.,457,no,no,cellular,2,-1,unknown,secondary,no,90,0,0
730,admin.,877,yes,no,cellular,3,177,failure,secondary,no,12,6,0
1792,unemployed,44,no,no,cellular,1,-1,unknown,tertiary,no,225,0,1
2413,unemployed,1489,yes,no,cellular,1,-1,unknown,tertiary,no,678,0,0
6011,admin.,286,no,no,cellular,2,-1,unknown,tertiary,no,949,0,1
6896,technician,593,yes,no,unknown,1,-1,unknown,secondary,no,55,0,0
5762,admin.,3696,no,no,cellular,2,181,success,secondary,no,250,4,1
586,blue-collar,-157,yes,no,cellular,3,-1,unknown,primary,no,491,0,1
3086,management,312,no,no,cellular,2,98,success,tertiary,no,208,2,1
4886,services,1515,no,no,unknown,4,-1,unknown,secondary,no,14,0,0
2376,admin.,69,yes,no,cellular,1,-1,unknown,secondary,no,997,0,1
920,management,399,yes,no,cellular,4,-1,unknown,secondary,no,367,0,0
615,technician,160,yes,no,unknown,1,-1,unknown,secondary,no,142,0,0
4380,management,23,yes,yes,cellular,1,-1,unknown,tertiary,no,150,0,0
4956,admin.,685,yes,no,cellular,1,329,failure,secondary,no,552,3,1
6325,admin.,1293,yes,no,cellular,3,-1,unknown,secondary,no,1665,0,1
721,management,199,no,yes,cellular,7,-1,unknown,tertiary,no,131,0,0
5209,services,444,yes,no,unknown,1,-1,unknown,primary,no,432,0,0
497,blue-collar,828,no,no,cellular,1,345,failure,primary,no,1512,8,1
3742,blue-collar,3498,no,no,cellular,2,-1,unknown,primary,no,264,0,1
5949,blue-collar,130,yes,no,cellular,2,-1,unknown,secondary,no,302,0,0
3094,self-employed,160,no,no,unknown,1,-1,unknown,tertiary,no,158,0,1
4204,management,741,no,no,cellular,2,-1,unknown,tertiary,no,63,0,0
5865,blue-collar,0,no,no,cellular,1,244,failure,secondary,no,235,1,0
6444,blue-collar,1918,yes,no,cellular,1,172,failure,primary,no,318,1,0
1549,management,843,no,no,cellular,2,185,success,secondary,no,123,1,0
1929,technician,4388,no,no,cellular,3,-1,unknown,tertiary,no,52,0,0
6317,entrepreneur,0,no,no,telephone,2,-1,unknown,tertiary,no,103,0,0
1990,management,1310,no,yes,cellular,3,-1,unknown,tertiary,no,90,0,0
5553,admin.,66,yes,no,unknown,1,-1,unknown,secondary,no,237,0,0
6252,student,565,no,no,cellular,7,-1,unknown,unknown,no,162,0,0
168,technician,261,yes,no,cellular,2,247,failure,secondary,no,236,2,0
2575,blue-collar,0,yes,no,cellular,2,-1,unknown,secondary,no,407,0,0
6733,blue-collar,0,yes,no,cellular,2,-1,unknown,secondary,no,330,0,0
1522,self-employed,0,no,no,unknown,1,-1,unknown,secondary,no,6,0,0
775,admin.,2469,no,no,cellular,8,-1,unknown,secondary,no,136,0,0
901,management,258,no,yes,cellular,1,-1,unknown,tertiary,no,93,0,0
270,blue-collar,1504,yes,no,cellular,2,-1,unknown,primary,no,131,0,0
551,technician,440,no,no,cellular,1,-1,unknown,secondary,no,147,0,0
4155,housemaid,0,no,no,cellular,20,-1,unknown,primary,no,16,0,0
823,technician,-938,yes,no,cellular,1,344,failure,secondary,no,134,2,0
7298,student,130,no,no,telephone,3,-1,unknown,secondary,no,75,0,0
929,management,134,yes,yes,cellular,3,-1,unknown,secondary,no,532,0,1
5183,management,390,no,no,cellular,1,-1,unknown,tertiary,no,325,0,1
1240,admin.,826,no,no,unknown,1,-1,unknown,secondary,no,885,0,1
7284,management,1271,yes,no,unknown,1,-1,unknown,tertiary,no,51,0,0
3341,services,54,yes,no,unknown,2,-1,unknown,secondary,no,543,0,1
7166,retired,101,yes,no,cellular,1,-1,unknown,tertiary,no,111,0,0
3530,services,727,yes,no,cellular,1,-1,unknown,secondary,no,246,0,0
5210,technician,-824,yes,no,cellular,3,-1,unknown,secondary,no,429,0,1
5633,management,-974,no,yes,cellular,4,-1,unknown,tertiary,no,130,0,0
6848,admin.,894,yes,no,unknown,1,-1,unknown,secondary,no,328,0,0
1117,management,334,no,no,cellular,1,-1,unknown,tertiary,no,87,0,0
419,blue-collar,3109,no,no,cellular,2,-1,unknown,primary,no,482,0,1
3804,entrepreneur,2436,no,yes,cellular,3,-1,unknown,secondary,no,1397,0,1
6530,management,332,yes,no,cellular,7,-1,unknown,tertiary,no,566,0,0
3802,retired,3518,yes,no,cellular,3,-1,unknown,primary,no,626,0,1
1466,technician,882,no,no,cellular,1,-1,unknown,tertiary,no,411,0,1
298,retired,514,no,no,cellular,6,90,success,secondary,no,673,1,1
6224,admin.,527,no,yes,cellular,1,185,success,secondary,no,181,1,1
511,self-employed,1423,no,no,cellular,4,-1,unknown,tertiary,no,1249,0,1
3509,technician,556,yes,no,unknown,1,-1,unknown,secondary,no,322,0,0
323,services,24,yes,yes,cellular,1,-1,unknown,secondary,no,185,0,0
2513,admin.,306,yes,no,cellular,5,-1,unknown,unknown,no,289,0,0
6154,technician,3288,yes,no,cellular,3,-1,unknown,secondary,no,775,0,1
1743,technician,376,no,no,cellular,1,-1,unknown,tertiary,no,173,0,1
4108,technician,550,no,no,cellular,1,-1,unknown,tertiary,no,337,0,1
4876,admin.,1604,no,yes,cellular,1,-1,unknown,secondary,no,625,0,1
2989,blue-collar,1147,yes,yes,telephone,1,-1,unknown,primary,no,29,0,0
4891,retired,154,no,no,cellular,5,181,failure,secondary,no,268,2,1
1474,services,454,yes,no,cellular,1,-1,unknown,secondary,no,978,0,1
3800,blue-collar,-94,yes,yes,cellular,1,-1,unknown,primary,no,308,0,0
4704,services,507,yes,no,cellular,1,344,failure,secondary,no,55,1,0
2328,technician,931,yes,no,cellular,1,-1,unknown,tertiary,no,1078,0,1
1404,services,0,yes,no,cellular,13,-1,unknown,secondary,no,198,0,0
350,technician,940,yes,no,cellular,1,330,failure,tertiary,no,757,1,0
1479,blue-collar,-9,yes,yes,unknown,1,-1,unknown,primary,no,389,0,0
7016,management,8514,no,no,cellular,1,-1,unknown,tertiary,no,131,0,0
2679,services,633,yes,no,unknown,2,-1,unknown,primary,no,326,0,0
4555,management,97,yes,no,unknown,4,-1,unknown,secondary,no,135,0,0
676,management,129,yes,no,unknown,1,-1,unknown,tertiary,no,132,0,0
5844,blue-collar,429,yes,no,unknown,1,-1,unknown,secondary,no,244,0,0
1623,services,4721,no,no,cellular,2,90,success,secondary,no,288,3,1
7131,blue-collar,461,yes,no,unknown,2,-1,unknown,primary,no,272,0,0
550,admin.,220,no,no,cellular,1,-1,unknown,tertiary,no,68,0,0
3942,technician,-165,yes,no,cellular,1,-1,unknown,secondary,no,89,0,0
2531,management,1177,no,no,cellular,1,-1,unknown,tertiary,no,116,0,0
5881,blue-collar,2157,yes,no,unknown,2,-1,unknown,secondary,no,154,0,0
3078,services,9,no,no,unknown,2,-1,unknown,secondary,no,371,0,1
1225,technician,-393,no,no,telephone,4,-1,unknown,secondary,no,119,0,0
334,admin.,622,no,no,cellular,1,-1,unknown,secondary,no,420,0,1
1704,blue-collar,1181,yes,no,cellular,2,-1,unknown,unknown,no,650,0,1
4063,blue-collar,2823,yes,no,unknown,1,-1,unknown,secondary,no,858,0,1
3928,unemployed,0,no,no,cellular,3,-1,unknown,tertiary,no,1960,0,1
5208,management,122,yes,no,cellular,3,-1,unknown,tertiary,no,126,0,0
1991,technician,116,yes,no,cellular,2,-1,unknown,secondary,no,718,0,1
752,management,3120,yes,no,cellular,2,-1,unknown,tertiary,no,666,0,0
4310,management,0,no,no,cellular,5,-1,unknown,tertiary,no,191,0,0
4373,blue-collar,338,yes,no,unknown,1,-1,unknown,secondary,no,87,0,0
3853,blue-collar,-232,no,yes,cellular,2,-1,unknown,primary,no,106,0,0
4151,management,6269,yes,no,cellular,2,-1,unknown,tertiary,no,20,0,0
6385,admin.,985,yes,no,cellular,3,50,failure,secondary,no,592,8,1
581,management,1496,yes,no,cellular,4,-1,unknown,tertiary,no,73,0,0
2906,management,3737,no,no,cellular,1,-1,unknown,tertiary,no,224,0,1
633,blue-collar,106,yes,no,unknown,5,-1,unknown,primary,no,150,0,0
2128,blue-collar,1596,yes,no,unknown,1,-1,unknown,secondary,no,760,0,1
1020,housemaid,289,no,no,unknown,5,-1,unknown,primary,no,97,0,0
6870,services,271,yes,no,unknown,2,-1,unknown,secondary,no,1882,0,1
5234,admin.,96,no,no,cellular,1,-1,unknown,secondary,no,302,0,1
4473,self-employed,2013,no,no,cellular,2,-1,unknown,tertiary,no,409,0,1
6483,technician,22755,yes,no,unknown,2,-1,unknown,secondary,no,70,0,0
2777,management,321,yes,no,cellular,4,-1,unknown,primary,no,918,0,0
627,management,1438,no,no,cellular,1,449,other,tertiary,no,321,1,1
3478,housemaid,235,no,no,cellular,2,-1,unknown,primary,no,119,0,0
3702,management,728,yes,no,unknown,1,-1,unknown,tertiary,no,125,0,0
687,admin.,1020,yes,no,unknown,1,-1,unknown,secondary,no,882,0,1
6469,admin.,0,yes,yes,cellular,1,182,success,secondary,no,330,3,0
1962,management,2016,no,no,cellular,1,-1,unknown,tertiary,no,209,0,1
935,technician,-378,yes,no,cellular,1,253,failure,secondary,no,361,2,0
3893,management,361,yes,no,unknown,7,-1,unknown,secondary,no,86,0,0
5312,entrepreneur,687,yes,no,cellular,1,-1,unknown,secondary,no,772,0,1
5204,blue-collar,-382,yes,no,cellular,2,-1,unknown,primary,no,35,0,0
5220,technician,3323,yes,yes,cellular,3,-1,unknown,secondary,no,59,0,0
4478,blue-collar,246,no,no,unknown,3,-1,unknown,primary,no,683,0,1
606,services,2678,no,no,cellular,2,187,success,secondary,no,282,1,1
2263,management,589,no,no,cellular,1,44,other,tertiary,no,300,3,1
1118,services,355,yes,no,cellular,2,338,other,secondary,no,122,8,0
5307,management,12956,yes,no,cellular,1,399,success,tertiary,no,940,3,1
2311,blue-collar,157,yes,no,unknown,8,-1,unknown,primary,no,833,0,0
5269,services,2311,no,yes,cellular,2,-1,unknown,secondary,no,1105,0,1
7270,management,355,no,no,cellular,1,-1,unknown,tertiary,no,340,0,0
3589,technician,3297,no,no,cellular,2,-1,unknown,secondary,no,99,0,0
2390,services,1824,yes,no,cellular,2,-1,unknown,secondary,no,153,0,0
1898,management,0,no,no,cellular,5,-1,unknown,tertiary,no,1242,0,1
4377,admin.,4168,no,no,cellular,1,-1,unknown,tertiary,no,198,0,0
2334,management,952,yes,no,cellular,5,-1,unknown,tertiary,no,1241,0,1
400,technician,3,no,no,telephone,8,349,failure,secondary,no,40,6,0
1920,management,151,yes,no,cellular,1,-1,unknown,tertiary,no,50,0,0
6267,admin.,3854,yes,no,cellular,1,-1,unknown,secondary,no,131,0,0
5602,blue-collar,0,yes,yes,unknown,4,-1,unknown,primary,no,59,0,0
338,blue-collar,697,no,no,cellular,2,-1,unknown,secondary,no,860,0,1
3142,technician,129,yes,no,cellular,1,-1,unknown,secondary,no,213,0,0
5810,technician,287,yes,no,cellular,3,-1,unknown,secondary,no,84,0,0
4349,retired,1204,no,no,telephone,1,-1,unknown,tertiary,no,135,0,1
7331,services,774,no,no,cellular,1,-1,unknown,secondary,no,997,0,1
5856,retired,842,no,no,cellular,3,-1,unknown,tertiary,no,284,0,1
2701,management,925,no,no,cellular,3,189,success,tertiary,no,321,4,1
399,technician,1109,no,no,cellular,2,-1,unknown,tertiary,no,328,0,0
3393,services,-311,yes,no,cellular,2,345,other,secondary,no,55,2,0
3790,technician,267,yes,no,cellular,2,-1,unknown,secondary,no,817,0,1
5798,blue-collar,550,yes,no,unknown,1,-1,unknown,primary,no,113,0,0
6543,management,2383,no,no,cellular,2,-1,unknown,tertiary,no,571,0,1
1217,technician,356,yes,no,unknown,2,-1,unknown,unknown,no,93,0,0
2568,management,4,no,yes,cellular,6,-1,unknown,tertiary,no,261,0,0
4906,student,108,no,no,cellular,1,183,success,unknown,no,92,1,1
1950,technician,3933,no,no,cellular,3,-1,unknown,secondary,no,837,0,1
7050,services,5781,yes,yes,cellular,1,-1,unknown,secondary,no,195,0,0
2052,technician,938,no,no,cellular,1,-1,unknown,secondary,no,358,0,1
4597,blue-collar,1409,yes,no,unknown,1,-1,unknown,primary,no,224,0,0
6434,technician,3350,yes,no,cellular,1,269,other,primary,no,86,3,0
6509,management,991,yes,no,cellular,3,-1,unknown,tertiary,no,1489,0,1
1182,management,1227,no,no,cellular,1,-1,unknown,tertiary,no,232,0,1
6055,student,4869,yes,no,cellular,2,343,other,tertiary,no,258,4,0
7405,blue-collar,79,no,yes,cellular,1,-1,unknown,secondary,no,104,0,0
5013,management,0,no,no,cellular,1,-1,unknown,secondary,no,1855,0,1
5301,services,0,no,no,cellular,1,-1,unknown,tertiary,no,704,0,1
3544,blue-collar,3917,yes,no,cellular,1,-1,unknown,secondary,no,565,0,1
3148,management,119,no,no,cellular,1,-1,unknown,tertiary,no,430,0,0
1963,retired,217,yes,no,unknown,3,-1,unknown,primary,no,574,0,0
2280,management,0,yes,no,cellular,1,-1,unknown,tertiary,no,310,0,0
2610,management,230,no,no,unknown,4,-1,unknown,secondary,no,73,0,0
3022,blue-collar,1025,yes,no,cellular,1,-1,unknown,secondary,no,106,0,0
2159,management,575,no,no,cellular,1,-1,unknown,tertiary,no,116,0,1
6375,blue-collar,7929,no,no,unknown,1,-1,unknown,primary,no,111,0,1
5779,blue-collar,152,yes,yes,cellular,1,-1,unknown,secondary,no,831,0,1
7265,housemaid,299,no,no,cellular,1,-1,unknown,secondary,no,186,0,0
5801,management,3773,yes,no,unknown,1,-1,unknown,tertiary,no,99,0,0
3765,self-employed,1184,yes,no,cellular,1,-1,unknown,secondary,no,1063,0,1
5059,technician,94,yes,yes,unknown,1,-1,unknown,tertiary,no,813,0,1
2853,blue-collar,5222,yes,no,unknown,1,-1,unknown,secondary,no,102,0,0
1602,management,1720,no,no,cellular,2,273,failure,tertiary,no,284,1,1
5663,unknown,397,no,no,telephone,3,-1,unknown,unknown,no,300,0,1
4457,services,2145,no,no,cellular,2,95,success,secondary,no,291,4,1
1505,management,0,no,no,unknown,1,-1,unknown,unknown,no,95,0,0
5855,admin.,1396,yes,no,cellular,2,-1,unknown,secondary,no,199,0,0
5896,blue-collar,4415,yes,no,unknown,1,-1,unknown,secondary,no,329,0,0
6760,technician,473,yes,no,cellular,5,-1,unknown,secondary,no,216,0,0
4878,management,843,no,no,cellular,1,-1,unknown,secondary,no,187,0,1
3844,unemployed,25,no,no,cellular,2,-1,unknown,secondary,no,207,0,1
1046,student,703,no,no,cellular,3,-1,unknown,secondary,no,1100,0,0
2895,management,2239,no,no,cellular,6,90,success,tertiary,no,377,1,1
5051,technician,304,yes,no,cellular,2,-1,unknown,tertiary,no,8,0,0
6308,management,1090,no,no,cellular,4,532,other,tertiary,no,204,2,1
4541,admin.,105,no,no,telephone,2,-1,unknown,secondary,no,80,0,0
340,services,526,yes,no,cellular,2,324,other,secondary,no,333,1,0
6519,technician,0,yes,yes,cellular,4,-1,unknown,secondary,no,146,0,0
7095,admin.,155,no,no,cellular,2,-1,unknown,secondary,no,696,0,1
2327,blue-collar,219,yes,no,cellular,1,-1,unknown,primary,no,729,0,1
445,technician,473,no,yes,cellular,1,81,failure,secondary,no,182,1,1
1340,management,2587,no,no,cellular,2,-1,unknown,primary,no,236,0,1
5491,self-employed,4418,yes,no,cellular,3,-1,unknown,tertiary,no,855,0,0
6860,management,2067,yes,no,unknown,1,-1,unknown,tertiary,no,756,0,1
4025,admin.,2227,no,no,cellular,2,-1,unknown,unknown,no,242,0,1
2901,self-employed,658,yes,no,cellular,1,173,success,tertiary,no,93,2,0
80,retired,427,no,no,cellular,1,-1,unknown,secondary,no,246,0,0
6820,self-employed,0,no,no,unknown,4,-1,unknown,primary,no,112,0,0
7138,services,146,yes,no,unknown,2,-1,unknown,secondary,no,104,0,0
3902,blue-collar,254,yes,no,cellular,3,-1,unknown,secondary,no,1720,0,1
6867,blue-collar,48,yes,yes,unknown,1,-1,unknown,secondary,no,144,0,0
7253,admin.,19,yes,no,cellular,1,-1,unknown,secondary,no,1978,0,1
6017,admin.,138,no,no,cellular,2,-1,unknown,tertiary,no,89,0,1
6928,technician,0,yes,no,cellular,5,-1,unknown,tertiary,no,249,0,0
4684,management,532,yes,no,cellular,1,-1,unknown,tertiary,no,603,0,0
5092,technician,827,no,yes,unknown,2,-1,unknown,secondary,no,294,0,0
3830,retired,7613,no,no,cellular,3,-1,unknown,primary,no,355,0,1
6852,management,3984,no,no,cellular,2,-1,unknown,tertiary,no,77,0,0
343,admin.,554,yes,no,cellular,1,-1,unknown,secondary,no,94,0,0
5116,admin.,2223,no,no,cellular,1,-1,unknown,secondary,no,1064,0,1
328,technician,183,no,no,cellular,1,52,failure,secondary,no,281,4,1
3205,services,0,yes,no,cellular,3,-1,unknown,secondary,no,251,0,0
3394,technician,314,yes,no,unknown,1,-1,unknown,secondary,no,234,0,1
222,management,388,yes,no,unknown,2,-1,unknown,tertiary,no,2087,0,1
4802,self-employed,0,yes,no,cellular,1,-1,unknown,secondary,no,158,0,1
1078,management,5037,no,no,cellular,9,185,other,tertiary,no,252,5,1
