,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit,prediction_label,prediction_score
6032,27,management,616,yes,no,cellular,may,1,101,other,single,tertiary,no,22,685,1,1,1,0.9119
5342,33,admin.,17,yes,no,cellular,may,1,351,failure,married,secondary,no,13,74,1,0,0,0.9915
5672,28,technician,981,yes,no,cellular,jul,1,-1,unknown,single,secondary,no,24,225,0,0,0,0.8424
4387,40,housemaid,0,no,no,cellular,aug,20,-1,unknown,married,primary,no,28,16,0,0,0,0.9973
7668,68,retired,0,no,no,cellular,jun,1,-1,unknown,married,secondary,no,22,586,0,1,1,0.9145
4666,41,technician,1646,yes,no,cellular,may,1,90,success,single,tertiary,no,5,258,7,1,1,0.8632
823,38,management,613,no,no,cellular,feb,1,-1,unknown,married,tertiary,no,3,239,0,1,1,0.5554
7157,31,admin.,307,yes,no,unknown,may,1,-1,unknown,married,secondary,no,9,538,0,1,1,0.4838
6709,35,services,4564,no,no,cellular,aug,6,-1,unknown,married,tertiary,no,18,45,0,0,0,0.9933
4442,41,entrepreneur,39,yes,no,cellular,nov,2,-1,unknown,married,primary,no,21,549,0,1,1,0.6539
3520,25,admin.,3730,yes,no,cellular,feb,1,-1,unknown,single,tertiary,no,27,353,0,1,1,0.8381
4730,53,blue-collar,1103,yes,yes,cellular,feb,2,250,failure,married,secondary,no,4,101,4,0,0,0.9793
2787,54,management,2819,no,no,cellular,aug,3,-1,unknown,married,tertiary,no,7,123,0,0,0,0.9642
1822,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,single,primary,no,9,919,0,1,1,0.9041
4588,37,technician,88,no,no,cellular,may,1,90,other,married,tertiary,no,6,195,3,1,1,0.7757
4999,28,unknown,4465,no,no,cellular,jan,1,-1,unknown,single,secondary,no,28,769,0,1,1,0.8377
3546,56,management,-155,yes,no,cellular,nov,1,-1,unknown,married,primary,no,17,282,0,0,0,0.9308
7651,27,student,39,no,no,cellular,may,1,258,other,single,tertiary,no,17,379,10,1,1,0.9213
364,33,admin.,272,yes,no,cellular,jun,1,237,failure,single,tertiary,no,1,326,2,1,1,0.6542
6651,37,technician,0,no,no,unknown,jun,1,-1,unknown,married,secondary,yes,18,236,0,0,0,0.9648
7576,31,services,459,yes,no,cellular,may,1,293,success,divorced,primary,no,7,623,1,1,1,0.9024
1846,51,management,1610,yes,no,unknown,jun,3,-1,unknown,single,secondary,no,16,1248,0,1,1,0.9292
4433,30,entrepreneur,2551,yes,no,unknown,jun,2,-1,unknown,married,secondary,no,5,142,0,0,0,0.9826
391,48,blue-collar,1230,yes,no,cellular,may,2,182,success,married,secondary,no,13,328,3,1,1,0.9143
7685,33,services,5034,yes,no,unknown,may,3,-1,unknown,married,secondary,no,8,207,0,0,0,0.9873
280,32,blue-collar,3166,yes,no,cellular,nov,3,-1,unknown,married,secondary,no,20,418,0,0,0,0.7802
6629,30,management,1235,yes,no,cellular,jul,3,-1,unknown,married,tertiary,no,28,104,0,0,0,0.9834
5700,54,technician,395,no,no,cellular,apr,1,183,success,married,tertiary,no,30,183,2,1,1,0.9531
5167,45,services,1515,no,no,unknown,jun,4,-1,unknown,single,secondary,no,20,14,0,0,0,0.9961
2517,33,technician,1699,no,no,cellular,jan,1,83,success,married,tertiary,no,28,202,3,1,1,0.9267
7084,51,blue-collar,2095,yes,yes,cellular,feb,4,-1,unknown,married,primary,no,2,438,0,0,0,0.6862
2627,51,entrepreneur,-799,no,yes,cellular,jul,3,-1,unknown,married,secondary,no,15,1001,0,1,1,0.9034
6367,32,management,718,yes,no,cellular,jun,1,-1,unknown,single,tertiary,no,15,95,0,1,0,0.8553
1490,33,blue-collar,-14,yes,no,cellular,may,2,-1,unknown,single,secondary,no,14,223,0,0,0,0.9163
5294,34,admin.,303,no,no,cellular,jun,3,126,failure,single,secondary,no,4,282,3,1,1,0.8299
1745,47,management,334,yes,no,cellular,jun,3,94,success,single,tertiary,no,28,614,9,1,1,0.9742
203,39,blue-collar,1317,yes,no,cellular,nov,1,170,other,divorced,primary,no,20,543,4,1,1,0.833
5519,54,technician,136,no,yes,cellular,jul,4,-1,unknown,divorced,secondary,no,10,151,0,0,0,0.9691
431,52,services,1000,no,no,cellular,aug,2,-1,unknown,married,secondary,no,5,766,0,1,1,0.8467
6088,51,services,242,no,yes,cellular,jul,4,-1,unknown,divorced,secondary,no,14,1336,0,1,1,0.9504
1556,49,blue-collar,-9,yes,yes,unknown,may,1,-1,unknown,divorced,primary,no,5,389,0,0,0,0.9318
6123,32,management,62,yes,no,telephone,nov,1,-1,unknown,married,tertiary,no,13,45,0,0,0,0.9452
4099,32,technician,696,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,2,815,0,1,1,0.8289
2829,69,retired,2473,no,no,cellular,jul,3,-1,unknown,married,secondary,no,8,967,0,1,1,0.9175
1439,53,housemaid,2581,no,no,cellular,oct,1,189,failure,married,primary,no,21,828,1,1,1,0.9339
3971,36,self-employed,1184,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,6,1063,0,1,1,0.8926
7007,49,technician,-287,yes,no,unknown,may,1,-1,unknown,married,unknown,no,26,49,0,0,0,0.9939
6312,30,management,398,no,no,cellular,apr,1,6,success,single,tertiary,no,30,554,2,1,1,0.9324
1144,47,admin.,594,yes,no,unknown,may,1,-1,unknown,single,secondary,no,7,161,0,0,0,0.9918
4371,30,technician,1011,yes,no,unknown,may,1,-1,unknown,married,secondary,no,16,109,0,0,0,0.9874
6303,52,blue-collar,4660,no,no,cellular,aug,3,-1,unknown,married,primary,no,18,82,0,0,0,0.963
5891,35,technician,126,no,no,cellular,aug,2,-1,unknown,single,secondary,no,22,112,0,0,0,0.8408
3984,38,self-employed,746,no,no,unknown,jun,3,-1,unknown,married,secondary,no,20,256,0,0,0,0.9831
833,52,services,911,no,no,unknown,jun,2,-1,unknown,married,primary,no,20,29,0,0,0,0.9944
198,38,admin.,46,no,no,cellular,aug,2,-1,unknown,married,secondary,no,7,48,0,0,0,0.9933
1396,21,entrepreneur,2077,no,no,cellular,aug,1,-1,unknown,single,tertiary,no,5,323,0,1,1,0.7146
278,29,student,5,no,no,cellular,jul,5,-1,unknown,single,tertiary,no,15,889,0,1,1,0.9409
738,38,services,895,yes,no,cellular,may,1,-1,unknown,single,secondary,no,12,1531,0,1,1,0.9513
216,33,technician,177,yes,yes,cellular,may,8,-1,unknown,married,secondary,no,12,22,0,0,0,0.9919
7357,35,admin.,855,yes,no,unknown,may,3,-1,unknown,single,secondary,no,12,241,0,0,0,0.9785
3843,58,management,407,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,29,145,0,0,0,0.9755
1335,54,management,3473,yes,no,cellular,aug,2,-1,unknown,divorced,tertiary,no,12,306,0,0,0,0.7998
7037,50,housemaid,5260,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,24,51,0,0,0,0.9938
3871,58,management,2183,yes,no,cellular,jul,1,-1,unknown,married,tertiary,no,22,209,0,0,0,0.8673
4134,37,student,0,no,no,telephone,jul,6,-1,unknown,divorced,tertiary,no,30,100,0,0,0,0.9934
569,48,management,86,no,no,cellular,jun,3,186,other,single,tertiary,no,28,281,6,1,1,0.9127
2626,32,management,506,no,no,cellular,mar,2,-1,unknown,single,tertiary,no,5,63,0,1,0,0.823
6017,38,admin.,930,yes,no,cellular,may,1,-1,unknown,divorced,secondary,no,5,46,0,0,0,0.994
5974,27,student,6036,no,no,cellular,mar,1,181,failure,single,secondary,no,31,175,1,1,1,0.8483
7640,31,admin.,19,yes,no,cellular,nov,1,-1,unknown,single,secondary,no,18,1978,0,1,1,0.971
2485,88,retired,648,no,no,telephone,sep,1,-1,unknown,married,primary,no,3,318,0,0,1,0.7695
4538,45,admin.,205,no,no,cellular,feb,1,92,success,married,secondary,no,3,373,1,1,1,0.9423
4202,31,student,0,no,no,cellular,sep,1,-1,unknown,single,secondary,no,22,173,0,0,1,0.7606
4512,59,services,739,no,no,cellular,jan,1,-1,unknown,single,secondary,no,14,408,0,1,1,0.8019
1047,46,management,5559,no,no,unknown,jun,1,-1,unknown,married,secondary,no,17,483,0,0,1,0.5936
5444,36,admin.,994,no,no,cellular,may,1,90,success,single,tertiary,no,6,211,6,1,1,0.9339
1188,29,technician,674,no,no,cellular,apr,1,13,success,single,secondary,no,30,483,5,1,1,0.9701
3718,41,entrepreneur,306,yes,no,unknown,jun,3,-1,unknown,married,tertiary,no,20,102,0,0,0,0.9863
4044,45,blue-collar,640,yes,no,cellular,may,1,-1,unknown,married,secondary,no,4,447,0,1,1,0.6895
5675,61,self-employed,52587,no,no,cellular,feb,3,189,success,divorced,tertiary,no,15,394,1,1,1,0.9831
2904,59,unemployed,1047,no,no,cellular,feb,3,-1,unknown,married,secondary,no,18,83,0,1,1,0.6849
2681,38,admin.,1839,no,no,unknown,may,2,-1,unknown,married,secondary,no,23,63,0,0,0,0.991
3130,33,technician,8097,no,yes,cellular,aug,2,-1,unknown,single,tertiary,no,21,500,0,0,1,0.4237
792,56,management,3120,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,7,666,0,0,1,0.7635
6699,72,retired,438,no,no,cellular,feb,1,-1,unknown,divorced,tertiary,no,23,279,0,1,1,0.8782
5756,38,admin.,4874,no,no,unknown,jun,3,-1,unknown,married,secondary,no,6,1291,0,0,1,0.7612
1093,36,blue-collar,0,no,no,cellular,may,2,-1,unknown,divorced,primary,no,14,543,0,0,1,0.756
7125,41,management,5561,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,20,649,0,1,1,0.7921
626,45,unemployed,-44,yes,no,cellular,jul,2,-1,unknown,divorced,secondary,no,7,256,0,0,0,0.9126
1863,34,management,6766,no,no,cellular,aug,5,-1,unknown,single,tertiary,no,28,210,0,0,0,0.8543
3258,29,blue-collar,322,no,no,unknown,jun,1,96,other,single,secondary,no,14,434,6,1,1,0.4417
5917,28,services,525,no,no,cellular,jul,1,-1,unknown,single,secondary,no,23,81,0,0,0,0.9412
1227,41,technician,30,yes,no,cellular,jul,1,-1,unknown,married,unknown,no,10,151,0,0,0,0.9001
1341,38,entrepreneur,259,no,no,cellular,nov,1,-1,unknown,married,unknown,no,18,63,0,0,0,0.9927
6128,43,unemployed,0,no,no,cellular,jul,1,281,failure,married,tertiary,no,16,745,1,1,1,0.9401
6352,38,technician,4539,no,no,cellular,sep,1,-1,unknown,married,secondary,no,16,387,0,1,1,0.8952
2319,41,blue-collar,75,yes,no,unknown,jul,9,-1,unknown,single,secondary,no,1,479,0,1,1,0.7705
5098,49,entrepreneur,159,yes,no,unknown,may,3,-1,unknown,divorced,secondary,no,13,95,0,0,0,0.9657
6215,40,blue-collar,57,yes,no,cellular,jul,9,-1,unknown,married,primary,no,31,1007,0,1,1,0.8629
736,36,unemployed,4145,no,no,unknown,jun,4,-1,unknown,married,tertiary,no,20,988,0,1,1,0.8484
1887,36,admin.,-811,yes,no,cellular,may,2,-1,unknown,divorced,secondary,no,12,365,0,1,1,0.4633
2783,33,services,187,yes,no,cellular,apr,3,326,failure,single,secondary,no,20,168,1,0,0,0.9229
6534,35,admin.,898,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,9,214,0,1,0,0.6419
1832,58,management,473,no,no,cellular,feb,1,262,success,married,tertiary,no,18,1109,1,1,1,0.9477
312,34,management,101,yes,no,cellular,aug,5,-1,unknown,married,tertiary,no,13,209,0,0,0,0.9125
1683,35,blue-collar,0,yes,no,cellular,apr,1,345,other,single,secondary,no,16,1174,4,1,1,0.9231
7475,45,admin.,-106,yes,yes,cellular,may,3,288,other,married,secondary,yes,7,553,1,1,1,0.5425
3610,70,retired,2575,no,no,telephone,apr,2,-1,unknown,married,secondary,no,20,216,0,1,1,0.8495
7788,24,student,125,no,no,cellular,nov,1,90,failure,single,secondary,no,9,263,1,1,1,0.9441
3669,59,housemaid,235,no,no,cellular,aug,2,-1,unknown,married,primary,no,13,119,0,0,0,0.8503
5318,44,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,single,primary,no,24,184,0,0,0,0.952
5025,56,unemployed,1110,no,no,cellular,feb,2,-1,unknown,single,primary,no,4,945,0,1,1,0.9193
1031,28,management,1086,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,29,128,0,0,0,0.9823
964,49,management,322,no,no,cellular,aug,4,-1,unknown,married,tertiary,no,6,72,0,0,0,0.9854
3207,50,technician,2497,yes,no,cellular,nov,1,176,failure,married,secondary,no,21,35,1,0,0,0.9867
7001,42,unknown,942,no,no,cellular,jan,1,92,success,single,unknown,no,27,245,2,1,1,0.9841
7749,33,technician,-479,no,no,cellular,aug,1,-1,unknown,single,secondary,no,7,235,0,0,1,0.3915
1960,39,blue-collar,-294,yes,no,unknown,jun,2,-1,unknown,divorced,primary,yes,5,181,0,0,0,0.9877
5657,51,housemaid,9228,no,no,cellular,jul,4,-1,unknown,divorced,secondary,no,18,655,0,1,1,0.864
5311,37,entrepreneur,8,yes,yes,cellular,jul,1,-1,unknown,married,primary,no,16,46,0,0,0,0.9947
7173,23,blue-collar,-213,no,no,unknown,may,2,-1,unknown,married,primary,no,13,165,0,0,0,0.9896
193,43,blue-collar,184,no,yes,cellular,jul,11,-1,unknown,married,secondary,no,16,1019,0,1,1,0.8789
1976,39,management,13578,yes,no,cellular,nov,2,-1,unknown,married,secondary,no,21,185,0,0,0,0.9344
4406,34,technician,1279,yes,no,cellular,jul,2,160,other,single,secondary,no,22,174,8,1,1,0.6884
7684,49,blue-collar,90,yes,no,unknown,may,1,-1,unknown,married,secondary,no,7,127,0,0,0,0.9831
4783,42,housemaid,302,yes,no,cellular,jul,2,-1,unknown,married,unknown,no,11,342,0,0,0,0.9122
6375,32,technician,705,yes,no,cellular,may,2,35,failure,single,tertiary,no,25,414,4,1,1,0.8875
340,39,entrepreneur,942,yes,no,cellular,aug,3,267,other,married,tertiary,no,14,880,1,1,1,0.9364
4870,54,technician,0,no,no,telephone,feb,3,-1,unknown,married,secondary,no,5,744,0,1,1,0.8613
3492,54,technician,114,no,no,cellular,jul,3,-1,unknown,married,secondary,no,30,458,0,1,1,0.5328
4804,32,services,310,yes,no,unknown,may,1,-1,unknown,single,secondary,no,6,144,0,0,0,0.9779
3091,39,blue-collar,3832,yes,no,unknown,jun,13,-1,unknown,married,secondary,no,20,14,0,0,0,0.9978
5149,35,technician,1693,yes,no,cellular,may,1,105,success,single,secondary,no,26,58,1,0,0,0.9013
3535,36,technician,556,yes,no,cellular,nov,3,189,failure,divorced,secondary,no,18,154,1,0,0,0.9141
6548,34,admin.,35,yes,no,cellular,oct,1,69,failure,married,tertiary,no,15,76,2,0,0,0.8925
4858,52,blue-collar,1409,yes,no,unknown,jun,1,-1,unknown,married,primary,no,19,224,0,0,0,0.9823
3706,33,management,22867,yes,no,cellular,aug,1,440,failure,married,tertiary,no,10,73,2,0,0,0.7579
4452,37,management,62,yes,no,cellular,aug,2,272,success,single,tertiary,no,2,428,8,1,1,0.9597
6290,82,retired,0,no,no,telephone,mar,2,195,other,divorced,primary,no,15,506,1,1,1,0.9026
1871,32,management,874,no,no,cellular,aug,6,-1,unknown,divorced,tertiary,no,12,1282,0,1,1,0.9526
3009,45,technician,586,no,yes,cellular,jul,3,-1,unknown,single,secondary,no,28,32,0,0,0,0.9959
5835,31,housemaid,596,no,no,telephone,jan,1,-1,unknown,single,tertiary,no,28,30,0,0,0,0.981
5461,52,housemaid,256,no,no,cellular,aug,1,-1,unknown,married,primary,no,6,137,0,0,0,0.8729
4341,57,blue-collar,2058,yes,no,telephone,may,2,-1,unknown,married,secondary,no,18,23,0,0,0,0.9922
1868,60,unemployed,957,no,no,cellular,sep,1,184,success,married,secondary,no,8,246,3,1,1,0.9909
1368,31,technician,313,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,27,114,0,0,0,0.9532
6961,39,management,141,yes,no,cellular,may,2,331,other,married,tertiary,no,13,788,6,0,1,0.6368
4900,40,retired,794,no,no,unknown,may,1,-1,unknown,married,tertiary,no,9,138,0,0,0,0.9746
2185,41,blue-collar,1020,yes,no,unknown,may,1,-1,unknown,married,secondary,no,29,276,0,0,0,0.9834
5664,32,self-employed,102,yes,no,cellular,jul,1,-1,unknown,married,primary,no,18,560,0,1,1,0.5751
4023,38,unemployed,2812,yes,no,cellular,apr,1,-1,unknown,married,tertiary,no,30,830,0,1,1,0.9183
2224,27,student,91,no,no,telephone,dec,6,95,other,single,secondary,no,4,157,37,0,0,0.7266
2522,33,unemployed,1211,no,no,cellular,feb,1,188,success,married,secondary,no,11,535,1,1,1,0.9602
7665,36,blue-collar,536,yes,no,cellular,apr,3,-1,unknown,married,secondary,no,8,274,0,1,0,0.8486
6197,28,management,171,no,no,cellular,mar,1,-1,unknown,single,secondary,no,10,93,0,1,1,0.862
5640,31,technician,14533,no,no,cellular,jun,2,-1,unknown,married,unknown,no,16,245,0,1,1,0.9509
6631,33,technician,1699,no,no,cellular,nov,2,94,success,married,tertiary,no,6,178,1,1,1,0.9458
5469,32,management,537,no,no,unknown,may,3,-1,unknown,single,tertiary,no,29,187,0,0,0,0.98
211,37,management,393,yes,no,cellular,aug,2,104,success,married,tertiary,no,12,62,2,0,0,0.9424
305,55,management,12972,no,no,telephone,aug,1,-1,unknown,married,tertiary,no,18,205,0,1,1,0.4855
7369,42,technician,248,no,no,cellular,aug,4,-1,unknown,divorced,secondary,no,19,163,0,0,0,0.9797
2628,36,blue-collar,3463,yes,no,telephone,nov,4,-1,unknown,married,secondary,no,21,29,0,0,0,0.9951
6038,43,unemployed,210,yes,no,unknown,may,5,-1,unknown,married,secondary,no,12,88,0,0,0,0.9906
3412,22,student,107,no,no,cellular,apr,1,-1,unknown,single,secondary,no,14,125,0,1,1,0.8305
5776,30,self-employed,578,yes,no,unknown,jun,4,-1,unknown,single,tertiary,no,2,142,0,0,0,0.9765
1479,27,services,0,yes,no,cellular,jul,13,-1,unknown,married,secondary,no,23,198,0,0,0,0.9731
5999,71,retired,2600,no,no,cellular,aug,1,-1,unknown,married,primary,no,7,212,0,1,1,0.6041
1115,29,admin.,261,no,no,cellular,mar,19,-1,unknown,single,tertiary,no,17,136,0,0,1,0.7347
5433,36,management,2987,yes,no,cellular,aug,1,-1,unknown,married,tertiary,no,12,307,0,1,0,0.6298
2985,36,technician,818,yes,yes,cellular,aug,4,-1,unknown,single,secondary,no,19,96,0,0,0,0.9881
5737,65,admin.,952,no,no,cellular,jun,1,-1,unknown,married,secondary,no,2,310,0,1,1,0.9559
6052,26,management,222,no,no,cellular,oct,1,120,success,single,tertiary,no,26,318,3,1,1,0.9936
6213,41,admin.,985,yes,no,cellular,jun,2,391,success,single,secondary,no,30,274,11,1,1,0.9877
2331,28,unemployed,482,no,no,cellular,may,1,-1,unknown,married,tertiary,no,25,119,0,1,0,0.6771
7154,39,management,763,no,no,cellular,feb,1,189,failure,single,tertiary,no,22,543,1,1,1,0.8887
4038,59,blue-collar,0,yes,no,unknown,may,1,-1,unknown,married,secondary,no,5,226,0,0,0,0.9841
5503,31,blue-collar,23,no,no,cellular,nov,1,-1,unknown,single,secondary,no,21,116,0,0,0,0.9666
3259,51,management,469,no,no,cellular,apr,1,181,success,married,tertiary,no,15,200,2,1,1,0.9678
2571,25,technician,86,no,yes,cellular,jul,2,-1,unknown,divorced,secondary,no,8,483,0,0,1,0.647
503,44,services,618,no,no,cellular,may,1,-1,unknown,single,secondary,no,12,193,0,1,0,0.6145
2431,42,unknown,222,no,no,cellular,aug,16,-1,unknown,married,unknown,no,26,80,0,0,0,0.9857
3901,44,technician,1901,no,no,cellular,aug,2,-1,unknown,married,secondary,no,6,165,0,0,0,0.9213
911,37,management,698,no,no,cellular,sep,2,-1,unknown,single,tertiary,no,8,1081,0,1,1,0.9669
7445,32,management,1812,no,no,cellular,aug,1,182,other,married,tertiary,no,4,296,4,1,1,0.9679
1054,71,retired,2887,no,no,cellular,jun,1,-1,unknown,married,tertiary,no,30,128,0,1,1,0.5236
6825,40,admin.,-666,yes,no,unknown,may,2,-1,unknown,married,secondary,no,27,107,0,0,0,0.9945
777,38,technician,1711,no,no,cellular,apr,3,202,success,single,secondary,no,20,379,1,1,1,0.9516
3889,64,entrepreneur,2331,no,no,telephone,nov,1,-1,unknown,married,tertiary,no,9,201,0,1,1,0.9483
1027,38,management,238,no,no,cellular,aug,1,92,failure,married,tertiary,no,4,139,3,1,1,0.7141
3648,57,management,256,no,no,cellular,jun,2,91,success,married,tertiary,no,5,304,1,1,1,0.977
6995,32,blue-collar,783,yes,no,unknown,may,3,-1,unknown,married,secondary,no,21,923,0,1,1,0.8721
2079,29,technician,307,yes,no,cellular,feb,1,-1,unknown,single,secondary,no,3,216,0,0,0,0.8512
7377,49,admin.,228,yes,no,cellular,mar,1,-1,unknown,single,tertiary,no,2,368,0,1,1,0.695
243,38,management,441,yes,no,cellular,jan,1,-1,unknown,divorced,tertiary,no,30,67,0,0,0,0.9909
2037,45,blue-collar,61,yes,yes,unknown,may,1,-1,unknown,married,secondary,no,23,208,0,0,0,0.9893
6763,30,admin.,482,no,no,cellular,apr,1,-1,unknown,married,secondary,no,23,86,0,0,1,0.5049
231,27,blue-collar,377,no,no,cellular,feb,2,-1,unknown,single,primary,no,19,645,0,1,1,0.7697
4735,37,housemaid,7433,no,yes,cellular,feb,3,-1,unknown,married,secondary,no,5,630,0,1,1,0.7425
1071,48,unknown,558,no,no,cellular,aug,6,-1,unknown,married,unknown,no,25,433,0,0,1,0.587
2954,39,blue-collar,62,yes,no,cellular,may,3,-1,unknown,married,secondary,no,7,877,0,1,1,0.8103
3308,37,technician,432,yes,no,cellular,jul,3,776,failure,married,secondary,no,6,386,55,1,1,0.8732
7645,46,admin.,974,no,no,cellular,jun,2,80,success,married,secondary,no,5,174,1,1,1,0.9334
927,53,blue-collar,2295,no,no,cellular,aug,10,-1,unknown,married,primary,no,21,65,0,0,0,0.9952
4683,39,blue-collar,398,yes,no,cellular,may,1,-1,unknown,married,primary,no,12,256,0,0,0,0.9401
6495,20,student,755,no,no,cellular,dec,1,-1,unknown,single,unknown,no,29,284,0,1,1,0.8916
7442,59,retired,6888,no,no,telephone,nov,2,-1,unknown,married,secondary,no,20,1025,0,1,1,0.8839
6996,32,admin.,995,no,no,cellular,sep,1,99,other,married,secondary,no,3,331,2,1,1,0.8936
2233,38,admin.,262,no,no,cellular,feb,2,180,failure,single,secondary,no,3,315,6,1,1,0.6347
3362,27,services,54,yes,no,cellular,may,1,370,failure,married,secondary,no,18,97,1,0,0,0.9598
4361,60,management,0,no,no,cellular,aug,3,-1,unknown,divorced,secondary,no,5,603,0,1,1,0.8346
5013,54,blue-collar,532,no,no,telephone,jul,2,-1,unknown,married,primary,no,31,73,0,0,0,0.9939
1358,26,management,2786,no,no,cellular,jun,2,72,success,single,tertiary,no,3,300,1,1,1,0.9651
6707,70,retired,1853,no,no,telephone,aug,1,-1,unknown,married,secondary,no,26,314,0,1,1,0.6371
2268,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,married,primary,no,31,94,0,0,0,0.9935
2842,36,management,925,no,no,cellular,dec,3,189,success,married,tertiary,no,14,321,4,1,1,0.9751
6925,27,student,253,no,no,cellular,may,2,-1,unknown,single,secondary,no,25,242,0,1,1,0.8478
606,38,blue-collar,4406,yes,no,telephone,may,2,-1,unknown,married,primary,no,13,689,0,1,1,0.7728
53,31,management,533,no,no,cellular,nov,3,93,success,single,tertiary,no,12,90,6,1,1,0.6378
3366,36,technician,1345,yes,no,cellular,nov,1,172,failure,married,secondary,no,18,82,3,0,0,0.9737
6857,35,management,5958,yes,no,cellular,mar,1,-1,unknown,single,tertiary,no,22,215,0,1,1,0.8964
4612,36,management,62,yes,no,cellular,nov,1,182,failure,single,tertiary,no,3,566,7,1,1,0.9451
4602,37,admin.,1049,no,no,cellular,jul,5,-1,unknown,married,secondary,no,31,126,0,0,0,0.9888
4882,49,unemployed,377,no,no,cellular,may,1,59,failure,married,tertiary,no,22,158,2,0,0,0.7379
3853,32,technician,1307,yes,no,unknown,may,2,-1,unknown,single,secondary,no,28,267,0,0,0,0.9712
4703,46,services,375,no,no,telephone,jul,6,-1,unknown,married,secondary,no,31,172,0,0,0,0.981
1532,51,technician,825,no,no,cellular,nov,3,-1,unknown,married,tertiary,no,17,977,0,1,1,0.9402
681,29,admin.,0,yes,no,unknown,may,1,-1,unknown,married,secondary,no,9,121,0,0,0,0.9896
7562,40,services,1305,no,no,cellular,jul,1,-1,unknown,married,secondary,no,22,255,0,0,0,0.7208
4952,32,management,81,yes,no,cellular,nov,1,-1,unknown,married,tertiary,no,17,120,0,0,0,0.9431
4460,36,blue-collar,928,no,no,cellular,apr,3,-1,unknown,married,secondary,no,17,224,0,0,1,0.7269
6904,86,retired,0,no,no,telephone,aug,1,-1,unknown,divorced,primary,no,26,189,0,1,0,0.6125
6420,32,blue-collar,5252,yes,no,unknown,may,2,-1,unknown,single,secondary,no,21,1162,0,0,1,0.6984
3441,31,blue-collar,726,no,no,cellular,jul,2,-1,unknown,single,secondary,no,7,719,0,1,1,0.8825
1674,44,housemaid,3706,no,no,unknown,jun,3,-1,unknown,married,primary,no,17,209,0,0,0,0.9735
2083,30,blue-collar,0,yes,yes,cellular,jul,1,-1,unknown,married,secondary,no,10,1399,0,1,1,0.945
1125,42,management,238,no,no,cellular,sep,1,-1,unknown,divorced,tertiary,no,25,692,0,1,1,0.9191
7804,60,retired,1588,no,no,cellular,oct,1,-1,unknown,married,primary,no,6,728,0,1,1,0.8926
3049,43,services,43,yes,no,cellular,may,1,-1,unknown,married,secondary,no,18,199,0,0,0,0.9564
2801,44,blue-collar,36,yes,no,unknown,may,1,-1,unknown,single,secondary,no,8,712,0,0,1,0.6963
4876,34,admin.,557,no,no,cellular,nov,1,-1,unknown,single,secondary,no,17,224,0,1,0,0.6528
5008,52,retired,353,no,no,cellular,jul,4,-1,unknown,divorced,primary,no,31,395,0,0,1,0.4354
3917,42,technician,4945,yes,no,cellular,mar,2,-1,unknown,married,secondary,no,2,311,0,1,1,0.5452
5845,30,management,0,no,no,cellular,aug,3,-1,unknown,single,tertiary,no,18,124,0,0,0,0.9507
5009,53,services,3107,no,no,unknown,jun,1,-1,unknown,divorced,primary,no,5,152,0,0,0,0.9674
3159,22,admin.,372,no,no,cellular,oct,1,-1,unknown,single,secondary,no,6,218,0,1,1,0.8403
6157,34,blue-collar,2994,yes,no,cellular,may,1,176,failure,married,secondary,no,15,358,1,0,1,0.3954
3702,38,technician,1805,no,no,unknown,jun,2,-1,unknown,divorced,tertiary,no,9,952,0,1,1,0.9341
5524,56,management,4266,yes,no,unknown,jun,4,-1,unknown,divorced,tertiary,no,17,490,0,1,1,0.7281
2088,48,admin.,-30,yes,no,cellular,may,1,-1,unknown,married,secondary,no,7,133,0,0,0,0.9788
1758,35,blue-collar,625,no,no,cellular,may,1,-1,unknown,married,secondary,no,13,267,0,0,1,0.5792
1424,41,services,-19,yes,no,unknown,may,1,-1,unknown,divorced,secondary,no,19,201,0,0,0,0.9899
6920,35,self-employed,353,no,no,cellular,aug,1,-1,unknown,single,tertiary,no,12,582,0,1,1,0.837
1622,35,technician,6,yes,no,cellular,nov,1,-1,unknown,married,tertiary,no,18,47,0,0,0,0.9919
6163,31,technician,15,no,no,unknown,jun,1,-1,unknown,married,tertiary,no,2,389,0,0,0,0.8627
5072,35,blue-collar,105,yes,no,unknown,may,2,-1,unknown,married,primary,no,8,369,0,0,0,0.9656
6659,26,self-employed,479,yes,no,cellular,feb,3,-1,unknown,married,tertiary,no,9,133,0,0,1,0.4821
1501,53,services,-291,yes,yes,unknown,may,1,-1,unknown,divorced,primary,no,7,591,0,1,1,0.4985
1839,77,retired,29340,no,no,cellular,mar,1,91,other,married,primary,no,15,257,2,1,1,0.944
