,age,job,balance,contact,campaign,pdays,poutcome,deposit
7382,48,blue-collar,1000,unknown,2,-1,unknown,yes
3772,38,management,633,cellular,3,-1,unknown,no
1407,40,blue-collar,2805,cellular,6,353,failure,no
6266,40,entrepreneur,3676,unknown,1,-1,unknown,no
2105,30,management,1239,cellular,5,-1,unknown,no
1693,38,blue-collar,602,unknown,12,-1,unknown,no
2015,35,admin.,1224,cellular,1,-1,unknown,yes
4468,27,technician,15161,cellular,1,120,success,yes
7151,40,services,4157,unknown,1,-1,unknown,no
4608,47,management,761,cellular,2,-1,unknown,no
3266,45,admin.,-11,cellular,1,-1,unknown,no
890,37,management,1506,cellular,3,80,success,no
2319,41,blue-collar,75,unknown,9,-1,unknown,yes
1478,35,management,0,cellular,4,-1,unknown,no
3717,40,unemployed,79,cellular,1,135,failure,yes
1200,76,retired,2991,cellular,1,183,success,yes
2240,48,blue-collar,1596,unknown,1,-1,unknown,yes
5220,62,unemployed,780,cellular,2,-1,unknown,yes
2035,40,services,518,telephone,1,-1,unknown,no
4504,41,management,653,telephone,2,-1,unknown,no
4972,39,technician,175,unknown,2,-1,unknown,no
1146,46,self-employed,137,unknown,1,-1,unknown,no
612,34,management,0,cellular,1,-1,unknown,no
3769,30,technician,120,cellular,1,-1,unknown,no
1191,40,technician,-357,cellular,4,-1,unknown,yes
5253,54,technician,-315,cellular,1,-1,unknown,yes
2672,35,entrepreneur,2971,cellular,4,164,failure,yes
1566,46,technician,488,unknown,1,-1,unknown,no
3845,32,services,4612,cellular,4,-1,unknown,no
4375,29,blue-collar,79,unknown,2,-1,unknown,no
6839,61,management,6016,cellular,3,-1,unknown,yes
6913,57,technician,254,cellular,1,-1,unknown,yes
1516,73,retired,2575,cellular,1,-1,unknown,no
237,33,blue-collar,5,cellular,2,-1,unknown,yes
6068,30,admin.,39,cellular,3,-1,unknown,no
1882,40,management,1509,cellular,1,58,failure,no
3253,42,blue-collar,1080,cellular,3,370,failure,yes
2544,38,management,1875,cellular,1,-1,unknown,no
3564,47,management,12026,telephone,1,-1,unknown,yes
3894,40,technician,3652,unknown,2,-1,unknown,yes
545,30,technician,141,cellular,2,-1,unknown,no
3737,37,blue-collar,197,unknown,3,-1,unknown,no
1969,36,blue-collar,-20,unknown,3,-1,unknown,no
6905,59,retired,3648,telephone,2,126,success,yes
4335,60,retired,-639,cellular,1,-1,unknown,yes
5051,24,blue-collar,1033,cellular,1,-1,unknown,no
2733,30,admin.,4,unknown,2,-1,unknown,no
7004,45,management,226,cellular,6,179,success,yes
6124,63,blue-collar,115,telephone,1,180,failure,yes
6125,53,blue-collar,111,unknown,3,-1,unknown,no
280,32,blue-collar,3166,cellular,3,-1,unknown,no
4155,27,student,25,unknown,1,-1,unknown,no
6052,26,management,222,cellular,1,120,success,yes
1653,42,blue-collar,803,unknown,2,-1,unknown,no
7510,68,retired,2820,cellular,1,92,success,no
2704,39,technician,291,cellular,2,-1,unknown,yes
2125,37,unemployed,7620,telephone,1,176,failure,yes
6121,28,management,1584,cellular,2,-1,unknown,yes
7194,55,blue-collar,512,cellular,2,-1,unknown,yes
4449,42,self-employed,3717,unknown,1,-1,unknown,no
2071,51,blue-collar,1869,unknown,3,-1,unknown,no
4709,43,services,2145,cellular,2,95,success,yes
997,33,technician,8,cellular,2,-1,unknown,no
1998,41,management,0,cellular,5,-1,unknown,yes
1589,40,unemployed,1077,cellular,2,-1,unknown,no
7028,56,admin.,5310,unknown,1,-1,unknown,no
7561,60,blue-collar,5,cellular,1,-1,unknown,yes
3859,34,admin.,2064,unknown,2,-1,unknown,no
855,50,entrepreneur,816,cellular,1,-1,unknown,no
4866,27,unemployed,771,cellular,1,302,other,yes
2637,42,blue-collar,1673,cellular,3,-1,unknown,yes
1840,54,unknown,390,cellular,5,-1,unknown,no
7264,27,technician,643,telephone,1,93,success,yes
7110,39,technician,902,cellular,2,180,failure,yes
7263,33,management,62,cellular,3,-1,unknown,yes
7159,39,blue-collar,2467,cellular,2,276,other,yes
5396,26,blue-collar,463,cellular,2,-1,unknown,yes
599,40,management,402,unknown,3,-1,unknown,no
6315,33,blue-collar,447,unknown,2,-1,unknown,no
1157,36,services,92,cellular,7,-1,unknown,yes
4683,39,blue-collar,398,cellular,1,-1,unknown,no
4872,33,management,369,cellular,10,-1,unknown,no
4373,48,unemployed,201,cellular,1,-1,unknown,yes
7462,37,services,144,cellular,2,-1,unknown,no
7227,60,retired,0,unknown,1,-1,unknown,no
730,27,technician,2781,cellular,1,389,failure,yes
7022,34,technician,-276,unknown,3,-1,unknown,no
2746,56,management,230,unknown,4,-1,unknown,no
931,26,admin.,255,cellular,1,80,success,yes
1663,54,admin.,0,cellular,1,98,failure,yes
5425,39,management,1363,cellular,3,-1,unknown,no
4594,46,technician,4176,unknown,6,-1,unknown,no
3810,30,management,5359,cellular,1,98,success,yes
6919,30,self-employed,2666,cellular,1,-1,unknown,yes
2749,30,services,-366,cellular,1,-1,unknown,yes
333,56,self-employed,0,cellular,1,-1,unknown,no
5722,38,blue-collar,0,unknown,1,-1,unknown,no
5119,43,admin.,2682,cellular,8,-1,unknown,no
3758,35,technician,1227,cellular,4,90,other,yes
1274,33,blue-collar,934,unknown,2,-1,unknown,no
357,34,technician,1279,cellular,3,91,success,yes
2197,37,technician,0,cellular,4,149,other,no
1858,33,admin.,7608,cellular,4,-1,unknown,yes
2660,53,management,5261,cellular,3,-1,unknown,no
7302,30,management,3384,cellular,2,-1,unknown,yes
1807,64,retired,571,cellular,2,-1,unknown,yes
1289,36,technician,-393,telephone,4,-1,unknown,no
2156,60,self-employed,1690,cellular,11,-1,unknown,no
5526,33,technician,5083,cellular,1,96,other,no
1856,32,technician,-770,cellular,1,-1,unknown,yes
2754,42,management,-700,unknown,1,-1,unknown,no
983,41,technician,-378,cellular,1,253,failure,no
781,34,admin.,384,cellular,2,-1,unknown,no
3871,58,management,2183,cellular,1,-1,unknown,no
4511,28,student,153,cellular,2,-1,unknown,yes
7388,46,management,716,cellular,1,172,failure,no
1795,32,self-employed,14522,cellular,7,-1,unknown,no
6235,37,admin.,309,cellular,3,-1,unknown,no
2946,37,technician,228,cellular,2,-1,unknown,no
2973,23,student,113,cellular,1,-1,unknown,yes
3873,54,blue-collar,316,cellular,1,-1,unknown,no
4759,36,technician,3296,cellular,1,-1,unknown,no
241,40,admin.,1412,cellular,3,-1,unknown,no
5676,58,retired,1241,cellular,2,-1,unknown,yes
2388,48,technician,23495,cellular,8,-1,unknown,no
7411,32,technician,0,cellular,4,-1,unknown,yes
2315,28,student,3,cellular,2,148,other,no
6417,46,blue-collar,-29,unknown,1,-1,unknown,no
7762,51,blue-collar,7816,unknown,2,-1,unknown,no
4725,26,admin.,1595,cellular,1,105,failure,yes
1253,57,management,0,cellular,1,-1,unknown,no
1194,34,unemployed,978,cellular,1,-1,unknown,yes
297,43,management,107,telephone,1,-1,unknown,yes
5077,63,entrepreneur,3904,telephone,2,187,success,yes
5966,42,admin.,-1386,cellular,4,-1,unknown,no
1541,23,student,486,cellular,1,-1,unknown,no
2758,41,technician,188,telephone,25,-1,unknown,no
6360,33,management,250,cellular,6,-1,unknown,yes
5503,31,blue-collar,23,cellular,1,-1,unknown,no
6742,40,admin.,985,cellular,3,50,failure,yes
4110,36,management,1655,cellular,2,-1,unknown,no
20,48,services,2597,cellular,2,355,failure,no
1262,43,admin.,132,cellular,2,71,success,yes
2345,27,blue-collar,2486,unknown,1,-1,unknown,yes
6469,30,technician,9645,cellular,10,-1,unknown,no
3715,39,entrepreneur,2644,unknown,1,-1,unknown,no
4284,37,services,1543,cellular,1,10,failure,yes
1366,28,blue-collar,708,unknown,5,-1,unknown,no
3781,29,management,1026,cellular,1,92,other,yes
5182,41,entrepreneur,0,unknown,2,-1,unknown,no
6040,40,blue-collar,750,cellular,1,281,failure,no
2987,58,technician,3399,cellular,1,97,other,yes
4525,25,blue-collar,-375,cellular,2,-1,unknown,no
6797,66,retired,2883,cellular,1,-1,unknown,yes
1779,50,blue-collar,383,telephone,2,-1,unknown,no
1375,34,technician,883,cellular,3,-1,unknown,no
7111,37,technician,141,cellular,1,364,failure,yes
5362,39,technician,507,cellular,4,-1,unknown,no
869,35,blue-collar,4366,unknown,3,-1,unknown,no
7049,34,management,416,cellular,4,-1,unknown,no
4327,33,blue-collar,1240,cellular,1,-1,unknown,yes
3278,42,services,146,cellular,4,346,failure,yes
4035,37,blue-collar,1330,cellular,1,-1,unknown,yes
2743,37,blue-collar,240,cellular,1,370,other,no
5305,47,admin.,290,cellular,2,-1,unknown,yes
1055,29,blue-collar,16,unknown,3,-1,unknown,no
397,31,blue-collar,0,unknown,1,782,other,yes
2633,34,management,16,telephone,1,119,other,yes
6309,29,blue-collar,0,cellular,1,-1,unknown,no
2986,63,technician,896,cellular,2,-1,unknown,yes
2019,42,blue-collar,7735,cellular,1,144,failure,no
5046,43,technician,6835,unknown,2,-1,unknown,no
3780,28,technician,3623,cellular,1,-1,unknown,yes
2853,81,retired,9224,telephone,2,-1,unknown,no
1030,27,services,1,cellular,3,-1,unknown,no
2725,33,management,55,cellular,2,87,failure,yes
2616,57,technician,29207,telephone,2,-1,unknown,no
3590,33,management,808,cellular,16,-1,unknown,no
2508,55,admin.,2038,cellular,1,-1,unknown,yes
4203,47,housemaid,0,telephone,1,-1,unknown,no
7603,75,retired,3881,cellular,3,-1,unknown,yes
4970,39,admin.,1577,unknown,15,-1,unknown,no
6037,20,admin.,336,cellular,1,-1,unknown,no
2233,38,admin.,262,cellular,2,180,failure,yes
7568,45,unemployed,0,cellular,2,-1,unknown,no
5219,39,admin.,444,cellular,2,-1,unknown,no
3023,36,entrepreneur,177,unknown,5,-1,unknown,no
5531,33,self-employed,94,cellular,2,-1,unknown,yes
1839,77,retired,29340,cellular,1,91,other,yes
6808,59,management,4412,cellular,2,-1,unknown,yes
7162,36,entrepreneur,2700,cellular,3,-1,unknown,no
5083,49,management,178,cellular,2,-1,unknown,no
1716,24,student,782,cellular,7,91,other,no
329,42,admin.,105,unknown,4,-1,unknown,yes
2930,35,management,4348,cellular,3,217,failure,no
7113,32,management,26,cellular,6,-1,unknown,no
986,34,admin.,67,unknown,1,-1,unknown,no
2779,53,self-employed,290,cellular,3,-1,unknown,no
1273,42,unemployed,-165,unknown,3,-1,unknown,no
7330,60,retired,523,cellular,1,182,success,yes
4307,45,admin.,524,cellular,1,-1,unknown,yes
6284,44,technician,964,cellular,2,-1,unknown,no
922,41,management,0,cellular,3,-1,unknown,yes
4428,52,services,1625,cellular,2,-1,unknown,yes
2376,32,admin.,272,cellular,2,-1,unknown,no
3876,55,management,154,telephone,2,367,failure,no
4465,66,technician,0,cellular,1,-1,unknown,yes
3507,38,technician,1130,cellular,2,98,success,yes
485,44,management,1138,cellular,3,-1,unknown,yes
3888,52,technician,-38,unknown,1,-1,unknown,no
6298,36,blue-collar,21,telephone,1,-1,unknown,no
3623,35,admin.,557,cellular,4,-1,unknown,no
5826,40,unemployed,1694,cellular,6,-1,unknown,yes
936,36,management,538,cellular,1,183,success,yes
884,58,blue-collar,3109,cellular,1,287,success,yes
2513,54,management,2171,telephone,1,-1,unknown,yes
5891,35,technician,126,cellular,2,-1,unknown,no
5473,57,retired,734,cellular,4,-1,unknown,yes
5955,30,management,12857,cellular,1,-1,unknown,yes
6810,55,management,3848,cellular,2,-1,unknown,yes
5485,35,technician,0,cellular,1,96,success,yes
6528,38,services,968,cellular,1,-1,unknown,no
5737,65,admin.,952,cellular,1,-1,unknown,yes
2584,39,services,-96,telephone,6,-1,unknown,no
5709,32,blue-collar,70,unknown,6,-1,unknown,no
3027,38,housemaid,0,cellular,1,-1,unknown,no
4376,30,services,140,cellular,1,-1,unknown,yes
4124,56,retired,9367,telephone,2,92,success,yes
5354,38,technician,145,unknown,2,-1,unknown,no
677,37,management,49,cellular,1,-1,unknown,no
6703,60,technician,1900,unknown,3,-1,unknown,no
4199,38,blue-collar,530,cellular,3,-1,unknown,no
6989,33,unemployed,1974,cellular,2,191,failure,yes
13,53,services,341,cellular,2,-1,unknown,yes
346,49,services,1314,cellular,14,-1,unknown,yes
4344,37,blue-collar,3517,unknown,1,-1,unknown,no
849,39,management,517,unknown,1,-1,unknown,yes
1876,30,unemployed,2424,cellular,1,95,success,yes
2109,50,management,810,cellular,3,-1,unknown,yes
7392,44,management,1945,unknown,1,-1,unknown,no
7582,30,management,2544,cellular,2,-1,unknown,yes
5661,37,technician,197,cellular,1,91,success,yes
7702,37,self-employed,1513,unknown,1,-1,unknown,no
6572,42,admin.,527,cellular,1,185,success,yes
1468,31,blue-collar,892,cellular,22,-1,unknown,no
2593,55,retired,3334,cellular,4,-1,unknown,yes
1988,34,blue-collar,-78,unknown,1,-1,unknown,no
408,28,admin.,762,cellular,3,-1,unknown,yes
3627,35,blue-collar,526,cellular,2,-1,unknown,no
3187,34,technician,23076,cellular,2,35,other,yes
2809,45,blue-collar,96,cellular,3,256,failure,yes
1749,34,technician,-259,unknown,2,-1,unknown,no
1699,31,self-employed,17924,cellular,3,-1,unknown,no
6892,36,management,332,cellular,7,-1,unknown,no
442,53,admin.,1796,telephone,1,91,success,yes
5914,45,admin.,5511,cellular,1,-1,unknown,yes
7320,47,technician,545,cellular,3,-1,unknown,no
37,64,retired,1612,cellular,1,89,failure,yes
604,56,services,191,cellular,3,-1,unknown,no
392,25,admin.,760,cellular,3,89,failure,yes
4885,46,blue-collar,336,cellular,3,457,other,yes
4041,40,unemployed,7968,cellular,2,180,success,yes
2432,50,admin.,736,unknown,1,-1,unknown,no
4789,35,management,2646,cellular,1,182,success,yes
6570,55,management,2587,cellular,2,94,success,yes
3121,28,student,0,cellular,20,-1,unknown,yes
2341,21,blue-collar,682,cellular,1,-1,unknown,yes
2573,41,admin.,1076,cellular,2,391,other,no
3902,22,student,1,telephone,4,-1,unknown,no
7576,31,services,459,cellular,1,293,success,yes
6156,54,services,0,cellular,2,267,other,yes
1787,32,self-employed,1942,unknown,9,-1,unknown,no
1681,35,management,771,cellular,5,-1,unknown,no
4954,58,management,0,unknown,4,-1,unknown,no
2118,42,services,83,cellular,5,358,failure,no
7728,33,management,644,cellular,2,271,failure,no
3503,35,technician,410,cellular,2,-1,unknown,no
3506,33,admin.,294,cellular,1,-1,unknown,yes
6566,34,management,1006,cellular,3,195,other,yes
4605,27,student,0,cellular,3,-1,unknown,yes
1089,36,management,909,cellular,3,-1,unknown,no
3990,29,technician,590,cellular,1,-1,unknown,yes
3738,55,blue-collar,3917,cellular,1,-1,unknown,yes
6286,60,management,553,cellular,1,210,success,no
3174,36,technician,0,cellular,5,-1,unknown,no
4342,42,management,-556,cellular,3,347,failure,yes
4698,40,blue-collar,-839,cellular,2,-1,unknown,yes
2730,32,technician,720,cellular,4,-1,unknown,no
7777,56,blue-collar,827,telephone,4,-1,unknown,yes
1927,29,admin.,-254,cellular,2,-1,unknown,yes
5686,31,blue-collar,-209,cellular,3,367,failure,no
7596,27,blue-collar,232,cellular,2,-1,unknown,yes
4236,49,entrepreneur,-1965,telephone,2,-1,unknown,no
145,47,technician,321,unknown,1,-1,unknown,no
2829,69,retired,2473,cellular,3,-1,unknown,yes
7015,38,technician,1478,cellular,4,-1,unknown,yes
2871,40,services,49,cellular,1,-1,unknown,no
1932,34,services,544,unknown,2,-1,unknown,no
4300,38,blue-collar,495,unknown,1,-1,unknown,no
6287,31,services,371,cellular,1,-1,unknown,no
1442,52,services,659,cellular,1,-1,unknown,yes
4625,30,admin.,4168,cellular,1,-1,unknown,no
2788,44,blue-collar,2885,unknown,3,-1,unknown,no
1611,58,entrepreneur,853,unknown,2,-1,unknown,yes
4564,25,technician,102,cellular,2,-1,unknown,yes
1075,31,technician,2744,cellular,2,-1,unknown,no
4547,62,retired,4692,cellular,1,-1,unknown,no
4423,41,blue-collar,943,unknown,3,-1,unknown,no
7377,49,admin.,228,cellular,1,-1,unknown,yes
6705,42,technician,9324,cellular,4,-1,unknown,no
7035,28,management,171,cellular,1,87,success,yes
3520,25,admin.,3730,cellular,1,-1,unknown,yes
4875,58,management,2155,cellular,2,182,success,yes
5834,37,management,789,cellular,1,190,other,no
1520,44,unemployed,0,cellular,1,272,failure,yes
3978,38,technician,381,unknown,2,-1,unknown,no
3485,33,management,1120,cellular,2,-1,unknown,yes
102,33,blue-collar,15341,cellular,1,334,failure,no
5956,37,entrepreneur,-170,unknown,1,-1,unknown,no
305,55,management,12972,telephone,1,-1,unknown,yes
1796,30,technician,2371,cellular,1,384,other,yes
2136,41,blue-collar,3140,unknown,9,-1,unknown,no
7503,46,management,273,cellular,1,105,failure,yes
1428,51,self-employed,1178,cellular,2,-1,unknown,no
1336,29,admin.,488,cellular,1,-1,unknown,no
1569,50,technician,3176,cellular,1,-1,unknown,yes
3090,39,housemaid,953,cellular,6,232,other,no
2137,41,technician,128,cellular,2,-1,unknown,no
2142,31,blue-collar,3364,cellular,1,-1,unknown,no
6149,49,management,1,telephone,3,175,success,yes
7671,35,technician,-180,cellular,2,-1,unknown,yes
1913,38,management,4174,cellular,2,184,failure,yes
4364,33,blue-collar,285,unknown,1,-1,unknown,no
3143,29,services,1386,unknown,1,-1,unknown,no
7187,51,retired,67,unknown,1,-1,unknown,yes
1677,58,blue-collar,544,unknown,1,-1,unknown,no
4740,30,entrepreneur,-346,cellular,1,-1,unknown,no
3231,41,entrepreneur,663,cellular,1,-1,unknown,yes
7754,38,management,1637,cellular,1,-1,unknown,no
4228,31,entrepreneur,159,cellular,1,182,failure,no
7639,40,blue-collar,87,cellular,3,-1,unknown,yes
7136,35,blue-collar,0,unknown,1,-1,unknown,yes
6185,34,technician,174,telephone,4,-1,unknown,no
1054,71,retired,2887,cellular,1,-1,unknown,yes
246,53,technician,2557,cellular,4,182,success,no
3300,64,retired,466,cellular,1,-1,unknown,yes
4355,57,blue-collar,2112,cellular,2,-1,unknown,yes
3254,37,management,165,cellular,1,83,other,no
2191,28,management,2840,cellular,5,-1,unknown,yes
421,46,blue-collar,993,unknown,1,-1,unknown,no
5018,72,retired,1612,cellular,2,-1,unknown,yes
7516,37,blue-collar,461,unknown,2,-1,unknown,no
5738,30,technician,-522,cellular,2,286,failure,yes
3291,54,management,24,cellular,10,-1,unknown,no
4201,29,management,572,cellular,1,195,success,yes
2464,43,self-employed,66,unknown,5,-1,unknown,no
798,45,self-employed,396,cellular,1,-1,unknown,no
4878,59,services,-22,unknown,3,-1,unknown,yes
6574,35,blue-collar,149,cellular,3,349,other,yes
2330,30,management,2995,cellular,1,-1,unknown,no
1391,32,technician,6746,cellular,1,-1,unknown,yes
5583,46,technician,117,cellular,2,-1,unknown,no
616,57,retired,91,unknown,3,-1,unknown,no
4178,56,blue-collar,-1,cellular,3,-1,unknown,no
7316,33,unknown,335,cellular,2,177,failure,yes
5521,72,retired,0,telephone,1,-1,unknown,no
7317,24,management,86,unknown,2,-1,unknown,no
6150,42,housemaid,1406,cellular,1,-1,unknown,no
7185,36,management,-633,cellular,1,-1,unknown,no
943,52,unemployed,1639,cellular,1,-1,unknown,no
4096,26,unemployed,461,cellular,1,-1,unknown,no
3516,29,technician,5763,cellular,2,92,success,no
5906,51,services,3413,cellular,7,-1,unknown,no
2151,41,technician,2490,unknown,2,-1,unknown,no
7466,36,blue-collar,3935,unknown,6,-1,unknown,no
5756,38,admin.,4874,unknown,3,-1,unknown,no
367,47,admin.,2232,cellular,1,103,success,yes
433,23,services,870,cellular,4,-1,unknown,yes
6043,32,services,1273,cellular,2,328,failure,yes
7634,40,blue-collar,5060,unknown,1,-1,unknown,yes
1982,58,management,1387,unknown,5,-1,unknown,no
871,40,management,1855,telephone,6,-1,unknown,yes
3095,35,blue-collar,13,cellular,1,-1,unknown,no
4333,32,management,17,cellular,4,-1,unknown,no
1994,30,technician,880,unknown,6,-1,unknown,yes
5911,56,management,382,cellular,2,-1,unknown,no
1318,58,unemployed,2094,cellular,2,-1,unknown,no
1917,55,management,9756,cellular,2,95,other,yes
7727,31,management,453,unknown,2,-1,unknown,no
3030,46,management,-27,cellular,1,-1,unknown,no
5704,47,entrepreneur,0,unknown,2,-1,unknown,no
6114,52,retired,293,unknown,1,-1,unknown,yes
3241,35,technician,33,cellular,2,-1,unknown,no
4859,57,unemployed,2743,cellular,1,-1,unknown,no
4689,43,blue-collar,515,cellular,1,-1,unknown,no
920,19,student,60,cellular,1,-1,unknown,no
6988,49,blue-collar,2356,telephone,2,-1,unknown,no
3296,33,technician,258,cellular,4,-1,unknown,yes
4229,37,management,630,cellular,1,87,success,yes
