,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
149,technician,8379,no,no,unknown,-1,unknown,no,52,0
1948,management,284,yes,yes,telephone,-1,unknown,no,65,0
5800,blue-collar,111,no,no,unknown,-1,unknown,no,39,0
3611,services,819,yes,no,telephone,-1,unknown,no,102,0
4053,services,1114,no,no,cellular,-1,unknown,no,283,0
4319,housemaid,113,yes,no,cellular,-1,unknown,no,923,1
1110,services,6,yes,no,unknown,-1,unknown,no,143,0
4600,blue-collar,-330,yes,yes,cellular,353,failure,no,88,0
1611,entrepreneur,223,no,no,cellular,-1,unknown,no,264,0
602,blue-collar,455,no,no,telephone,-1,unknown,no,403,1
680,blue-collar,213,yes,no,unknown,-1,unknown,no,2653,1
4251,technician,631,no,no,cellular,-1,unknown,no,835,0
4695,blue-collar,925,no,no,cellular,-1,unknown,no,884,0
4173,blue-collar,760,yes,no,cellular,148,other,no,445,0
3971,retired,5435,yes,no,unknown,-1,unknown,no,118,0
2143,blue-collar,292,yes,yes,unknown,-1,unknown,no,30,0
6671,management,133,yes,no,unknown,-1,unknown,no,117,0
284,management,107,yes,yes,telephone,-1,unknown,no,135,1
6441,blue-collar,275,yes,no,unknown,-1,unknown,no,189,0
4078,technician,1646,yes,no,cellular,184,success,no,261,1
1934,blue-collar,61,yes,yes,unknown,-1,unknown,no,208,0
3607,services,1315,no,no,cellular,-1,unknown,no,329,1
6330,management,60,no,no,cellular,-1,unknown,no,255,0
2418,unemployed,1625,no,no,cellular,-1,unknown,no,286,1
522,admin.,941,yes,no,cellular,-1,unknown,no,213,0
4577,technician,0,no,yes,cellular,-1,unknown,yes,732,1
3954,blue-collar,5271,yes,no,cellular,-1,unknown,no,119,0
7397,technician,102,yes,yes,unknown,-1,unknown,no,387,0
781,management,479,no,no,cellular,-1,unknown,no,629,1
689,blue-collar,2933,yes,no,unknown,-1,unknown,no,144,0
7,technician,911,yes,yes,cellular,21,failure,no,117,1
1579,blue-collar,0,no,no,cellular,472,success,no,374,1
1866,admin.,204,yes,no,cellular,-1,unknown,no,224,1
4107,unemployed,522,no,no,cellular,-1,unknown,no,411,0
4815,management,136,yes,no,unknown,-1,unknown,no,152,0
6465,technician,267,no,no,cellular,-1,unknown,no,128,0
3636,blue-collar,2413,no,no,unknown,-1,unknown,no,64,0
2880,management,1880,no,no,cellular,-1,unknown,no,768,1
5827,housemaid,561,no,no,unknown,-1,unknown,no,274,0
2589,management,55,no,no,cellular,87,failure,no,526,1
131,admin.,7336,no,no,cellular,-1,unknown,no,494,0
2419,technician,9299,no,no,cellular,276,other,no,1148,1
763,student,5827,no,no,cellular,-1,unknown,no,97,0
956,services,1268,yes,no,cellular,320,other,no,105,1
5343,management,6798,yes,no,cellular,-1,unknown,no,250,0
5621,technician,237,yes,no,cellular,-1,unknown,no,1091,1
1729,student,123,no,no,telephone,93,success,no,379,1
6476,retired,1580,no,yes,unknown,-1,unknown,no,1007,1
3510,services,322,yes,no,cellular,350,failure,no,35,0
2846,technician,317,yes,no,cellular,80,other,no,323,1
1780,management,874,no,no,cellular,-1,unknown,no,1282,1
3291,management,162,yes,no,unknown,-1,unknown,no,186,0
6855,technician,256,yes,no,cellular,-1,unknown,no,76,0
337,retired,247,no,no,cellular,-1,unknown,no,138,1
3308,student,7529,no,no,cellular,183,success,no,175,1
5094,student,185,no,no,cellular,-1,unknown,no,153,1
4766,admin.,156,no,no,cellular,-1,unknown,no,291,1
5555,blue-collar,508,yes,yes,unknown,-1,unknown,no,262,0
28,blue-collar,1025,yes,no,unknown,-1,unknown,no,200,0
6355,admin.,1328,no,no,cellular,-1,unknown,no,69,0
3770,admin.,338,no,no,cellular,188,unknown,no,209,1
6407,management,322,yes,no,cellular,-1,unknown,no,77,0
4278,admin.,19,yes,no,unknown,-1,unknown,no,604,1
4897,admin.,0,yes,no,cellular,227,failure,no,353,0
4836,management,7084,no,no,cellular,-1,unknown,no,512,1
1385,retired,775,no,no,cellular,96,success,no,164,1
2387,admin.,2038,no,no,cellular,-1,unknown,no,394,1
4409,admin.,-32,no,yes,cellular,182,failure,no,63,1
2924,technician,13711,yes,no,cellular,-1,unknown,no,1532,1
157,technician,0,no,no,cellular,-1,unknown,no,34,0
2099,student,64,no,no,cellular,-1,unknown,no,789,0
1822,admin.,4629,yes,no,cellular,-1,unknown,no,624,1
440,admin.,313,no,yes,cellular,96,success,no,199,1
180,retired,860,no,no,telephone,-1,unknown,no,132,1
319,self-employed,0,no,no,cellular,-1,unknown,no,130,0
5398,technician,395,no,no,cellular,183,success,no,183,1
1803,management,14,no,no,cellular,-1,unknown,no,90,0
4296,management,12,no,no,cellular,-1,unknown,no,345,0
5055,management,0,no,no,cellular,197,failure,no,246,0
3163,management,68,yes,no,unknown,-1,unknown,no,176,0
2236,entrepreneur,2410,no,no,cellular,-1,unknown,no,65,0
6306,self-employed,479,yes,no,cellular,-1,unknown,no,133,0
6953,blue-collar,168,yes,no,cellular,-1,unknown,no,266,0
6276,services,377,no,yes,cellular,-1,unknown,no,30,0
4356,blue-collar,370,yes,no,cellular,-1,unknown,no,249,0
1090,management,0,yes,no,cellular,-1,unknown,no,279,0
1450,admin.,151,yes,no,cellular,370,other,no,590,1
2763,management,917,yes,no,unknown,-1,unknown,no,292,0
2695,technician,4130,no,no,cellular,-1,unknown,no,104,0
3889,technician,10185,no,no,cellular,-1,unknown,no,115,1
839,blue-collar,913,yes,no,unknown,-1,unknown,no,580,0
814,blue-collar,-67,yes,no,unknown,-1,unknown,no,128,0
1337,retired,-12,no,yes,cellular,-1,unknown,no,80,0
3084,services,1256,yes,no,cellular,-1,unknown,no,123,0
1345,blue-collar,138,yes,no,cellular,-1,unknown,no,215,0
4325,retired,796,no,no,cellular,182,failure,no,427,1
2292,technician,765,yes,yes,cellular,-1,unknown,no,850,1
1392,admin.,0,no,no,cellular,-1,unknown,no,115,0
1820,admin.,1437,yes,no,unknown,-1,unknown,no,641,0
2286,admin.,4041,no,no,cellular,-1,unknown,no,713,1
441,technician,-67,yes,no,cellular,-1,unknown,no,637,1
103,management,2228,yes,no,cellular,-1,unknown,no,754,1
3767,technician,2794,no,no,cellular,-1,unknown,no,1336,1
5899,admin.,722,no,no,cellular,185,failure,no,99,0
5647,admin.,-1386,yes,yes,cellular,-1,unknown,no,56,0
1382,management,563,yes,no,cellular,168,failure,no,100,0
4167,housemaid,1371,no,no,unknown,-1,unknown,no,125,0
1442,admin.,602,no,no,cellular,98,success,no,350,1
4890,technician,1233,yes,no,unknown,100,other,no,91,1
2762,technician,11,no,no,unknown,-1,unknown,no,78,0
6378,technician,293,no,no,cellular,-1,unknown,no,499,1
1200,services,395,yes,no,cellular,-1,unknown,no,1359,1
2297,admin.,590,no,no,cellular,-1,unknown,no,443,0
6947,services,1583,yes,no,cellular,-1,unknown,no,662,1
3209,services,181,no,no,cellular,104,success,no,182,1
943,management,0,no,no,cellular,-1,unknown,no,1153,1
3941,management,0,no,no,cellular,-1,unknown,no,325,0
4189,technician,25,no,no,cellular,-1,unknown,no,219,0
2893,management,42,yes,no,telephone,-1,unknown,no,386,0
6512,management,6771,no,no,cellular,-1,unknown,no,319,1
4297,admin.,368,yes,no,cellular,361,other,no,414,0
4298,admin.,162,yes,no,unknown,-1,unknown,no,247,0
5905,admin.,-504,yes,yes,cellular,-1,unknown,no,578,1
4499,retired,474,no,no,cellular,-1,unknown,no,423,1
3019,unknown,942,no,no,cellular,-1,unknown,no,219,1
3243,blue-collar,1016,yes,no,cellular,-1,unknown,no,294,0
5463,technician,2036,yes,no,cellular,-1,unknown,no,259,0
5188,admin.,471,no,yes,cellular,-1,unknown,no,243,1
4302,management,481,no,no,cellular,189,other,no,929,1
1159,retired,0,no,no,cellular,-1,unknown,no,227,1
7379,retired,0,no,no,cellular,-1,unknown,no,1110,1
4378,services,436,yes,no,cellular,-1,unknown,no,1720,1
2956,admin.,873,yes,no,unknown,-1,unknown,no,792,1
3254,blue-collar,0,yes,no,cellular,-1,unknown,no,1486,1
6914,housemaid,34,yes,no,cellular,-1,unknown,no,377,0
6180,blue-collar,661,yes,no,cellular,267,failure,no,84,0
114,services,2416,yes,no,cellular,-1,unknown,no,1366,1
6921,admin.,363,yes,no,cellular,462,success,no,168,1
5766,services,242,no,yes,cellular,-1,unknown,no,1336,1
507,management,-15,no,no,cellular,-1,unknown,no,212,0
306,management,459,no,no,cellular,-1,unknown,no,13,0
1416,services,-752,yes,no,unknown,-1,unknown,no,102,0
6249,student,108,no,no,cellular,-1,unknown,no,169,1
2203,management,2454,yes,no,cellular,263,failure,no,716,1
2749,admin.,1595,no,no,cellular,197,success,no,196,1
6560,blue-collar,0,no,no,cellular,-1,unknown,no,437,0
3590,management,166,no,no,cellular,-1,unknown,no,392,0
353,retired,4388,no,no,cellular,-1,unknown,no,896,1
5770,admin.,-46,no,yes,cellular,-1,unknown,no,1373,1
5985,blue-collar,79,no,no,unknown,-1,unknown,no,9,0
5755,services,945,no,no,cellular,-1,unknown,no,531,1
4000,unemployed,3430,yes,no,cellular,-1,unknown,no,1855,0
3410,services,1117,no,no,cellular,-1,unknown,no,417,1
7229,management,3343,no,no,cellular,-1,unknown,no,307,0
887,admin.,255,no,no,cellular,80,success,no,457,1
197,blue-collar,1317,yes,no,cellular,170,other,no,543,1
6919,self-employed,506,no,no,cellular,70,failure,no,217,1
6049,management,19358,no,no,cellular,-1,unknown,no,258,0
3296,technician,411,yes,no,cellular,-1,unknown,no,948,0
3463,management,2226,no,no,cellular,99,failure,no,182,1
698,unemployed,324,no,no,cellular,-1,unknown,no,462,1
3266,blue-collar,726,no,no,cellular,-1,unknown,no,719,1
288,blue-collar,419,yes,no,unknown,-1,unknown,no,1181,1
3054,admin.,879,yes,no,cellular,-1,unknown,no,394,1
3453,self-employed,2305,no,no,cellular,-1,unknown,no,82,0
2146,admin.,1052,no,no,cellular,-1,unknown,no,354,1
3845,admin.,7707,yes,no,cellular,334,failure,no,961,1
2382,technician,-1701,yes,no,unknown,-1,unknown,no,285,0
2842,admin.,683,no,no,cellular,-1,unknown,no,507,0
2296,blue-collar,771,yes,yes,unknown,-1,unknown,no,254,0
7088,blue-collar,3585,no,no,telephone,-1,unknown,no,172,1
5674,management,-3,no,no,cellular,-1,unknown,no,79,0
3095,admin.,3735,no,no,cellular,91,success,no,243,1
6774,management,2261,yes,no,cellular,391,failure,no,1361,0
1126,unemployed,1,yes,no,cellular,-1,unknown,no,173,0
2598,admin.,596,yes,no,cellular,-1,unknown,no,138,0
1954,retired,574,no,no,cellular,-1,unknown,no,197,0
203,technician,120,no,no,cellular,-1,unknown,no,1000,1
2467,student,1925,no,no,cellular,149,success,no,150,1
5173,services,199,no,no,cellular,-1,unknown,no,139,0
2114,blue-collar,-388,yes,no,cellular,340,failure,no,195,0
701,services,895,yes,no,cellular,-1,unknown,no,1531,1
1199,admin.,132,no,no,cellular,71,success,no,187,1
4022,retired,514,no,no,cellular,213,success,no,187,1
6763,management,174,no,no,cellular,-1,unknown,no,290,0
7149,management,1224,yes,yes,cellular,119,success,no,75,0
6889,technician,643,no,no,telephone,93,success,no,301,1
7304,blue-collar,3776,no,no,telephone,-1,unknown,no,254,0
1452,services,606,no,yes,cellular,-1,unknown,no,114,0
2742,technician,526,yes,yes,unknown,-1,unknown,no,677,1
3395,unemployed,33,no,no,cellular,-1,unknown,no,437,0
1937,blue-collar,-56,yes,yes,unknown,-1,unknown,no,247,0
4775,entrepreneur,384,no,no,unknown,-1,unknown,no,64,0
2191,management,0,no,no,unknown,-1,unknown,no,96,0
4599,technician,0,yes,no,unknown,-1,unknown,no,243,0
3377,technician,106,yes,no,cellular,-1,unknown,no,119,0
354,management,350,no,no,cellular,-1,unknown,no,238,0
6007,blue-collar,1125,yes,no,cellular,-1,unknown,no,1101,1
7390,retired,2988,no,no,telephone,-1,unknown,no,130,1
6874,retired,4048,no,yes,cellular,-1,unknown,no,270,0
5928,blue-collar,649,yes,no,cellular,-1,unknown,no,668,1
6613,technician,303,yes,no,cellular,301,success,no,355,1
426,unemployed,1026,yes,no,cellular,-1,unknown,no,289,1
6775,management,505,yes,no,cellular,316,other,no,58,0
2683,blue-collar,1322,yes,no,cellular,185,other,no,14,0
7104,management,-365,yes,no,unknown,-1,unknown,yes,319,0
1054,management,679,no,no,cellular,-1,unknown,no,1109,1
370,blue-collar,-337,yes,yes,cellular,-1,unknown,no,366,0
4482,self-employed,2674,yes,no,unknown,-1,unknown,no,163,0
4651,blue-collar,294,yes,yes,unknown,-1,unknown,no,694,1
1333,technician,47,yes,no,cellular,365,failure,no,159,0
1827,blue-collar,0,no,no,unknown,-1,unknown,no,49,0
6103,admin.,318,yes,yes,cellular,-1,unknown,no,142,0
1144,unemployed,0,no,no,telephone,-1,unknown,no,304,0
3158,management,1,yes,no,cellular,-1,unknown,no,764,1
5616,technician,1101,no,no,cellular,-1,unknown,no,800,1
6755,management,728,yes,no,cellular,-1,unknown,no,275,0
5184,retired,1492,no,no,telephone,-1,unknown,no,383,1
362,management,6013,yes,no,cellular,-1,unknown,no,612,1
1307,technician,883,no,no,cellular,-1,unknown,no,163,0
3246,unemployed,438,yes,yes,unknown,-1,unknown,no,129,0
6146,management,60,no,no,unknown,-1,unknown,no,282,0
3664,management,-207,no,no,cellular,-1,unknown,no,211,0
6394,admin.,733,yes,no,cellular,88,success,no,126,1
4250,admin.,865,yes,no,cellular,82,failure,no,105,0
4874,management,828,no,yes,cellular,-1,unknown,no,1080,1
390,admin.,762,no,no,cellular,-1,unknown,no,115,1
3720,admin.,897,no,no,cellular,-1,unknown,no,397,1
6027,management,250,no,no,cellular,-1,unknown,no,377,1
3417,services,2923,yes,no,unknown,-1,unknown,no,104,0
1747,services,84,no,yes,unknown,-1,unknown,no,587,1
3313,technician,114,no,no,cellular,-1,unknown,no,458,1
2151,services,324,yes,no,cellular,312,failure,no,340,0
1740,blue-collar,197,no,no,telephone,-1,unknown,no,222,0
4040,blue-collar,1089,yes,no,cellular,-1,unknown,no,394,1
2710,management,2665,yes,no,cellular,126,failure,no,280,1
5507,technician,-354,yes,yes,cellular,-1,unknown,no,98,0
1583,services,109,yes,no,unknown,-1,unknown,no,364,0
525,retired,571,yes,no,cellular,183,success,no,349,1
736,management,1887,no,no,cellular,-1,unknown,no,244,0
4411,admin.,787,no,no,unknown,-1,unknown,no,92,0
4783,management,495,no,no,cellular,97,success,no,157,1
7380,blue-collar,8163,no,no,cellular,-1,unknown,no,1231,1
7142,entrepreneur,3585,no,no,cellular,-1,unknown,no,506,1
1464,student,486,no,no,cellular,-1,unknown,no,87,0
2291,management,816,yes,no,cellular,503,failure,no,383,1
5569,entrepreneur,714,yes,yes,cellular,-1,unknown,no,482,1
2668,blue-collar,64,yes,no,cellular,-1,unknown,no,302,0
4922,management,490,no,no,cellular,-1,unknown,no,394,0
4513,technician,3254,yes,no,unknown,-1,unknown,no,207,1
6652,admin.,1815,no,no,unknown,-1,unknown,no,387,0
4105,admin.,934,yes,no,unknown,-1,unknown,no,53,0
6284,admin.,861,no,no,cellular,-1,unknown,no,212,1
588,retired,91,no,yes,unknown,-1,unknown,no,256,0
4044,management,2161,no,no,cellular,181,success,no,139,1
6342,management,0,no,no,unknown,-1,unknown,no,373,0
4670,management,284,yes,yes,cellular,-1,unknown,no,109,0
2595,blue-collar,897,yes,no,cellular,322,failure,no,293,0
1813,housemaid,187,no,no,unknown,-1,unknown,no,165,0
3727,management,1057,no,no,cellular,164,failure,no,230,1
4883,blue-collar,942,no,no,cellular,119,failure,no,240,0
6899,management,2613,no,no,cellular,-1,unknown,no,326,1
5477,technician,7766,yes,no,cellular,461,failure,no,1422,1
5429,blue-collar,816,yes,no,cellular,-1,unknown,no,114,0
3301,technician,643,no,no,cellular,143,failure,no,324,1
4072,blue-collar,4227,yes,no,cellular,-1,unknown,no,659,1
4720,management,191,no,yes,cellular,209,failure,no,678,0
7220,management,223,yes,no,telephone,119,other,no,157,1
135,retired,2761,no,no,cellular,-1,unknown,no,771,0
4110,blue-collar,2058,yes,no,telephone,-1,unknown,no,23,0
3048,management,2240,no,no,cellular,184,success,no,220,1
1248,housemaid,1213,no,no,cellular,-1,unknown,no,241,1
7101,management,-292,yes,no,cellular,272,failure,no,166,0
6923,blue-collar,-208,yes,yes,unknown,-1,unknown,no,325,0
4490,entrepreneur,0,yes,yes,unknown,-1,unknown,no,1051,1
2244,technician,896,yes,no,cellular,91,other,no,115,0
5992,unemployed,428,yes,no,cellular,267,other,no,221,0
6193,blue-collar,1181,yes,no,cellular,189,success,no,718,1
4537,management,730,yes,no,cellular,-1,unknown,no,631,1
907,entrepreneur,2920,yes,no,unknown,-1,unknown,no,136,0
6802,blue-collar,-213,no,no,unknown,-1,unknown,no,165,0
76,blue-collar,157,yes,no,cellular,-1,unknown,no,254,0
1338,admin.,167,no,yes,cellular,-1,unknown,no,51,0
5970,blue-collar,605,yes,no,unknown,-1,unknown,no,334,0
3322,entrepreneur,2971,no,no,cellular,-1,unknown,no,112,0
759,blue-collar,361,yes,no,unknown,-1,unknown,no,513,1
5345,services,363,yes,no,cellular,-1,unknown,no,164,0
7249,blue-collar,1451,no,no,cellular,121,success,no,117,1
5955,technician,964,no,no,cellular,-1,unknown,no,158,0
2216,management,1257,no,no,cellular,101,other,no,108,0
7290,blue-collar,0,no,no,cellular,-1,unknown,no,313,0
6481,technician,920,yes,no,cellular,342,failure,no,250,0
5969,technician,10185,no,no,cellular,186,success,no,251,1
4080,services,241,yes,no,cellular,371,failure,no,189,0
1986,management,5689,no,no,cellular,97,failure,no,470,1
3217,housemaid,104,no,yes,unknown,-1,unknown,no,701,1
3347,housemaid,4279,yes,no,cellular,-1,unknown,no,98,0
4234,admin.,382,yes,no,unknown,-1,unknown,no,460,0
2771,unemployed,-825,yes,no,unknown,-1,unknown,no,179,0
2659,management,76,yes,no,cellular,287,failure,no,167,0
1649,technician,911,yes,yes,cellular,-1,unknown,no,275,0
4299,services,4062,yes,yes,cellular,-1,unknown,no,29,0
3252,technician,0,no,no,cellular,-1,unknown,no,506,0
2074,blue-collar,665,yes,no,cellular,-1,unknown,no,781,1
3398,student,100,no,no,cellular,-1,unknown,no,445,1
5356,housemaid,9228,no,no,cellular,-1,unknown,no,655,1
4514,self-employed,766,yes,no,cellular,304,failure,no,253,0
5913,blue-collar,284,yes,yes,cellular,318,failure,no,1426,0
2990,blue-collar,1070,no,no,cellular,-1,unknown,no,373,0
6554,management,1519,no,no,cellular,92,success,no,230,1
4142,unemployed,201,no,no,cellular,-1,unknown,no,140,1
1776,management,-130,yes,no,cellular,-1,unknown,no,144,1
341,management,0,no,no,cellular,-1,unknown,no,94,0
4008,technician,1539,yes,no,cellular,56,other,no,441,1
5231,management,4266,yes,no,unknown,-1,unknown,no,490,1
546,retired,357,yes,no,cellular,103,failure,no,526,0
5872,admin.,0,no,yes,cellular,-1,unknown,yes,126,0
1947,management,1310,yes,no,cellular,-1,unknown,no,12,0
1094,unemployed,0,yes,no,cellular,-1,unknown,no,137,0
585,management,4721,no,no,telephone,-1,unknown,no,46,0
99,blue-collar,15341,no,no,cellular,334,failure,no,335,0
5335,technician,686,yes,no,unknown,-1,unknown,no,98,0
3599,entrepreneur,0,yes,yes,cellular,-1,unknown,no,95,0
3773,self-employed,20,no,no,unknown,-1,unknown,no,333,0
7074,technician,394,no,no,cellular,-1,unknown,no,216,0
4831,services,92,no,no,cellular,-1,unknown,no,372,1
2206,management,644,yes,no,unknown,-1,unknown,no,120,0
4732,technician,655,no,no,cellular,202,success,no,212,1
4426,admin.,914,yes,no,cellular,272,failure,no,524,1
5099,admin.,3636,no,yes,cellular,-1,unknown,no,808,1
1400,blue-collar,100,yes,no,unknown,-1,unknown,no,218,0
3049,admin.,879,yes,no,unknown,-1,unknown,no,242,0
1816,technician,4545,no,no,cellular,-1,unknown,no,200,0
4761,management,242,yes,no,cellular,-1,unknown,no,20,0
1258,management,1028,no,no,cellular,-1,unknown,no,1294,1
4124,blue-collar,2112,no,no,cellular,-1,unknown,no,1134,1
2240,entrepreneur,1623,yes,no,cellular,-1,unknown,no,291,1
7222,retired,1574,no,no,telephone,-1,unknown,no,301,1
5594,management,997,no,no,cellular,104,success,no,269,1
3556,management,5310,yes,no,cellular,186,success,no,545,1
3929,admin.,32,no,yes,unknown,-1,unknown,no,8,0
7031,management,505,yes,yes,cellular,169,failure,no,221,0
4549,blue-collar,5291,yes,no,unknown,-1,unknown,no,1423,1
2502,services,279,yes,no,cellular,370,failure,no,843,1
2930,management,0,no,no,cellular,182,success,no,268,1
7159,retired,1641,yes,no,cellular,-1,unknown,no,49,1
6081,management,373,no,no,cellular,-1,unknown,no,132,1
2821,admin.,464,no,no,cellular,91,success,no,208,1
915,blue-collar,4641,no,no,unknown,-1,unknown,no,356,0
761,management,644,yes,no,cellular,168,success,no,418,1
1912,management,0,yes,no,cellular,-1,unknown,no,54,0
1646,technician,-463,yes,no,unknown,-1,unknown,yes,210,0
7306,technician,901,yes,no,unknown,-1,unknown,no,102,0
5825,housemaid,1406,yes,no,cellular,-1,unknown,no,178,0
2953,technician,-74,yes,no,cellular,-1,unknown,yes,114,0
583,blue-collar,709,yes,no,cellular,-1,unknown,no,100,0
2116,services,0,yes,no,cellular,-1,unknown,no,503,0
