,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
4732,30,technician,655,no,no,cellular,apr,1,202,success,single,tertiary,26,212,2,1
2742,30,technician,526,yes,yes,unknown,jun,3,-1,unknown,married,tertiary,26,677,0,1
1826,32,admin.,337,no,no,cellular,may,3,368,failure,married,secondary,15,51,1,0
4992,37,services,52,yes,no,cellular,sep,1,185,success,married,secondary,6,908,9,1
3716,23,technician,-782,yes,yes,unknown,jun,10,-1,unknown,single,secondary,19,197,0,0
7353,32,blue-collar,1076,yes,no,unknown,may,1,-1,unknown,married,primary,19,67,0,0
106,30,management,376,yes,no,cellular,nov,1,-1,unknown,single,tertiary,21,710,0,1
5028,36,technician,432,yes,no,cellular,may,3,255,failure,married,secondary,11,61,2,0
5935,31,admin.,3540,yes,no,cellular,nov,1,-1,unknown,married,secondary,21,441,0,0
1096,27,technician,501,no,yes,telephone,jan,4,-1,unknown,single,tertiary,30,370,0,0
3044,36,technician,98,no,no,cellular,jan,1,-1,unknown,single,secondary,30,771,0,1
5512,79,retired,79,no,no,cellular,oct,2,-1,unknown,divorced,primary,9,1106,0,1
6419,34,unemployed,309,no,no,cellular,feb,1,-1,unknown,married,primary,5,578,0,1
7326,40,blue-collar,1508,no,no,cellular,nov,2,85,failure,married,secondary,3,177,3,0
97,39,unemployed,-114,yes,no,cellular,feb,1,-1,unknown,single,secondary,3,372,0,1
7100,20,blue-collar,423,yes,no,cellular,apr,1,-1,unknown,single,secondary,16,498,0,1
174,38,technician,318,no,no,cellular,aug,1,182,success,married,secondary,5,274,6,1
784,38,blue-collar,13156,yes,no,cellular,apr,4,331,failure,single,secondary,17,291,1,0
4926,42,admin.,1022,yes,no,unknown,may,2,-1,unknown,single,secondary,5,146,0,0
6758,59,admin.,2343,yes,no,unknown,may,1,-1,unknown,married,secondary,5,1042,0,1
172,50,services,2376,yes,no,cellular,sep,1,-1,unknown,married,secondary,24,395,0,1
3801,40,management,27,no,no,cellular,aug,6,-1,unknown,single,tertiary,27,165,0,0
5374,58,retired,1241,no,no,cellular,aug,2,-1,unknown,married,primary,18,194,0,1
1853,42,entrepreneur,324,yes,no,cellular,jul,3,-1,unknown,married,secondary,15,528,0,0
339,27,blue-collar,1049,no,no,telephone,jan,3,-1,unknown,single,secondary,29,389,0,0
4445,49,management,1167,yes,yes,cellular,sep,1,91,success,married,tertiary,24,249,14,1
3110,50,management,1277,no,no,cellular,may,1,-1,unknown,single,unknown,4,63,0,0
3690,62,retired,1515,yes,no,cellular,oct,1,187,failure,married,primary,19,131,2,0
6103,35,admin.,318,yes,yes,cellular,oct,1,-1,unknown,married,tertiary,1,142,0,0
2133,50,admin.,133,no,no,cellular,jul,4,-1,unknown,single,secondary,28,890,0,1
732,31,management,0,no,no,cellular,aug,4,-1,unknown,single,tertiary,19,155,0,0
3268,40,management,0,no,no,cellular,aug,2,98,success,married,tertiary,6,131,6,1
1071,46,technician,1,yes,yes,unknown,may,3,-1,unknown,divorced,secondary,26,200,0,0
6989,42,technician,248,no,no,cellular,aug,4,-1,unknown,divorced,secondary,19,163,0,0
2347,28,student,5916,no,no,cellular,may,1,63,failure,single,secondary,22,259,5,0
2104,51,technician,1347,yes,yes,cellular,feb,1,243,failure,married,tertiary,10,160,1,1
6768,37,blue-collar,178,yes,yes,unknown,jun,1,-1,unknown,married,primary,9,72,0,0
7062,32,technician,963,no,no,cellular,aug,13,-1,unknown,married,secondary,28,15,0,0
4381,30,management,424,no,no,cellular,apr,4,-1,unknown,single,tertiary,16,298,0,1
5891,47,management,0,no,no,cellular,aug,2,-1,unknown,married,tertiary,19,213,0,0
1167,29,services,9,no,yes,cellular,jul,2,-1,unknown,single,secondary,8,202,0,0
4279,30,admin.,285,no,no,cellular,feb,2,-1,unknown,married,tertiary,5,693,0,0
5488,39,management,738,yes,yes,cellular,jul,3,-1,unknown,married,primary,18,215,0,0
460,28,self-employed,3290,no,no,cellular,jun,2,-1,unknown,single,tertiary,5,201,0,1
2838,39,technician,385,no,no,cellular,oct,1,48,failure,divorced,secondary,13,242,2,1
2765,29,blue-collar,258,yes,no,unknown,may,1,-1,unknown,married,primary,26,130,0,0
66,79,retired,2661,no,no,cellular,nov,5,-1,unknown,married,secondary,10,254,0,1
5029,42,services,12223,yes,no,cellular,nov,1,-1,unknown,married,tertiary,19,36,0,0
3221,40,admin.,1248,no,no,unknown,jun,2,-1,unknown,single,tertiary,11,1290,0,1
6465,32,technician,267,no,no,cellular,may,1,-1,unknown,divorced,tertiary,26,128,0,0
5915,50,management,400,no,no,cellular,aug,2,-1,unknown,married,tertiary,13,343,0,0
625,28,admin.,5,yes,no,cellular,jul,1,-1,unknown,married,secondary,18,121,0,0
2218,53,blue-collar,1388,no,no,cellular,aug,4,-1,unknown,married,primary,7,139,0,0
1466,31,technician,882,no,no,cellular,jun,1,-1,unknown,single,tertiary,3,411,0,1
2156,25,student,1189,no,no,cellular,jun,1,-1,unknown,single,tertiary,3,165,0,1
1822,60,admin.,4629,yes,no,cellular,oct,1,-1,unknown,married,unknown,27,624,0,1
4514,50,self-employed,766,yes,no,cellular,may,2,304,failure,single,secondary,7,253,4,0
3043,21,admin.,524,no,no,cellular,may,1,-1,unknown,single,secondary,26,185,0,1
6923,32,blue-collar,-208,yes,yes,unknown,may,1,-1,unknown,married,secondary,9,325,0,0
2506,80,retired,235,no,no,cellular,mar,1,223,other,divorced,primary,31,577,3,1
4241,33,technician,161,no,no,cellular,aug,9,-1,unknown,single,secondary,25,66,0,0
6388,30,management,115,no,no,cellular,aug,2,-1,unknown,single,tertiary,12,154,0,0
5348,34,management,158,no,no,cellular,jun,1,92,success,married,tertiary,9,190,9,1
7039,45,management,4831,no,no,cellular,jul,3,182,success,single,tertiary,30,852,11,1
5565,33,blue-collar,263,yes,no,unknown,may,3,-1,unknown,married,secondary,21,206,0,0
156,30,blue-collar,6281,no,no,cellular,apr,2,-1,unknown,single,unknown,21,149,0,1
1599,41,housemaid,39,no,no,cellular,aug,4,-1,unknown,married,primary,21,299,0,0
1557,37,management,620,yes,no,cellular,nov,3,-1,unknown,married,tertiary,17,93,0,0
824,30,management,1390,no,no,cellular,aug,4,-1,unknown,married,tertiary,20,552,0,0
3693,32,technician,491,no,no,cellular,jul,7,-1,unknown,single,unknown,9,474,0,1
6255,28,blue-collar,-127,yes,no,cellular,jul,3,-1,unknown,single,secondary,4,1044,0,1
7010,30,blue-collar,103,yes,no,cellular,apr,2,317,other,single,secondary,17,2053,1,0
21,25,student,277,no,no,cellular,may,2,-1,unknown,single,unknown,27,311,0,1
2816,35,technician,1855,yes,no,unknown,may,1,-1,unknown,single,secondary,7,138,0,0
1612,40,unemployed,219,yes,no,unknown,may,1,-1,unknown,married,secondary,5,357,0,0
1123,56,management,0,no,no,cellular,feb,1,-1,unknown,married,primary,3,996,0,1
3409,30,technician,863,yes,no,unknown,may,5,-1,unknown,single,secondary,16,1193,0,1
222,43,management,388,yes,no,unknown,may,2,-1,unknown,divorced,tertiary,8,2087,0,1
7390,71,retired,2988,no,no,telephone,apr,1,-1,unknown,married,primary,17,130,0,1
2634,24,admin.,-61,no,no,cellular,mar,4,-1,unknown,single,tertiary,11,95,0,1
6394,43,admin.,733,yes,no,cellular,aug,1,88,success,single,secondary,21,126,4,1
69,31,unemployed,20,no,no,telephone,nov,1,-1,unknown,married,secondary,18,52,0,0
3014,36,technician,0,yes,no,cellular,jul,5,-1,unknown,married,secondary,21,193,0,0
3671,58,management,2183,yes,no,cellular,jul,1,-1,unknown,married,tertiary,22,209,0,0
2446,41,admin.,1076,yes,no,cellular,jun,2,391,other,divorced,secondary,3,77,2,0
1972,49,management,3842,no,no,cellular,apr,1,186,failure,married,tertiary,5,163,3,0
4958,47,technician,568,yes,no,cellular,aug,1,-1,unknown,married,secondary,12,1613,0,1
7242,48,blue-collar,595,no,no,cellular,jul,1,-1,unknown,married,primary,24,464,0,0
582,41,admin.,4464,yes,no,telephone,jul,2,-1,unknown,single,secondary,21,1425,0,0
5721,57,services,443,no,no,telephone,jul,1,-1,unknown,married,primary,17,167,0,0
2183,59,services,307,yes,yes,unknown,may,7,-1,unknown,married,secondary,6,250,0,0
89,55,management,0,no,no,cellular,aug,4,-1,unknown,divorced,tertiary,18,309,0,1
4542,41,blue-collar,3,yes,no,cellular,jul,4,-1,unknown,divorced,secondary,31,228,0,0
3178,49,blue-collar,23,no,no,cellular,nov,2,-1,unknown,divorced,secondary,17,221,0,0
4440,29,technician,1180,yes,no,cellular,apr,3,323,failure,married,secondary,17,367,3,1
4932,36,blue-collar,537,no,yes,cellular,jul,6,-1,unknown,married,secondary,7,206,0,0
3160,38,services,61,no,no,unknown,jun,1,-1,unknown,divorced,secondary,5,636,0,1
5880,48,unemployed,817,no,no,cellular,jul,3,183,success,married,secondary,16,806,5,1
6721,43,blue-collar,1096,no,yes,unknown,may,1,-1,unknown,married,secondary,30,180,0,0
700,43,blue-collar,0,yes,no,unknown,may,1,-1,unknown,married,primary,12,3,0,0
6239,29,blue-collar,482,no,yes,cellular,jul,3,-1,unknown,single,secondary,10,1097,0,1
6155,36,technician,341,no,no,cellular,aug,1,-1,unknown,married,tertiary,13,282,0,1
298,59,retired,514,no,no,cellular,may,6,90,success,divorced,secondary,4,673,1,1
5306,45,admin.,3006,no,no,cellular,apr,2,-1,unknown,married,secondary,29,388,0,1
7143,31,technician,2363,yes,no,unknown,may,1,-1,unknown,married,secondary,13,247,0,0
316,48,unknown,3,no,no,cellular,aug,2,-1,unknown,married,unknown,19,104,0,0
3219,40,management,171,no,no,cellular,aug,3,-1,unknown,single,tertiary,19,1241,0,0
5758,67,management,1287,no,no,cellular,feb,1,-1,unknown,married,secondary,2,511,0,0
6378,47,technician,293,no,no,cellular,mar,1,-1,unknown,married,secondary,3,499,0,1
5653,29,student,78,no,no,cellular,apr,1,-1,unknown,single,secondary,30,239,0,1
540,44,blue-collar,1697,yes,no,unknown,jul,2,-1,unknown,married,secondary,4,150,0,1
6882,56,retired,1906,no,yes,unknown,jun,9,-1,unknown,married,primary,19,45,0,0
2304,33,technician,3572,yes,no,cellular,nov,2,-1,unknown,married,secondary,18,85,0,0
5528,60,services,758,no,no,cellular,feb,1,-1,unknown,divorced,secondary,3,282,0,0
5213,35,management,2682,yes,no,cellular,jul,1,-1,unknown,married,tertiary,9,156,0,0
5884,26,student,1134,no,no,cellular,apr,4,-1,unknown,single,tertiary,21,464,0,1
4345,52,blue-collar,1624,no,no,unknown,jun,3,-1,unknown,married,primary,20,114,0,0
909,26,technician,-119,no,yes,cellular,jul,5,-1,unknown,married,secondary,9,359,0,1
6765,28,blue-collar,254,yes,no,cellular,apr,2,-1,unknown,married,primary,20,149,0,0
3791,35,unemployed,2228,no,no,unknown,jun,2,-1,unknown,married,secondary,19,461,0,0
4191,33,management,541,yes,yes,unknown,may,1,-1,unknown,single,tertiary,21,572,0,0
5021,31,admin.,431,yes,yes,unknown,may,1,-1,unknown,single,secondary,20,1045,0,1
1486,88,retired,433,no,no,telephone,sep,1,274,failure,married,secondary,15,161,1,0
6969,35,blue-collar,1098,yes,no,unknown,may,17,-1,unknown,married,secondary,26,19,0,0
2670,48,technician,10655,no,no,telephone,jul,3,-1,unknown,married,secondary,31,5,0,0
4323,39,management,763,yes,no,cellular,may,7,300,other,married,tertiary,11,877,2,1
3353,29,blue-collar,-20,yes,no,unknown,may,2,-1,unknown,single,secondary,29,814,0,1
2560,52,entrepreneur,3469,yes,no,cellular,nov,1,-1,unknown,single,tertiary,20,653,0,1
2786,54,admin.,976,yes,no,unknown,jun,3,-1,unknown,married,primary,3,137,0,0
2934,59,blue-collar,320,yes,no,unknown,may,1,-1,unknown,married,primary,15,695,0,1
329,34,blue-collar,199,yes,no,unknown,may,3,-1,unknown,married,secondary,8,627,0,0
1672,52,housemaid,3923,yes,no,unknown,may,3,-1,unknown,married,secondary,14,942,0,1
1877,39,management,13578,yes,no,cellular,nov,2,-1,unknown,married,secondary,21,185,0,0
149,40,technician,8379,no,no,unknown,jun,6,-1,unknown,married,secondary,12,52,0,0
6104,28,entrepreneur,1734,yes,no,unknown,jun,3,-1,unknown,single,secondary,3,161,0,0
5469,34,admin.,260,no,no,cellular,jan,1,-1,unknown,married,secondary,28,50,0,0
5460,65,retired,493,no,no,cellular,oct,1,182,failure,married,primary,16,622,1,0
7161,41,self-employed,1,no,no,cellular,aug,4,-1,unknown,married,secondary,19,55,0,0
325,36,blue-collar,29,yes,yes,cellular,jul,1,-1,unknown,married,secondary,31,345,0,0
5515,38,technician,3234,no,no,cellular,nov,2,-1,unknown,married,tertiary,18,578,0,1
5139,39,admin.,22086,no,no,cellular,jun,1,-1,unknown,single,tertiary,4,160,0,1
6172,37,admin.,1000,yes,no,cellular,mar,1,-1,unknown,single,tertiary,17,195,0,1
1260,59,blue-collar,625,no,no,cellular,jul,1,-1,unknown,married,primary,9,133,0,0
1477,39,technician,1355,yes,no,cellular,may,1,-1,unknown,single,secondary,14,1180,0,1
758,45,self-employed,396,no,no,cellular,aug,1,-1,unknown,married,secondary,28,238,0,0
4130,60,management,0,no,no,cellular,aug,3,-1,unknown,divorced,secondary,5,603,0,1
3366,27,self-employed,5214,yes,no,unknown,may,1,-1,unknown,single,tertiary,28,94,0,0
7179,36,blue-collar,1177,no,no,cellular,apr,1,311,success,married,primary,15,330,4,1
2881,28,blue-collar,-197,yes,no,unknown,may,2,-1,unknown,single,secondary,9,2016,0,1
6478,30,technician,3286,yes,no,cellular,apr,1,-1,unknown,single,secondary,9,743,0,1
1586,43,admin.,1996,no,yes,cellular,jul,3,-1,unknown,married,secondary,31,34,0,0
789,34,management,171,yes,no,cellular,may,1,294,failure,single,tertiary,7,191,1,0
694,39,management,2644,no,no,cellular,aug,7,-1,unknown,single,secondary,19,192,0,0
2568,36,management,4,no,yes,cellular,jul,6,-1,unknown,married,tertiary,29,261,0,0
7087,30,services,1336,yes,no,cellular,may,3,355,failure,divorced,secondary,18,13,5,0
7124,59,retired,417,yes,no,cellular,may,2,-1,unknown,married,secondary,7,476,0,0
7162,42,management,976,no,no,cellular,aug,1,-1,unknown,married,tertiary,19,164,0,1
5151,64,retired,315,no,no,cellular,feb,1,-1,unknown,divorced,primary,17,154,0,1
3826,31,services,1629,yes,no,unknown,may,2,-1,unknown,single,secondary,19,344,0,0
7392,28,blue-collar,-193,no,no,cellular,jul,7,-1,unknown,single,secondary,18,580,0,0
5464,47,technician,2408,no,no,cellular,apr,1,-1,unknown,married,tertiary,30,376,0,1
5581,27,services,795,no,no,cellular,feb,3,-1,unknown,single,secondary,6,101,0,0
6510,26,self-employed,3676,no,no,cellular,apr,1,-1,unknown,single,secondary,7,148,0,1
4084,38,blue-collar,-40,yes,no,unknown,may,1,-1,unknown,married,secondary,23,227,0,0
2365,88,retired,648,no,no,telephone,sep,1,-1,unknown,married,primary,3,318,0,0
5713,27,technician,393,no,no,cellular,apr,2,-1,unknown,single,tertiary,1,165,0,1
3665,34,services,371,no,no,unknown,may,1,-1,unknown,single,tertiary,20,77,0,0
6515,55,management,608,yes,no,cellular,may,2,-1,unknown,divorced,tertiary,7,161,0,0
1489,34,technician,294,yes,no,cellular,jun,3,-1,unknown,married,secondary,8,301,0,1
1990,34,management,1310,no,yes,cellular,nov,3,-1,unknown,single,tertiary,20,90,0,0
4042,46,technician,940,no,no,cellular,aug,2,-1,unknown,married,secondary,5,1227,0,1
1552,31,management,30,no,no,cellular,aug,2,-1,unknown,single,tertiary,8,161,0,0
6539,31,services,414,yes,no,unknown,may,1,-1,unknown,married,secondary,7,215,0,0
3347,42,housemaid,4279,yes,no,cellular,jul,1,-1,unknown,married,primary,22,98,0,0
6633,43,blue-collar,3131,yes,no,unknown,jun,3,-1,unknown,married,primary,3,441,0,0
4040,34,blue-collar,1089,yes,no,cellular,may,3,-1,unknown,married,secondary,13,394,0,1
2341,37,management,1594,yes,no,cellular,apr,1,260,failure,married,tertiary,17,110,5,0
6261,52,housemaid,234,no,no,cellular,nov,1,-1,unknown,married,secondary,20,208,0,0
5979,29,blue-collar,0,no,no,cellular,jul,1,-1,unknown,married,secondary,10,45,0,0
5533,29,technician,2325,no,no,cellular,feb,1,-1,unknown,single,tertiary,2,125,0,1
5284,26,management,9447,no,no,cellular,sep,1,100,other,single,tertiary,4,113,2,0
3092,29,blue-collar,322,no,no,unknown,jun,1,96,other,single,secondary,14,434,6,1
2835,52,management,0,no,no,unknown,jun,3,-1,unknown,married,primary,5,85,0,0
4698,35,technician,3549,yes,no,cellular,aug,4,-1,unknown,divorced,secondary,13,250,0,0
3627,30,services,80,yes,no,unknown,may,2,-1,unknown,married,secondary,8,185,0,0
2381,33,technician,218,yes,yes,telephone,mar,4,-1,unknown,married,secondary,2,169,0,0
7222,64,retired,1574,no,no,telephone,jul,3,-1,unknown,married,secondary,29,301,0,1
4911,53,management,527,yes,no,cellular,jul,3,-1,unknown,married,unknown,23,71,0,0
5263,44,management,13054,yes,no,cellular,may,2,174,other,married,secondary,11,471,12,0
4252,55,services,2166,yes,no,unknown,may,17,-1,unknown,divorced,secondary,28,23,0,0
2109,45,unknown,44,no,no,unknown,jun,1,-1,unknown,married,primary,11,81,0,0
3752,32,blue-collar,1036,yes,yes,unknown,may,2,-1,unknown,single,secondary,30,62,0,0
2901,33,self-employed,658,yes,no,cellular,apr,1,173,success,single,tertiary,12,93,2,0
4760,35,management,8,no,no,cellular,apr,3,-1,unknown,married,tertiary,23,93,0,1
1451,21,student,2488,no,no,cellular,jun,6,169,success,single,secondary,30,258,3,1
6343,60,retired,523,no,no,cellular,aug,3,-1,unknown,married,secondary,13,192,0,1
4772,43,technician,6835,no,no,unknown,jun,2,-1,unknown,divorced,secondary,20,262,0,0
5699,53,technician,1982,yes,yes,cellular,nov,1,-1,unknown,married,secondary,27,160,0,1
3441,52,entrepreneur,3469,yes,no,cellular,apr,1,147,success,single,tertiary,16,583,1,1
445,54,technician,473,no,yes,cellular,nov,1,81,failure,married,secondary,2,182,1,1
4190,30,management,1541,no,no,cellular,aug,8,-1,unknown,single,tertiary,18,471,0,1
6187,35,admin.,898,yes,no,cellular,apr,1,-1,unknown,married,secondary,9,214,0,1
4735,52,retired,353,no,no,cellular,jul,4,-1,unknown,divorced,primary,31,395,0,0
6787,56,services,450,no,no,unknown,jun,1,-1,unknown,divorced,secondary,9,47,0,0
1037,40,blue-collar,273,yes,no,unknown,jun,1,-1,unknown,married,secondary,19,1082,0,0
7101,35,management,-292,yes,no,cellular,may,2,272,failure,single,tertiary,18,166,6,0
7168,32,blue-collar,400,no,no,cellular,may,3,-1,unknown,single,secondary,4,268,0,1
4788,47,unknown,194,no,no,cellular,aug,1,-1,unknown,married,unknown,4,108,0,0
2212,39,technician,0,yes,yes,cellular,apr,1,-1,unknown,divorced,secondary,30,85,0,0
5591,40,admin.,1535,yes,no,unknown,may,1,-1,unknown,married,secondary,14,704,0,1
4564,28,management,1240,no,no,cellular,aug,1,-1,unknown,married,tertiary,4,849,0,1
3817,41,blue-collar,-190,no,yes,cellular,jul,3,-1,unknown,married,secondary,29,808,0,1
6044,40,unemployed,7968,no,no,cellular,jun,1,-1,unknown,single,tertiary,2,596,0,1
3067,41,entrepreneur,663,no,no,cellular,jul,1,-1,unknown,single,secondary,24,1204,0,1
2518,61,retired,5267,no,no,cellular,feb,3,-1,unknown,married,tertiary,11,226,0,1
1214,52,unemployed,94,no,no,cellular,apr,1,-1,unknown,married,secondary,30,244,0,1
4334,37,management,80,no,no,cellular,aug,3,-1,unknown,married,secondary,27,155,0,0
3008,45,blue-collar,61,no,no,cellular,apr,1,-1,unknown,married,primary,17,108,0,0
5981,52,management,7192,no,no,cellular,aug,1,-1,unknown,married,tertiary,4,1486,0,1
3446,23,technician,1587,yes,yes,cellular,may,2,-1,unknown,single,secondary,14,502,0,0
4204,52,management,741,no,no,cellular,aug,2,-1,unknown,single,tertiary,7,63,0,0
1442,55,admin.,602,no,no,cellular,sep,1,98,success,married,secondary,7,350,5,1
6576,25,services,12,no,no,cellular,jun,6,-1,unknown,single,tertiary,12,126,0,1
1010,49,technician,5,no,no,cellular,aug,2,-1,unknown,divorced,secondary,19,131,0,0
4433,32,technician,11431,no,no,cellular,aug,5,-1,unknown,married,secondary,12,141,0,0
5910,46,management,349,no,no,cellular,may,4,88,success,married,tertiary,14,466,3,1
1255,35,management,7506,yes,no,unknown,oct,1,-1,unknown,single,tertiary,30,248,0,1
961,51,technician,2,yes,yes,cellular,feb,1,205,failure,married,secondary,4,71,3,0
534,45,technician,0,no,no,cellular,aug,4,-1,unknown,single,tertiary,18,773,0,1
3722,50,technician,3370,no,no,cellular,jun,2,-1,unknown,married,secondary,2,160,0,1
4249,52,technician,876,no,no,cellular,may,3,-1,unknown,married,tertiary,4,601,0,1
2309,32,services,182,yes,no,cellular,may,1,-1,unknown,single,secondary,6,145,0,0
6525,34,management,520,yes,no,cellular,aug,4,-1,unknown,married,tertiary,12,1307,0,1
4156,32,services,315,no,no,cellular,aug,1,-1,unknown,married,secondary,4,149,0,0
3767,50,technician,2794,no,no,cellular,aug,2,-1,unknown,divorced,unknown,12,1336,0,1
6886,33,management,2240,no,no,cellular,mar,2,278,success,divorced,tertiary,8,264,1,1
