,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
3387,46,services,4329,no,no,cellular,nov,2,-1,unknown,divorced,secondary,1
1432,60,management,79,no,no,unknown,jun,3,-1,unknown,married,tertiary,0
6650,40,management,158,no,no,telephone,apr,2,-1,unknown,married,tertiary,1
4441,46,entrepreneur,122,no,no,cellular,feb,2,1,failure,married,secondary,0
7037,37,management,1125,yes,no,unknown,jun,1,-1,unknown,married,tertiary,0
3523,29,student,314,no,no,cellular,apr,1,-1,unknown,single,secondary,1
1629,42,admin.,527,no,yes,cellular,apr,1,-1,unknown,divorced,secondary,1
3958,53,management,2693,no,no,cellular,mar,1,104,failure,married,secondary,1
6078,44,blue-collar,1529,yes,no,cellular,apr,1,-1,unknown,married,unknown,1
6117,24,student,1809,no,no,cellular,oct,1,95,success,single,secondary,1
5770,48,blue-collar,183,no,no,unknown,jun,1,-1,unknown,divorced,primary,1
1251,47,services,-288,yes,no,unknown,may,7,-1,unknown,divorced,secondary,0
881,41,management,0,yes,no,cellular,nov,3,-1,unknown,married,tertiary,1
591,44,management,558,no,no,cellular,feb,5,-1,unknown,married,primary,1
6062,36,self-employed,353,no,no,cellular,aug,2,181,success,single,tertiary,1
4437,53,admin.,10541,no,no,cellular,feb,2,92,success,married,secondary,1
5617,23,student,794,no,no,cellular,jul,3,171,other,single,secondary,1
3809,35,management,354,no,yes,cellular,feb,4,12,other,married,tertiary,0
6976,50,management,299,no,no,cellular,nov,3,-1,unknown,divorced,tertiary,0
2801,47,blue-collar,820,no,no,cellular,oct,1,-1,unknown,married,secondary,1
6211,40,management,738,yes,yes,cellular,apr,2,258,failure,married,primary,0
6172,54,technician,2102,yes,no,cellular,apr,1,626,failure,married,secondary,1
5238,33,management,1304,yes,no,cellular,may,2,-1,unknown,single,tertiary,1
6119,42,management,187,no,no,cellular,aug,1,-1,unknown,married,tertiary,0
4477,24,admin.,230,yes,no,cellular,may,1,-1,unknown,married,secondary,0
3047,21,admin.,524,no,no,cellular,may,1,-1,unknown,single,secondary,1
6854,46,management,3984,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
2300,25,admin.,96,yes,no,unknown,may,2,-1,unknown,single,secondary,0
1269,36,technician,4613,no,no,cellular,apr,1,134,failure,married,secondary,0
7399,41,technician,102,yes,yes,unknown,may,9,-1,unknown,married,secondary,0
3945,30,management,502,no,no,cellular,oct,3,95,success,single,tertiary,1
2288,21,management,243,no,yes,cellular,jun,2,-1,unknown,single,tertiary,0
6285,45,management,2406,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,0
5940,31,admin.,3540,yes,no,cellular,nov,1,-1,unknown,married,secondary,0
4498,32,management,623,no,no,cellular,jul,3,194,failure,single,tertiary,1
3396,40,technician,4736,yes,no,cellular,feb,2,-1,unknown,divorced,tertiary,1
5264,29,unemployed,1374,no,no,cellular,may,2,178,success,single,primary,1
1945,57,management,830,yes,yes,cellular,may,1,367,success,married,tertiary,1
5849,41,blue-collar,429,yes,no,unknown,may,1,-1,unknown,married,secondary,0
1561,38,blue-collar,622,yes,no,unknown,may,2,-1,unknown,married,secondary,1
5929,32,self-employed,1249,yes,no,cellular,nov,1,-1,unknown,single,tertiary,1
2864,45,technician,586,no,yes,cellular,jul,3,-1,unknown,single,secondary,0
466,53,management,37,no,no,cellular,aug,9,-1,unknown,married,tertiary,0
3051,41,blue-collar,193,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3145,37,technician,432,yes,no,cellular,jul,3,776,failure,married,secondary,1
3646,33,management,5,yes,no,unknown,may,1,-1,unknown,divorced,secondary,1
5900,32,technician,3271,no,no,cellular,feb,1,374,other,married,secondary,1
6241,29,blue-collar,482,no,yes,cellular,jul,3,-1,unknown,single,secondary,1
4233,36,blue-collar,928,no,no,cellular,apr,3,-1,unknown,married,secondary,0
4755,34,management,5,no,no,cellular,aug,2,-1,unknown,single,tertiary,1
5381,37,management,427,yes,no,unknown,may,1,-1,unknown,single,tertiary,0
6531,34,management,520,yes,no,cellular,aug,4,-1,unknown,married,tertiary,1
6859,58,retired,499,yes,yes,cellular,jan,1,-1,unknown,divorced,tertiary,0
5248,33,self-employed,94,yes,no,cellular,may,2,-1,unknown,single,tertiary,1
2435,41,self-employed,1081,no,no,cellular,may,3,-1,unknown,single,tertiary,1
3095,44,blue-collar,103,yes,no,cellular,may,1,329,failure,married,primary,0
2248,32,admin.,284,yes,no,cellular,apr,3,-1,unknown,married,tertiary,1
4335,59,housemaid,-187,yes,no,telephone,jul,7,-1,unknown,married,primary,0
46,32,services,3993,no,no,cellular,may,2,-1,unknown,single,secondary,1
609,46,admin.,660,no,no,cellular,aug,2,-1,unknown,married,secondary,1
7309,46,admin.,-42,no,yes,telephone,jul,12,-1,unknown,married,secondary,0
1888,38,entrepreneur,2139,yes,no,unknown,may,1,-1,unknown,married,secondary,0
4035,44,housemaid,-972,yes,yes,unknown,may,2,-1,unknown,married,primary,0
4353,26,technician,2,yes,yes,unknown,may,1,-1,unknown,single,secondary,0
5342,26,technician,686,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
1850,51,blue-collar,129,yes,no,cellular,may,2,-1,unknown,married,primary,1
3546,52,admin.,2398,yes,no,cellular,nov,1,-1,unknown,single,secondary,1
6474,36,services,3740,yes,no,cellular,apr,1,-1,unknown,married,secondary,0
3064,36,management,436,no,no,cellular,apr,1,595,failure,single,tertiary,1
2357,35,technician,15474,no,no,cellular,nov,1,92,other,married,secondary,0
3798,28,technician,598,yes,no,cellular,mar,1,288,failure,single,secondary,1
1648,35,technician,128,no,yes,cellular,jan,1,205,other,married,secondary,0
3203,25,admin.,654,no,no,cellular,apr,1,-1,unknown,single,secondary,0
63,57,retired,1269,no,no,cellular,aug,1,-1,unknown,married,tertiary,1
1777,57,management,9103,no,yes,unknown,jun,2,-1,unknown,married,tertiary,1
5391,34,management,212,no,no,cellular,mar,8,-1,unknown,single,tertiary,1
4885,35,blue-collar,306,no,no,unknown,jun,8,-1,unknown,married,secondary,0
2409,51,blue-collar,42,yes,no,cellular,may,2,342,failure,married,primary,0
2438,37,admin.,1314,yes,no,cellular,may,1,14,failure,married,secondary,0
1472,39,technician,1355,yes,no,cellular,may,1,-1,unknown,single,secondary,1
2867,35,blue-collar,147,yes,no,cellular,may,1,337,failure,married,primary,0
5492,59,blue-collar,337,no,no,unknown,jun,4,-1,unknown,married,unknown,0
5344,28,admin.,24,yes,no,cellular,jul,2,-1,unknown,single,unknown,1
5765,47,admin.,3696,no,no,cellular,jul,2,181,success,single,secondary,1
6214,62,retired,1495,no,no,cellular,oct,1,57,success,married,secondary,1
1487,42,technician,1364,yes,no,unknown,may,6,-1,unknown,single,secondary,1
2414,46,management,149,no,no,cellular,nov,2,-1,unknown,married,secondary,1
5855,72,retired,2850,no,no,cellular,oct,2,241,success,married,secondary,0
6107,35,admin.,318,yes,yes,cellular,oct,1,-1,unknown,married,tertiary,0
6483,31,services,1783,yes,yes,cellular,may,1,-1,unknown,married,secondary,0
1212,43,management,1133,yes,no,cellular,may,1,-1,unknown,divorced,tertiary,0
6112,33,technician,4401,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
3154,30,management,119,no,no,cellular,jan,1,-1,unknown,single,tertiary,0
7120,47,blue-collar,4709,no,no,cellular,aug,4,-1,unknown,married,secondary,0
3674,38,services,2669,yes,no,cellular,apr,2,-1,unknown,married,secondary,0
3100,28,self-employed,160,no,no,unknown,nov,1,-1,unknown,single,tertiary,1
245,40,management,37,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,0
5407,33,entrepreneur,278,no,no,cellular,feb,5,-1,unknown,single,secondary,1
2559,37,entrepreneur,189,no,no,cellular,jun,2,-1,unknown,married,tertiary,1
1836,79,retired,8304,no,no,telephone,mar,9,-1,unknown,married,secondary,1
566,50,management,398,no,no,telephone,jul,5,-1,unknown,married,tertiary,0
155,30,blue-collar,6281,no,no,cellular,apr,2,-1,unknown,single,unknown,1
6232,38,admin.,326,yes,no,cellular,apr,2,-1,unknown,married,secondary,0
6908,31,unemployed,756,no,no,cellular,jul,2,-1,unknown,divorced,tertiary,1
3870,46,management,273,yes,no,cellular,may,6,53,success,married,tertiary,1
4535,51,management,93,yes,yes,cellular,may,1,-1,unknown,divorced,tertiary,0
579,57,management,10583,no,no,cellular,jun,3,-1,unknown,married,tertiary,1
926,40,admin.,274,yes,yes,cellular,jul,4,-1,unknown,divorced,secondary,0
4298,36,services,394,no,no,cellular,aug,1,-1,unknown,married,secondary,1
2428,35,management,18111,no,no,cellular,aug,4,-1,unknown,single,tertiary,1
4261,28,technician,631,no,no,cellular,apr,7,-1,unknown,single,secondary,0
457,33,management,2044,yes,no,cellular,may,3,177,failure,married,tertiary,0
6952,31,blue-collar,754,yes,no,unknown,may,4,-1,unknown,married,secondary,1
5913,37,admin.,309,yes,no,cellular,may,3,-1,unknown,single,secondary,0
2460,39,blue-collar,1307,yes,no,telephone,oct,1,-1,unknown,married,secondary,1
334,43,unemployed,983,yes,no,cellular,feb,1,-1,unknown,single,tertiary,1
400,28,technician,3,no,no,telephone,may,8,349,failure,single,secondary,0
6664,62,self-employed,6,yes,no,cellular,apr,1,182,success,divorced,tertiary,1
6603,50,technician,-97,yes,no,cellular,apr,1,306,failure,single,secondary,0
5471,47,technician,2408,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
4968,51,technician,11222,yes,no,cellular,nov,2,171,failure,single,tertiary,0
4414,31,technician,318,no,no,cellular,dec,1,-1,unknown,married,secondary,1
2659,38,services,0,no,no,cellular,jul,3,-1,unknown,married,primary,0
6227,45,admin.,149,yes,no,unknown,may,3,-1,unknown,married,secondary,1
7184,43,blue-collar,953,yes,no,unknown,may,1,-1,unknown,married,primary,0
4798,52,entrepreneur,-468,no,no,cellular,jul,1,-1,unknown,married,tertiary,1
390,28,admin.,762,no,no,cellular,sep,3,-1,unknown,single,secondary,1
2445,35,technician,7050,no,no,cellular,aug,3,182,success,married,tertiary,1
3442,55,unemployed,387,yes,no,unknown,may,1,-1,unknown,divorced,secondary,1
254,32,technician,473,no,yes,cellular,may,3,-1,unknown,married,secondary,1
1096,27,technician,501,no,yes,telephone,jan,4,-1,unknown,single,tertiary,0
3148,32,technician,129,yes,no,cellular,may,1,-1,unknown,single,secondary,0
671,48,blue-collar,623,yes,no,cellular,feb,2,-1,unknown,single,primary,1
1506,41,technician,0,no,no,unknown,jun,1,-1,unknown,married,tertiary,0
127,26,blue-collar,409,yes,no,cellular,jul,2,-1,unknown,single,primary,1
798,36,admin.,206,yes,no,unknown,may,1,-1,unknown,single,secondary,0
4738,33,management,191,no,yes,cellular,feb,4,209,failure,single,tertiary,0
6422,51,retired,610,no,no,unknown,jun,2,-1,unknown,married,primary,0
4924,37,services,466,yes,yes,cellular,may,1,-1,unknown,married,secondary,1
712,57,blue-collar,3109,no,no,cellular,sep,2,105,success,married,primary,1
4709,41,entrepreneur,221,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
4686,44,management,284,yes,yes,cellular,jul,5,-1,unknown,married,tertiary,0
5904,41,admin.,2498,no,no,cellular,aug,1,-1,unknown,married,secondary,1
2709,37,blue-collar,194,yes,no,unknown,may,7,-1,unknown,married,secondary,0
5090,54,housemaid,9,no,yes,cellular,jul,3,-1,unknown,divorced,tertiary,0
5100,60,entrepreneur,83,yes,no,cellular,jul,2,-1,unknown,married,primary,0
4491,41,blue-collar,246,no,no,unknown,jun,3,-1,unknown,married,primary,1
900,52,unemployed,1639,no,no,cellular,aug,1,-1,unknown,married,secondary,0
1907,41,blue-collar,449,yes,no,cellular,apr,6,-1,unknown,married,primary,0
3892,43,technician,1462,no,no,unknown,jun,2,-1,unknown,single,secondary,0
4717,38,technician,1221,yes,yes,cellular,aug,7,-1,unknown,divorced,secondary,0
3293,30,technician,3144,no,no,cellular,may,2,-1,unknown,single,secondary,1
61,44,blue-collar,2,no,yes,telephone,jul,2,-1,unknown,married,primary,0
5846,45,admin.,236,no,no,cellular,aug,2,-1,unknown,married,secondary,1
1576,32,technician,560,no,no,cellular,aug,4,-1,unknown,married,secondary,1
7148,59,retired,1115,no,no,unknown,jun,1,-1,unknown,married,primary,1
7310,57,entrepreneur,905,no,no,cellular,aug,1,-1,unknown,married,secondary,0
2534,26,blue-collar,-29,yes,no,cellular,jul,4,-1,unknown,single,secondary,1
5881,54,admin.,0,yes,yes,cellular,jul,1,-1,unknown,married,secondary,0
5273,53,management,1624,no,no,cellular,nov,3,97,success,married,tertiary,1
469,42,admin.,12,yes,no,cellular,apr,4,-1,unknown,married,secondary,0
248,30,entrepreneur,12737,no,yes,cellular,nov,2,-1,unknown,married,secondary,1
7233,39,management,0,yes,no,cellular,feb,3,-1,unknown,single,tertiary,1
5585,34,management,0,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
775,42,management,72,yes,no,cellular,apr,2,348,failure,married,tertiary,0
3401,38,management,1187,yes,yes,cellular,feb,1,-1,unknown,married,tertiary,0
911,61,retired,927,no,no,cellular,apr,3,-1,unknown,divorced,secondary,1
2796,40,blue-collar,0,yes,no,unknown,may,2,-1,unknown,married,secondary,0
4415,34,admin.,21,no,yes,cellular,jun,1,92,failure,married,tertiary,0
384,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,single,primary,1
126,43,services,774,no,no,cellular,jun,1,91,success,married,secondary,1
5258,38,technician,90,yes,yes,unknown,may,2,-1,unknown,married,unknown,0
4326,42,blue-collar,0,yes,yes,cellular,may,2,-1,unknown,married,primary,0
3254,63,retired,2193,no,no,telephone,apr,4,-1,unknown,married,unknown,1
2431,37,blue-collar,1590,no,no,unknown,jun,2,-1,unknown,married,secondary,0
5674,31,management,5691,yes,no,cellular,jul,1,-1,unknown,single,tertiary,0
6255,53,management,583,no,no,cellular,nov,1,184,success,married,tertiary,1
5545,49,blue-collar,388,no,no,telephone,jul,2,-1,unknown,married,secondary,0
5244,36,admin.,96,no,no,cellular,feb,1,-1,unknown,married,secondary,1
774,56,services,9,no,yes,cellular,aug,2,-1,unknown,married,secondary,0
2231,74,retired,9480,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1940,34,technician,18777,yes,no,cellular,nov,1,-1,unknown,single,secondary,0
4138,25,technician,148,no,no,cellular,jul,1,-1,unknown,single,tertiary,0
1612,57,retired,5313,no,no,cellular,jun,1,-1,unknown,married,secondary,1
2994,35,entrepreneur,4872,yes,no,cellular,may,3,-1,unknown,married,secondary,0
1146,39,services,1951,yes,no,unknown,may,2,-1,unknown,married,primary,0
6456,55,management,3848,yes,no,cellular,apr,2,-1,unknown,married,tertiary,1
6264,48,technician,0,no,no,unknown,jun,4,-1,unknown,single,tertiary,0
6528,49,services,202,yes,no,cellular,nov,2,104,failure,married,secondary,1
4514,36,technician,3296,yes,no,cellular,nov,1,-1,unknown,divorced,secondary,0
7026,59,retired,9676,no,no,telephone,mar,2,-1,unknown,married,tertiary,1
6821,31,entrepreneur,131,yes,no,cellular,jul,1,-1,unknown,single,secondary,0
2792,32,admin.,620,no,no,cellular,apr,2,343,failure,single,secondary,0
2790,41,management,15,no,no,unknown,jun,5,-1,unknown,married,tertiary,0
5227,42,self-employed,0,no,no,cellular,aug,4,-1,unknown,married,secondary,0
1723,36,management,1133,yes,no,cellular,aug,1,181,other,married,tertiary,1
6949,40,services,446,yes,no,unknown,may,1,-1,unknown,married,secondary,1
2212,43,management,1429,yes,no,cellular,nov,1,198,other,married,tertiary,1
4251,33,technician,161,no,no,cellular,aug,9,-1,unknown,single,secondary,0
2789,54,admin.,976,yes,no,unknown,jun,3,-1,unknown,married,primary,0
2138,37,services,2678,no,no,cellular,mar,1,-1,unknown,married,secondary,1
2051,32,self-employed,0,yes,no,cellular,may,1,-1,unknown,single,tertiary,1
951,33,technician,8,no,no,cellular,aug,2,-1,unknown,married,secondary,0
3216,39,management,1914,no,no,cellular,aug,4,-1,unknown,single,tertiary,0
1944,29,management,697,no,no,cellular,feb,1,-1,unknown,single,tertiary,1
345,32,management,2667,yes,no,cellular,mar,1,181,failure,married,tertiary,1
5899,45,admin.,153,no,no,cellular,aug,1,-1,unknown,married,secondary,1
5268,39,admin.,728,yes,yes,cellular,oct,1,-1,unknown,divorced,secondary,1
4932,64,retired,4787,no,no,cellular,apr,1,182,success,married,secondary,1
7227,25,self-employed,42,yes,no,cellular,jun,1,94,success,single,tertiary,1
288,35,admin.,0,no,yes,cellular,jul,1,-1,unknown,single,secondary,0
1344,39,management,1873,no,no,unknown,jun,2,-1,unknown,married,primary,0
3841,45,blue-collar,700,yes,no,telephone,may,4,-1,unknown,married,primary,0
2274,36,technician,54,yes,no,cellular,aug,3,-1,unknown,divorced,secondary,1
2494,30,management,222,yes,no,cellular,aug,4,-1,unknown,single,tertiary,0
587,57,retired,91,no,yes,unknown,jul,3,-1,unknown,married,secondary,0
1996,56,technician,2847,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1818,39,blue-collar,34,yes,no,unknown,may,1,-1,unknown,married,primary,0
6819,51,retired,67,no,no,unknown,jun,1,-1,unknown,married,primary,1
436,34,services,528,yes,no,cellular,sep,3,100,other,single,secondary,1
6530,63,entrepreneur,2707,no,no,telephone,nov,4,-1,unknown,married,tertiary,0
1645,25,blue-collar,76,no,yes,cellular,jul,4,-1,unknown,single,secondary,0
3530,33,technician,-616,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
6600,38,management,385,yes,no,telephone,oct,1,-1,unknown,married,tertiary,1
3440,58,housemaid,1310,yes,yes,cellular,jul,2,-1,unknown,married,primary,0
3886,52,services,992,yes,no,cellular,jan,1,92,success,married,secondary,1
6295,36,blue-collar,0,no,no,unknown,jun,1,-1,unknown,single,secondary,0
4097,53,entrepreneur,162,yes,no,cellular,may,2,-1,unknown,married,secondary,0
1108,43,blue-collar,576,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
221,43,management,388,yes,no,unknown,may,2,-1,unknown,divorced,tertiary,1
7187,44,management,6203,yes,yes,unknown,may,1,-1,unknown,married,tertiary,0
6572,39,management,76,no,no,cellular,sep,1,183,success,married,unknown,1
2373,28,blue-collar,38,yes,no,unknown,may,1,-1,unknown,single,secondary,0
2625,32,technician,-300,no,no,cellular,aug,9,-1,unknown,married,secondary,0
7336,37,management,5106,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
6532,30,unemployed,0,yes,no,cellular,nov,1,-1,unknown,married,tertiary,0
4239,27,technician,15161,no,no,cellular,jun,1,120,success,single,tertiary,1
5168,31,management,533,no,no,cellular,feb,1,91,success,single,tertiary,1
934,40,services,224,yes,no,cellular,apr,2,-1,unknown,single,secondary,1
3498,57,blue-collar,3495,no,yes,cellular,nov,3,-1,unknown,single,primary,0
3716,50,self-employed,10052,no,no,cellular,aug,2,-1,unknown,married,secondary,1
7364,35,retired,434,no,no,unknown,may,1,-1,unknown,single,primary,0
7368,32,blue-collar,1879,no,no,cellular,feb,8,-1,unknown,married,secondary,1
370,47,blue-collar,-337,yes,yes,cellular,may,1,-1,unknown,married,secondary,0
6519,59,retired,21,yes,no,telephone,nov,2,-1,unknown,divorced,secondary,0
490,52,blue-collar,2396,yes,no,cellular,may,7,-1,unknown,married,primary,0
6412,69,retired,482,no,no,cellular,jul,2,-1,unknown,divorced,primary,1
2059,61,retired,86,no,no,cellular,jan,1,94,success,married,secondary,1
3382,52,services,659,no,no,cellular,jan,4,93,success,married,secondary,1
2518,51,management,1573,no,no,cellular,aug,18,-1,unknown,married,secondary,0
