,job,balance,housing,loan,contact,campaign,poutcome,deposit
3022,entrepreneur,842,yes,no,cellular,2,unknown,no
2907,services,733,no,no,unknown,4,unknown,no
404,retired,2469,yes,no,telephone,2,unknown,yes
1558,blue-collar,104,yes,no,unknown,1,unknown,no
1671,admin.,658,yes,no,unknown,1,unknown,no
2780,blue-collar,1257,yes,no,unknown,7,unknown,no
5094,management,0,no,no,cellular,2,unknown,yes
7286,technician,-180,no,yes,cellular,2,unknown,yes
2262,management,589,no,no,cellular,1,other,yes
6394,housemaid,795,yes,no,unknown,3,unknown,no
2940,blue-collar,167,no,yes,cellular,2,unknown,yes
6334,retired,1050,no,no,cellular,3,failure,yes
6541,technician,0,yes,yes,cellular,1,unknown,no
5904,management,0,no,no,cellular,2,unknown,no
7020,blue-collar,369,yes,yes,unknown,2,unknown,no
4669,services,6170,no,no,cellular,4,unknown,yes
2892,management,2239,no,no,cellular,6,success,yes
3333,technician,5763,no,yes,cellular,2,success,no
5265,management,676,no,no,telephone,1,unknown,yes
6046,retired,921,no,no,telephone,2,unknown,yes
5499,blue-collar,337,no,no,unknown,4,unknown,no
2348,retired,2269,no,no,cellular,2,success,yes
1520,student,5169,yes,no,cellular,1,failure,yes
7195,student,188,yes,no,cellular,1,success,yes
3145,blue-collar,232,no,yes,cellular,1,unknown,no
3112,retired,4243,no,no,cellular,2,unknown,yes
3450,management,4314,yes,no,cellular,4,unknown,no
1377,admin.,270,no,no,cellular,1,unknown,yes
3899,services,508,yes,no,unknown,1,unknown,no
1588,management,1400,yes,no,cellular,3,unknown,yes
2668,management,397,yes,no,cellular,1,unknown,yes
1779,unemployed,2424,no,no,cellular,1,success,yes
199,management,20,no,no,cellular,2,unknown,yes
3699,technician,1901,no,no,cellular,2,unknown,no
2394,unemployed,1211,no,no,cellular,1,success,yes
1915,unemployed,381,yes,no,unknown,2,unknown,yes
1891,retired,-1206,yes,no,cellular,2,unknown,yes
2802,technician,304,no,no,cellular,2,unknown,no
7404,retired,1129,no,no,cellular,1,unknown,yes
4969,management,11835,yes,no,cellular,2,unknown,yes
3240,blue-collar,252,no,no,cellular,4,unknown,yes
3511,technician,1805,no,no,unknown,2,unknown,yes
7015,management,716,yes,yes,cellular,1,failure,no
1517,admin.,3221,no,no,cellular,2,other,yes
4762,retired,1612,no,no,cellular,2,unknown,yes
725,blue-collar,363,yes,no,unknown,6,unknown,no
4851,technician,49,no,no,cellular,10,unknown,no
828,blue-collar,4366,yes,no,unknown,3,unknown,no
5147,entrepreneur,558,yes,no,cellular,2,unknown,no
6355,blue-collar,97,yes,no,unknown,1,unknown,no
4558,blue-collar,435,yes,no,unknown,2,unknown,no
2270,self-employed,414,no,no,cellular,5,unknown,no
6119,blue-collar,23,yes,no,unknown,1,unknown,no
3500,technician,1612,no,no,cellular,2,other,yes
4192,management,282,no,no,cellular,2,success,yes
5068,technician,304,yes,no,cellular,2,unknown,no
5361,management,158,no,no,cellular,1,success,yes
5936,retired,0,no,no,cellular,1,unknown,yes
5234,unemployed,2551,no,no,cellular,2,unknown,yes
2239,services,36,yes,yes,cellular,1,unknown,yes
3603,housemaid,365,no,no,cellular,5,unknown,no
3593,management,3237,yes,no,unknown,3,unknown,no
5285,housemaid,70,no,no,cellular,1,unknown,yes
1507,housemaid,312,yes,yes,cellular,7,unknown,no
1608,unemployed,219,yes,no,unknown,1,unknown,no
1759,services,2050,yes,no,cellular,5,unknown,no
5438,blue-collar,2843,no,no,cellular,1,unknown,yes
189,admin.,46,no,no,cellular,2,unknown,no
1943,blue-collar,408,no,no,cellular,4,unknown,yes
3692,retired,1515,yes,no,cellular,1,failure,no
856,technician,517,yes,yes,cellular,3,failure,no
4007,services,2944,no,no,cellular,6,unknown,yes
599,management,1094,yes,no,cellular,1,unknown,yes
4110,admin.,57,no,yes,cellular,2,unknown,no
4396,blue-collar,-614,yes,no,unknown,2,unknown,no
156,housemaid,2152,no,no,unknown,2,unknown,yes
6105,technician,183,yes,no,cellular,3,failure,no
4094,entrepreneur,162,yes,no,cellular,2,unknown,no
3559,management,8295,no,no,cellular,2,success,yes
455,management,2044,yes,no,cellular,3,failure,no
3870,management,1468,yes,no,cellular,3,unknown,yes
3008,services,1165,yes,no,cellular,6,unknown,no
64,self-employed,235,yes,no,cellular,4,failure,no
579,technician,196,yes,no,cellular,1,unknown,no
3377,management,6138,no,no,cellular,2,failure,yes
3370,admin.,855,no,no,cellular,1,unknown,yes
6331,admin.,205,no,no,cellular,1,success,yes
3483,technician,801,no,no,cellular,5,unknown,yes
6790,services,0,yes,no,unknown,2,unknown,no
2071,blue-collar,1524,no,no,cellular,6,unknown,yes
2015,admin.,90,yes,no,cellular,2,failure,no
2967,technician,0,no,no,telephone,3,success,yes
5172,technician,344,no,no,cellular,16,unknown,yes
4017,blue-collar,3014,yes,no,cellular,2,unknown,no
627,management,1438,no,no,cellular,1,other,yes
5214,management,1147,no,no,cellular,1,failure,yes
2660,blue-collar,0,yes,no,cellular,6,unknown,no
6148,student,1215,no,no,cellular,3,failure,yes
5188,services,199,no,no,cellular,6,unknown,no
6885,self-employed,1616,no,no,telephone,7,unknown,yes
155,technician,0,no,no,cellular,2,unknown,no
2085,technician,0,yes,no,cellular,4,other,no
6310,student,834,no,no,cellular,1,unknown,yes
781,management,1795,no,no,cellular,7,unknown,yes
2320,technician,3308,no,no,cellular,2,unknown,yes
6180,management,2681,no,no,cellular,2,unknown,yes
6346,entrepreneur,379,yes,no,cellular,2,unknown,no
6913,unemployed,756,no,no,cellular,2,unknown,yes
4167,management,3576,no,no,cellular,2,success,yes
5343,services,3644,no,no,unknown,2,unknown,no
905,blue-collar,0,yes,no,unknown,1,unknown,no
4640,technician,549,no,no,cellular,1,unknown,yes
1038,management,3754,no,no,cellular,1,failure,yes
3245,technician,0,no,no,unknown,1,unknown,no
2332,services,335,yes,no,unknown,2,unknown,no
4338,management,85,yes,no,cellular,5,other,yes
6026,management,1277,no,no,cellular,5,failure,no
1383,management,5276,no,no,cellular,1,unknown,no
6229,technician,972,no,no,cellular,3,failure,no
3736,management,54,yes,yes,unknown,3,unknown,no
4552,technician,4790,yes,no,cellular,2,unknown,no
6712,management,0,no,no,cellular,1,unknown,no
512,blue-collar,2087,yes,no,cellular,1,failure,yes
3525,entrepreneur,306,yes,no,unknown,3,unknown,no
6546,self-employed,2376,no,no,cellular,1,unknown,yes
3006,blue-collar,215,no,no,cellular,1,unknown,no
6861,retired,0,yes,no,unknown,1,unknown,no
6126,student,1809,no,no,cellular,1,success,yes
5384,technician,981,yes,no,cellular,1,unknown,no
3214,management,171,no,no,cellular,3,unknown,no
3868,management,273,yes,no,cellular,6,success,yes
7154,management,318,yes,no,cellular,1,other,yes
570,retired,0,no,no,cellular,1,success,yes
3651,student,1819,no,no,cellular,3,unknown,yes
967,unemployed,1978,no,no,cellular,1,unknown,yes
3587,admin.,21,yes,no,cellular,3,unknown,no
1862,management,2161,no,no,cellular,2,success,yes
6371,unemployed,2245,no,no,cellular,2,unknown,yes
3470,technician,1,yes,no,unknown,2,unknown,no
3807,entrepreneur,2436,no,yes,cellular,3,unknown,yes
4593,technician,34,no,no,telephone,1,unknown,no
2628,blue-collar,272,no,no,cellular,2,success,yes
6356,retired,194,no,yes,cellular,5,unknown,no
1105,admin.,897,yes,no,cellular,2,failure,yes
139,technician,321,yes,yes,unknown,1,unknown,no
3076,blue-collar,1402,no,no,cellular,5,unknown,no
2289,services,9374,yes,no,cellular,8,failure,no
6859,blue-collar,498,no,no,cellular,1,unknown,yes
6840,blue-collar,462,yes,no,cellular,1,unknown,yes
195,blue-collar,297,no,no,cellular,4,unknown,yes
2287,technician,47,no,no,cellular,6,unknown,no
6237,blue-collar,1556,no,yes,cellular,1,unknown,no
4706,admin.,1633,no,no,cellular,1,success,yes
6195,technician,4,yes,yes,unknown,2,unknown,yes
6815,admin.,197,yes,no,cellular,1,failure,yes
6408,management,0,no,no,cellular,2,unknown,no
6284,technician,0,no,no,unknown,2,unknown,yes
7340,management,453,yes,no,unknown,2,unknown,no
2298,admin.,96,yes,no,unknown,2,unknown,no
2155,student,1189,no,no,cellular,1,unknown,yes
3126,technician,3043,no,no,cellular,2,unknown,yes
3859,unemployed,518,no,no,cellular,2,unknown,yes
298,management,101,yes,no,cellular,5,unknown,no
4649,self-employed,1011,no,no,cellular,1,unknown,yes
6786,admin.,2405,yes,no,cellular,1,failure,no
2539,management,451,yes,no,cellular,6,unknown,no
4326,technician,102,no,yes,cellular,2,unknown,yes
2466,management,64,no,no,unknown,1,unknown,yes
18,services,2597,yes,no,cellular,2,failure,no
1344,blue-collar,1,yes,no,cellular,1,unknown,no
1186,admin.,2470,no,no,telephone,1,unknown,yes
4548,management,3556,no,no,cellular,1,unknown,yes
6197,management,1601,no,no,cellular,5,unknown,no
7019,management,1945,no,no,unknown,1,unknown,no
2756,blue-collar,641,no,no,cellular,2,unknown,yes
3429,services,-522,yes,no,cellular,2,unknown,no
5976,admin.,-930,yes,no,cellular,1,unknown,yes
5732,services,443,no,no,telephone,1,unknown,no
2987,entrepreneur,4872,yes,no,cellular,3,unknown,no
2277,retired,800,no,no,cellular,1,unknown,yes
3843,blue-collar,113,yes,no,unknown,1,unknown,no
3432,technician,10925,no,no,cellular,1,unknown,yes
7361,technician,-479,no,no,cellular,1,unknown,no
6492,technician,1919,no,no,cellular,1,unknown,yes
4412,admin.,21,no,yes,cellular,1,failure,no
953,management,4945,no,no,cellular,1,other,yes
2441,admin.,1076,yes,no,cellular,2,other,no
1965,technician,4844,yes,no,cellular,1,unknown,no
6714,entrepreneur,219,yes,yes,cellular,4,unknown,no
323,services,7066,yes,no,cellular,3,other,yes
7194,services,491,yes,no,cellular,3,unknown,yes
7332,management,405,no,no,cellular,2,unknown,no
6739,retired,19,no,yes,cellular,3,unknown,no
1924,management,2986,no,no,cellular,1,other,yes
2474,blue-collar,0,yes,no,cellular,2,unknown,yes
1550,management,179,no,no,unknown,4,unknown,yes
186,technician,189,no,no,cellular,2,unknown,yes
5788,management,203,no,no,cellular,1,unknown,yes
2899,services,320,no,no,telephone,4,unknown,yes
5080,technician,60,no,no,cellular,2,unknown,no
1197,admin.,148,yes,no,cellular,4,failure,yes
6069,student,468,no,no,cellular,2,unknown,no
3509,technician,556,yes,no,unknown,1,unknown,no
4691,admin.,689,no,no,cellular,1,failure,no
5411,technician,395,no,no,cellular,1,success,yes
5008,blue-collar,7561,no,no,unknown,3,unknown,yes
1617,services,-195,yes,no,cellular,1,unknown,yes
5360,blue-collar,1319,no,no,telephone,2,unknown,no
1987,technician,116,yes,no,cellular,2,unknown,yes
2952,admin.,873,yes,no,unknown,3,unknown,yes
4952,unemployed,201,no,no,cellular,2,success,yes
372,technician,156,no,yes,cellular,3,unknown,yes
777,management,1506,no,no,cellular,4,unknown,yes
3350,services,1784,no,no,cellular,2,unknown,yes
4369,admin.,14,yes,yes,unknown,9,unknown,no
4923,student,108,no,no,cellular,1,success,yes
6587,admin.,321,no,no,cellular,1,other,yes
3312,management,241,yes,no,cellular,1,unknown,no
5507,self-employed,4418,yes,no,cellular,3,unknown,no
1458,blue-collar,740,yes,no,unknown,2,unknown,yes
3260,blue-collar,9,yes,no,cellular,3,unknown,no
4570,admin.,81,no,yes,cellular,1,unknown,no
3512,blue-collar,794,yes,no,cellular,1,other,no
4033,services,1649,yes,no,unknown,1,unknown,no
3623,retired,2064,no,no,cellular,2,failure,no
5759,self-employed,3003,no,no,cellular,3,unknown,no
2575,admin.,0,no,yes,telephone,3,unknown,yes
3417,entrepreneur,350,yes,no,cellular,2,unknown,no
776,management,72,yes,no,cellular,2,failure,no
3938,retired,3203,no,no,cellular,1,unknown,yes
3020,management,543,yes,no,unknown,3,unknown,no
4549,management,730,yes,no,cellular,1,unknown,yes
3790,self-employed,121,yes,no,unknown,2,unknown,yes
4535,housemaid,302,yes,no,cellular,2,unknown,no
6745,management,297,yes,no,cellular,2,unknown,yes
757,services,71,yes,no,cellular,2,unknown,no
3824,blue-collar,1085,yes,yes,cellular,2,other,yes
676,retired,1853,no,no,telephone,1,success,yes
7075,self-employed,28,no,yes,unknown,3,unknown,no
2869,self-employed,762,no,no,cellular,3,unknown,no
1442,student,97,no,no,cellular,1,unknown,no
3160,admin.,0,yes,no,cellular,1,unknown,no
1470,management,203,no,no,cellular,2,unknown,no
1574,technician,432,no,no,cellular,8,unknown,no
4702,services,133,no,no,cellular,2,success,yes
2961,admin.,200,no,no,cellular,1,unknown,yes
6135,technician,161,no,yes,cellular,2,unknown,no
2446,management,1276,no,no,cellular,2,unknown,yes
6804,admin.,51,yes,yes,cellular,1,success,yes
2379,services,-8,yes,no,unknown,1,unknown,yes
6974,blue-collar,399,no,no,cellular,1,unknown,no
210,admin.,0,yes,no,cellular,1,unknown,yes
5131,admin.,2223,no,no,cellular,1,unknown,yes
6301,services,323,no,no,cellular,2,failure,yes
2861,blue-collar,147,yes,no,cellular,1,failure,no
3087,services,0,yes,no,telephone,1,unknown,no
6345,services,111,no,yes,cellular,1,unknown,no
2643,blue-collar,543,yes,no,cellular,1,unknown,no
3636,blue-collar,-19,yes,no,cellular,1,failure,yes
4908,retired,154,no,no,cellular,5,failure,yes
1823,technician,0,no,no,cellular,5,other,yes
3030,unemployed,15,no,no,cellular,1,unknown,yes
3920,blue-collar,732,yes,no,unknown,1,unknown,no
5830,blue-collar,272,no,no,cellular,2,unknown,yes
1970,technician,316,no,no,cellular,4,unknown,no
1792,management,597,no,no,unknown,1,unknown,yes
6961,blue-collar,168,yes,no,cellular,2,unknown,no
6145,admin.,437,yes,no,cellular,3,failure,no
5480,admin.,-261,no,yes,cellular,1,unknown,no
4958,services,49,no,no,unknown,1,unknown,no
4930,retired,52,no,no,unknown,3,unknown,no
2256,admin.,8,yes,no,unknown,18,unknown,no
3007,blue-collar,206,yes,no,unknown,2,unknown,no
4664,technician,133,no,no,cellular,2,success,yes
5134,services,247,yes,no,cellular,2,unknown,no
2849,services,803,yes,no,cellular,4,failure,yes
3761,student,2530,no,no,cellular,1,unknown,yes
1193,services,5801,yes,no,unknown,2,unknown,no
6002,management,310,no,no,unknown,4,unknown,no
5266,services,0,no,no,cellular,6,unknown,no
665,entrepreneur,144,no,yes,cellular,1,unknown,no
6464,retired,11,yes,yes,cellular,10,unknown,no
3850,unemployed,1291,no,no,cellular,1,success,yes
1611,services,528,no,no,cellular,2,unknown,no
5052,management,73,no,no,cellular,2,unknown,yes
3733,retired,5715,no,no,cellular,5,success,yes
4956,technician,100,no,no,cellular,2,unknown,yes
7063,technician,2485,no,no,telephone,6,unknown,no
376,management,58,yes,no,cellular,3,unknown,no
1171,technician,-302,no,no,cellular,2,unknown,no
1492,technician,1636,yes,no,cellular,1,success,yes
2140,services,281,yes,yes,cellular,1,unknown,no
4943,admin.,1022,yes,no,unknown,2,unknown,no
4128,management,589,no,no,cellular,2,unknown,yes
1756,blue-collar,245,yes,no,cellular,1,unknown,no
328,blue-collar,199,yes,no,unknown,3,unknown,no
4014,technician,1539,yes,no,cellular,1,other,yes
3209,services,1884,yes,no,cellular,1,unknown,no
1542,management,2155,no,yes,cellular,2,success,yes
3848,unemployed,25,no,no,cellular,2,unknown,yes
4362,unknown,2443,no,no,unknown,8,unknown,no
2932,management,557,yes,no,cellular,1,unknown,no
4729,admin.,949,no,no,cellular,1,unknown,yes
6572,services,0,yes,no,unknown,1,unknown,no
2862,management,792,no,no,cellular,14,unknown,yes
4253,technician,726,yes,no,cellular,1,unknown,no
4468,technician,377,yes,no,unknown,3,unknown,yes
78,self-employed,951,yes,no,cellular,2,unknown,no
6529,technician,191,no,no,cellular,5,unknown,no
5871,management,5474,no,no,cellular,5,unknown,yes
1210,blue-collar,934,yes,no,unknown,2,unknown,no
441,technician,384,no,no,cellular,3,unknown,no
5140,technician,208,no,no,cellular,7,unknown,yes
5899,admin.,985,yes,no,cellular,2,success,yes
4587,blue-collar,229,yes,no,cellular,1,unknown,no
6378,services,473,yes,no,cellular,1,unknown,no
6267,student,722,no,no,telephone,2,unknown,yes
6516,services,486,no,yes,telephone,1,unknown,yes
3051,services,0,yes,no,cellular,13,unknown,yes
1395,blue-collar,100,yes,no,unknown,2,unknown,no
5167,admin.,994,no,no,cellular,1,success,yes
2515,technician,523,yes,no,cellular,1,failure,yes
6642,admin.,4253,yes,no,cellular,1,unknown,no
951,technician,8,no,no,cellular,2,unknown,no
1150,self-employed,426,yes,no,unknown,1,unknown,no
1753,management,0,no,no,cellular,1,other,no
4162,services,315,no,no,cellular,1,unknown,no
7135,management,611,no,no,cellular,1,unknown,yes
2852,technician,5763,no,yes,cellular,2,unknown,yes
5651,admin.,4196,no,no,telephone,2,unknown,no
5,admin.,4803,no,no,cellular,2,unknown,yes
4748,retired,443,no,no,cellular,1,unknown,yes
3318,services,760,no,no,unknown,13,unknown,no
4519,student,110,yes,no,unknown,3,unknown,no
427,technician,367,no,no,cellular,2,unknown,yes
2342,self-employed,66,yes,no,unknown,5,unknown,no
1898,blue-collar,2850,no,no,unknown,2,unknown,no
2051,management,560,no,no,cellular,1,failure,yes
1878,management,4152,yes,no,cellular,2,other,yes
6096,unemployed,0,no,no,unknown,1,unknown,no
2853,management,709,yes,no,cellular,1,unknown,no
3727,management,65,yes,no,unknown,2,unknown,no
4944,blue-collar,431,yes,no,cellular,2,failure,no
4380,management,792,no,no,cellular,7,unknown,yes
1723,student,132,no,no,cellular,1,success,yes
3181,services,-384,yes,no,cellular,1,unknown,no
6939,self-employed,242,yes,no,cellular,4,unknown,no
6499,services,8806,yes,no,unknown,1,unknown,no
999,housemaid,314,no,no,unknown,2,unknown,no
3963,technician,-215,no,no,unknown,5,unknown,yes
4170,student,8165,no,no,cellular,1,unknown,yes
5468,blue-collar,1758,yes,no,unknown,3,unknown,yes
3808,management,354,no,yes,cellular,4,other,no
6179,blue-collar,455,yes,no,unknown,3,unknown,no
4373,management,630,no,no,cellular,1,other,yes
2723,management,879,yes,no,cellular,1,failure,yes
428,entrepreneur,-242,yes,no,cellular,3,unknown,yes
4684,retired,22,no,no,unknown,4,unknown,no
3302,management,0,yes,no,cellular,1,success,yes
3383,technician,5122,yes,no,cellular,1,failure,no
3310,technician,114,no,no,cellular,3,unknown,yes
5369,housemaid,9228,no,no,cellular,4,unknown,yes
6271,housemaid,234,no,no,cellular,1,unknown,no
5494,technician,-205,yes,yes,cellular,1,unknown,no
3361,technician,-74,yes,no,cellular,4,unknown,no
3924,services,145,yes,no,cellular,1,other,no
4975,technician,568,yes,no,cellular,1,unknown,yes
1622,blue-collar,1515,yes,no,cellular,1,unknown,yes
4698,management,81,yes,no,cellular,1,unknown,no
5106,technician,2388,no,no,cellular,1,unknown,no
4720,technician,337,yes,no,cellular,4,unknown,no
2437,blue-collar,766,yes,no,unknown,3,unknown,no
4686,management,284,yes,yes,cellular,5,unknown,no
5003,management,502,no,no,cellular,2,other,no
5710,technician,1982,yes,yes,cellular,1,unknown,yes
4906,admin.,2033,no,no,cellular,4,unknown,no
677,technician,247,no,no,cellular,6,unknown,yes
3923,student,0,no,no,telephone,6,unknown,no
1842,management,561,no,no,cellular,1,unknown,no
4563,blue-collar,955,no,yes,cellular,1,success,yes
838,technician,791,yes,no,unknown,2,unknown,no
21,management,0,yes,no,cellular,2,success,yes
1482,entrepreneur,2109,no,no,cellular,1,success,no
1923,self-employed,1636,no,no,cellular,1,unknown,no
5206,services,1746,yes,no,cellular,1,failure,no
3422,retired,2575,no,no,telephone,2,unknown,yes
5702,management,0,yes,no,telephone,2,unknown,no
992,unemployed,463,no,no,cellular,4,unknown,no
336,retired,247,no,no,cellular,2,unknown,yes
6025,technician,1368,no,no,cellular,1,other,yes
