,age,balance,contact,campaign,pdays,poutcome,deposit
4300,38,495,unknown,1,-1,unknown,no
6287,31,371,cellular,1,-1,unknown,no
1442,52,659,cellular,1,-1,unknown,yes
4625,30,4168,cellular,1,-1,unknown,no
2788,44,2885,unknown,3,-1,unknown,no
1611,58,853,unknown,2,-1,unknown,yes
4564,25,102,cellular,2,-1,unknown,yes
1075,31,2744,cellular,2,-1,unknown,no
4547,62,4692,cellular,1,-1,unknown,no
4423,41,943,unknown,3,-1,unknown,no
7377,49,228,cellular,1,-1,unknown,yes
6705,42,9324,cellular,4,-1,unknown,no
7035,28,171,cellular,1,87,success,yes
3520,25,3730,cellular,1,-1,unknown,yes
4875,58,2155,cellular,2,182,success,yes
5834,37,789,cellular,1,190,other,no
1520,44,0,cellular,1,272,failure,yes
3978,38,381,unknown,2,-1,unknown,no
3485,33,1120,cellular,2,-1,unknown,yes
102,33,15341,cellular,1,334,failure,no
5956,37,-170,unknown,1,-1,unknown,no
305,55,12972,telephone,1,-1,unknown,yes
1796,30,2371,cellular,1,384,other,yes
2136,41,3140,unknown,9,-1,unknown,no
7503,46,273,cellular,1,105,failure,yes
1428,51,1178,cellular,2,-1,unknown,no
1336,29,488,cellular,1,-1,unknown,no
1569,50,3176,cellular,1,-1,unknown,yes
3090,39,953,cellular,6,232,other,no
2137,41,128,cellular,2,-1,unknown,no
2142,31,3364,cellular,1,-1,unknown,no
6149,49,1,telephone,3,175,success,yes
7671,35,-180,cellular,2,-1,unknown,yes
1913,38,4174,cellular,2,184,failure,yes
4364,33,285,unknown,1,-1,unknown,no
3143,29,1386,unknown,1,-1,unknown,no
7187,51,67,unknown,1,-1,unknown,yes
1677,58,544,unknown,1,-1,unknown,no
4740,30,-346,cellular,1,-1,unknown,no
3231,41,663,cellular,1,-1,unknown,yes
7754,38,1637,cellular,1,-1,unknown,no
4228,31,159,cellular,1,182,failure,no
7639,40,87,cellular,3,-1,unknown,yes
7136,35,0,unknown,1,-1,unknown,yes
6185,34,174,telephone,4,-1,unknown,no
1054,71,2887,cellular,1,-1,unknown,yes
246,53,2557,cellular,4,182,success,no
3300,64,466,cellular,1,-1,unknown,yes
4355,57,2112,cellular,2,-1,unknown,yes
3254,37,165,cellular,1,83,other,no
2191,28,2840,cellular,5,-1,unknown,yes
421,46,993,unknown,1,-1,unknown,no
5018,72,1612,cellular,2,-1,unknown,yes
7516,37,461,unknown,2,-1,unknown,no
5738,30,-522,cellular,2,286,failure,yes
3291,54,24,cellular,10,-1,unknown,no
4201,29,572,cellular,1,195,success,yes
2464,43,66,unknown,5,-1,unknown,no
798,45,396,cellular,1,-1,unknown,no
4878,59,-22,unknown,3,-1,unknown,yes
6574,35,149,cellular,3,349,other,yes
2330,30,2995,cellular,1,-1,unknown,no
1391,32,6746,cellular,1,-1,unknown,yes
5583,46,117,cellular,2,-1,unknown,no
616,57,91,unknown,3,-1,unknown,no
4178,56,-1,cellular,3,-1,unknown,no
7316,33,335,cellular,2,177,failure,yes
5521,72,0,telephone,1,-1,unknown,no
7317,24,86,unknown,2,-1,unknown,no
6150,42,1406,cellular,1,-1,unknown,no
7185,36,-633,cellular,1,-1,unknown,no
943,52,1639,cellular,1,-1,unknown,no
4096,26,461,cellular,1,-1,unknown,no
3516,29,5763,cellular,2,92,success,no
5906,51,3413,cellular,7,-1,unknown,no
2151,41,2490,unknown,2,-1,unknown,no
7466,36,3935,unknown,6,-1,unknown,no
5756,38,4874,unknown,3,-1,unknown,no
367,47,2232,cellular,1,103,success,yes
433,23,870,cellular,4,-1,unknown,yes
6043,32,1273,cellular,2,328,failure,yes
7634,40,5060,unknown,1,-1,unknown,yes
1982,58,1387,unknown,5,-1,unknown,no
871,40,1855,telephone,6,-1,unknown,yes
3095,35,13,cellular,1,-1,unknown,no
4333,32,17,cellular,4,-1,unknown,no
1994,30,880,unknown,6,-1,unknown,yes
5911,56,382,cellular,2,-1,unknown,no
1318,58,2094,cellular,2,-1,unknown,no
1917,55,9756,cellular,2,95,other,yes
7727,31,453,unknown,2,-1,unknown,no
3030,46,-27,cellular,1,-1,unknown,no
5704,47,0,unknown,2,-1,unknown,no
6114,52,293,unknown,1,-1,unknown,yes
3241,35,33,cellular,2,-1,unknown,no
4859,57,2743,cellular,1,-1,unknown,no
4689,43,515,cellular,1,-1,unknown,no
920,19,60,cellular,1,-1,unknown,no
6988,49,2356,telephone,2,-1,unknown,no
3296,33,258,cellular,4,-1,unknown,yes
4229,37,630,cellular,1,87,success,yes
7541,38,7752,cellular,4,-1,unknown,no
3727,52,5361,cellular,3,-1,unknown,yes
1164,41,406,unknown,1,-1,unknown,no
4847,34,2321,cellular,2,99,failure,no
3625,46,3354,cellular,1,174,success,yes
4001,28,598,cellular,1,288,failure,yes
1935,46,3317,cellular,2,-1,unknown,no
7574,35,188,cellular,1,78,success,yes
6105,31,0,cellular,4,-1,unknown,yes
6204,40,106,unknown,2,-1,unknown,yes
4317,44,11016,unknown,3,-1,unknown,no
7789,26,78,telephone,1,-1,unknown,no
6643,47,66,cellular,1,-1,unknown,yes
4145,49,395,cellular,5,-1,unknown,yes
7260,30,418,unknown,1,-1,unknown,no
5414,44,1308,unknown,1,-1,unknown,no
2169,61,86,cellular,1,94,success,yes
3578,37,1449,unknown,1,-1,unknown,no
7745,28,377,cellular,1,-1,unknown,yes
5973,30,617,cellular,2,-1,unknown,yes
4497,31,1626,unknown,1,-1,unknown,no
4029,31,0,unknown,2,-1,unknown,no
7748,39,1435,cellular,1,296,other,yes
6162,78,3417,cellular,1,181,success,yes
4223,40,3430,cellular,3,-1,unknown,no
3116,51,469,cellular,1,182,success,yes
1260,34,3047,cellular,1,160,other,yes
1991,21,215,cellular,1,89,success,yes
2838,32,128,cellular,3,-1,unknown,no
6698,60,523,cellular,3,-1,unknown,yes
3886,41,4063,cellular,5,172,failure,no
4987,37,483,cellular,1,-1,unknown,no
3980,32,41,cellular,5,-1,unknown,yes
1734,25,76,cellular,4,-1,unknown,no
1414,33,409,cellular,1,97,success,yes
1470,33,0,cellular,2,-1,unknown,no
2428,32,182,cellular,1,-1,unknown,no
7667,47,820,cellular,1,91,success,yes
5262,51,-637,cellular,2,-1,unknown,no
3536,47,1784,cellular,2,-1,unknown,yes
6611,48,0,unknown,4,-1,unknown,no
5873,35,855,cellular,1,300,success,yes
4930,51,340,unknown,1,-1,unknown,no
4924,48,1355,cellular,7,-1,unknown,no
2862,48,104,cellular,1,-1,unknown,no
3911,58,10180,cellular,2,-1,unknown,yes
6306,57,207,unknown,1,-1,unknown,no
6661,44,1090,cellular,4,532,other,yes
4968,31,354,cellular,2,-1,unknown,yes
4804,32,310,unknown,1,-1,unknown,no
6170,41,429,unknown,1,-1,unknown,no
7601,28,0,unknown,4,-1,unknown,no
6074,31,3511,cellular,1,96,success,yes
7504,36,9,cellular,4,-1,unknown,yes
4912,45,0,cellular,10,-1,unknown,no
4010,57,3518,cellular,3,-1,unknown,yes
431,52,1000,cellular,2,-1,unknown,yes
5162,59,3237,unknown,3,-1,unknown,no
0,55,1662,cellular,2,-1,unknown,yes
7646,32,484,cellular,6,187,success,yes
5825,55,27624,telephone,1,-1,unknown,yes
1474,40,100,unknown,2,-1,unknown,no
52,58,3161,telephone,2,-1,unknown,yes
2500,36,115,cellular,2,-1,unknown,no
7191,26,192,unknown,1,-1,unknown,no
6960,38,385,telephone,1,-1,unknown,yes
3945,41,3123,cellular,2,135,failure,yes
7303,46,0,cellular,5,-1,unknown,no
6330,80,155,telephone,1,93,success,yes
5527,36,96,cellular,1,-1,unknown,yes
1694,50,223,cellular,5,-1,unknown,no
996,31,0,cellular,3,-1,unknown,no
5533,31,477,cellular,5,-1,unknown,no
5492,47,0,cellular,1,-1,unknown,no
3314,35,141,cellular,1,-1,unknown,yes
2710,53,0,cellular,2,-1,unknown,no
4745,51,0,cellular,3,-1,unknown,yes
2505,37,3913,cellular,1,-1,unknown,yes
2618,32,200,cellular,1,29,failure,yes
1083,32,13711,cellular,1,175,success,no
6518,37,1000,cellular,1,-1,unknown,yes
3045,59,2239,cellular,6,90,success,yes
3527,35,354,cellular,3,-1,unknown,yes
1463,52,291,cellular,3,-1,unknown,no
2798,38,76,cellular,2,287,failure,no
7675,22,0,cellular,6,-1,unknown,yes
5265,72,5715,cellular,1,181,success,yes
4089,48,292,cellular,1,79,success,yes
5261,34,262,cellular,1,-1,unknown,yes
6987,37,106,cellular,1,392,failure,yes
5198,64,4787,cellular,1,182,success,yes
6898,34,87,unknown,2,-1,unknown,no
2054,27,3933,cellular,3,-1,unknown,yes
2676,42,1189,unknown,3,-1,unknown,no
6719,22,1232,cellular,1,430,other,yes
2510,53,459,cellular,1,-1,unknown,yes
1530,48,46,cellular,2,180,failure,yes
2768,40,236,unknown,2,-1,unknown,no
7611,33,0,cellular,2,-1,unknown,yes
5715,44,205,cellular,1,-1,unknown,yes
4833,49,12531,cellular,8,-1,unknown,no
1056,46,10,cellular,7,-1,unknown,no
36,47,6651,cellular,1,412,failure,yes
2077,35,328,cellular,2,-1,unknown,yes
2498,34,0,cellular,1,84,failure,yes
1293,31,430,cellular,2,-1,unknown,no
1102,45,781,cellular,2,126,failure,yes
5530,34,-311,unknown,2,-1,unknown,no
5567,38,70,cellular,1,-1,unknown,yes
1009,53,-601,unknown,2,-1,unknown,no
5589,34,294,cellular,1,184,success,yes
602,33,2066,cellular,1,749,failure,yes
5672,28,981,cellular,1,-1,unknown,no
63,37,5953,cellular,1,-1,unknown,no
3301,52,152,cellular,6,-1,unknown,yes
3734,32,1331,cellular,1,92,failure,yes
7585,48,292,cellular,6,-1,unknown,no
5379,33,66,cellular,2,-1,unknown,yes
6244,50,400,cellular,2,-1,unknown,no
3678,25,483,cellular,1,86,success,no
5132,41,1536,cellular,1,95,failure,yes
6462,67,704,cellular,2,97,success,yes
6245,63,2,cellular,2,93,success,no
137,50,797,unknown,1,-1,unknown,no
7228,44,1791,cellular,1,190,success,yes
7685,33,5034,unknown,3,-1,unknown,no
6454,36,1466,unknown,1,-1,unknown,no
2773,70,482,telephone,1,181,success,yes
2894,40,395,cellular,4,-1,unknown,yes
6110,38,3278,cellular,14,-1,unknown,yes
6467,27,3104,unknown,2,-1,unknown,no
2487,50,810,cellular,1,103,success,yes
4368,33,-27,unknown,1,-1,unknown,no
3711,29,2178,cellular,2,139,other,yes
3915,29,1934,cellular,1,-1,unknown,yes
1322,27,821,unknown,1,778,other,no
1042,30,127,cellular,6,368,other,no
5251,30,411,cellular,3,149,failure,yes
5431,53,20,cellular,2,-1,unknown,no
1105,54,198,cellular,1,171,failure,no
4590,36,2176,unknown,2,-1,unknown,no
4451,26,714,unknown,1,-1,unknown,no
99,32,235,telephone,6,-1,unknown,no
7681,47,2892,unknown,1,-1,unknown,yes
4687,54,212,cellular,4,-1,unknown,no
5971,63,0,cellular,5,-1,unknown,yes
1248,46,875,cellular,3,353,failure,no
7277,36,162,cellular,2,-1,unknown,no
403,34,127,cellular,1,-1,unknown,yes
583,29,7863,cellular,1,-1,unknown,yes
4566,35,113,cellular,2,-1,unknown,yes
1593,48,-110,unknown,2,-1,unknown,no
2752,57,-1,unknown,2,-1,unknown,yes
7055,30,330,cellular,1,80,success,yes
6704,36,776,cellular,3,-1,unknown,yes
193,43,184,cellular,11,-1,unknown,yes
5481,36,625,cellular,9,-1,unknown,yes
1348,45,86,cellular,5,-1,unknown,no
5796,38,0,cellular,1,-1,unknown,no
769,40,877,cellular,3,177,failure,no
3470,46,1342,cellular,1,-1,unknown,no
6449,37,1610,unknown,2,-1,unknown,no
1019,38,2008,cellular,1,-1,unknown,no
2711,78,4807,telephone,4,-1,unknown,yes
1747,31,-454,unknown,2,-1,unknown,no
3367,54,12018,cellular,2,-1,unknown,yes
2557,34,8,cellular,2,-1,unknown,no
7740,60,473,cellular,2,8,other,no
2248,56,73,cellular,4,-1,unknown,yes
4867,41,0,cellular,2,-1,unknown,no
755,33,331,unknown,3,-1,unknown,no
4461,32,64,cellular,4,105,failure,yes
1110,38,25,cellular,2,-1,unknown,yes
4520,34,560,unknown,3,-1,unknown,no
7372,37,10465,unknown,6,-1,unknown,no
2924,65,343,telephone,2,-1,unknown,no
7591,46,1353,cellular,5,-1,unknown,yes
5842,43,0,cellular,1,-1,unknown,yes
5721,48,2263,cellular,2,-1,unknown,yes
2207,49,4976,cellular,1,-1,unknown,no
7802,36,179,cellular,8,-1,unknown,no
3914,37,0,cellular,1,-1,unknown,yes
1236,73,5539,telephone,1,-1,unknown,yes
7101,58,19,cellular,3,-1,unknown,no
1195,51,0,unknown,7,-1,unknown,no
4980,67,1443,cellular,1,-1,unknown,yes
3107,30,117,cellular,1,-1,unknown,no
6893,51,41,telephone,43,-1,unknown,no
3114,61,10861,cellular,2,259,success,yes
1423,30,128,unknown,1,-1,unknown,no
6461,51,0,cellular,1,84,other,no
4161,27,489,cellular,4,-1,unknown,yes
1276,38,547,unknown,4,-1,unknown,no
5896,43,800,cellular,1,-1,unknown,yes
6854,40,0,cellular,1,201,failure,no
3823,50,230,telephone,4,-1,unknown,yes
4020,33,7,cellular,1,148,failure,no
7768,29,1026,cellular,2,92,success,yes
76,36,172,unknown,1,-1,unknown,no
2732,36,0,cellular,1,-1,unknown,no
5833,38,1627,unknown,9,-1,unknown,yes
2903,51,-461,unknown,2,-1,unknown,no
7494,35,1629,cellular,4,-1,unknown,yes
1269,22,1522,cellular,2,-1,unknown,yes
106,25,2228,cellular,1,-1,unknown,yes
7034,55,3297,telephone,1,-1,unknown,no
6078,48,568,cellular,2,386,success,yes
6153,32,386,cellular,1,-1,unknown,yes
965,44,2982,unknown,2,-1,unknown,no
5285,30,5389,cellular,3,-1,unknown,yes
5225,47,3237,unknown,3,-1,unknown,no
2198,25,347,cellular,1,-1,unknown,yes
7348,31,181,cellular,1,-1,unknown,yes
6378,40,3571,unknown,3,-1,unknown,no
5948,60,0,unknown,1,-1,unknown,no
4932,42,13410,cellular,2,-1,unknown,no
7105,46,190,cellular,2,-1,unknown,no
7403,52,-191,unknown,1,-1,unknown,yes
5420,22,549,cellular,1,-1,unknown,no
4009,40,27,cellular,6,-1,unknown,no
2215,47,1880,unknown,2,-1,unknown,no
4310,37,241,cellular,1,371,failure,no
518,47,0,cellular,2,-1,unknown,yes
2230,29,1070,unknown,1,357,other,yes
1635,29,0,cellular,2,337,failure,yes
1763,52,872,telephone,6,335,other,no
5341,61,967,cellular,1,-1,unknown,no
6750,52,4675,cellular,3,-1,unknown,yes
662,31,181,cellular,2,93,success,yes
2111,33,2976,cellular,2,95,other,no
6780,35,437,unknown,1,-1,unknown,yes
6767,27,802,cellular,1,-1,unknown,yes
7776,24,4500,cellular,2,-1,unknown,yes
7771,49,128,cellular,2,-1,unknown,yes
89,28,655,unknown,2,-1,unknown,no
7160,30,5359,cellular,1,191,success,yes
696,35,1859,cellular,2,-1,unknown,no
5865,27,592,cellular,3,-1,unknown,no
7669,44,4087,unknown,5,-1,unknown,no
2458,34,2838,cellular,3,-1,unknown,yes
2364,49,1096,cellular,1,303,failure,no
4815,42,16,unknown,1,-1,unknown,no
5500,54,122,cellular,3,-1,unknown,no
7729,29,265,cellular,1,-1,unknown,yes
4012,35,2436,cellular,3,-1,unknown,yes
3042,55,42,telephone,2,-1,unknown,no
6886,63,2707,telephone,4,-1,unknown,no
6393,27,468,cellular,2,-1,unknown,no
1258,73,508,cellular,1,-1,unknown,yes
4000,43,3518,cellular,2,196,success,yes
146,39,2303,unknown,3,-1,unknown,yes
565,44,1697,unknown,2,-1,unknown,yes
1930,37,1113,cellular,2,183,success,yes
7717,52,484,unknown,1,-1,unknown,no
1896,28,198,cellular,2,-1,unknown,yes
6869,56,486,telephone,1,-1,unknown,yes
6958,60,12039,telephone,1,187,success,yes
7575,44,3932,unknown,2,-1,unknown,no
7061,36,222,unknown,1,-1,unknown,no
5098,49,159,unknown,3,-1,unknown,no
7627,33,891,cellular,2,-1,unknown,yes
3669,59,235,cellular,2,-1,unknown,no
3545,56,1137,telephone,1,-1,unknown,yes
3612,44,294,cellular,3,-1,unknown,yes
3775,32,255,cellular,5,-1,unknown,no
6727,30,426,telephone,4,111,failure,no
5517,44,1371,cellular,3,363,other,no
1187,47,4189,cellular,3,-1,unknown,yes
5702,43,2478,cellular,1,230,failure,no
7431,44,5781,cellular,1,-1,unknown,no
2253,49,0,cellular,1,-1,unknown,yes
1,39,-3058,cellular,3,-1,unknown,yes
6635,35,304,cellular,1,-1,unknown,yes
3155,29,970,cellular,1,-1,unknown,no
7770,56,8163,cellular,4,-1,unknown,yes
7484,28,78,cellular,3,310,failure,yes
4272,35,2161,cellular,2,181,success,yes
6994,46,-119,cellular,3,-1,unknown,no
3271,42,849,cellular,1,321,other,yes
7238,20,829,cellular,3,202,success,yes
7084,51,2095,cellular,4,-1,unknown,no
2410,33,816,cellular,2,503,failure,yes
6859,44,5773,unknown,6,-1,unknown,yes
1711,61,10861,cellular,1,91,success,yes
3567,46,0,unknown,1,-1,unknown,no
3374,50,3764,telephone,2,99,failure,yes
5952,39,-974,cellular,4,-1,unknown,no
2146,31,136,cellular,2,267,failure,yes
6530,33,4,unknown,2,-1,unknown,yes
1989,38,2139,unknown,1,-1,unknown,no
1397,36,6641,cellular,4,-1,unknown,no
1424,41,-19,unknown,1,-1,unknown,no
1306,77,820,telephone,2,181,success,yes
7236,34,0,cellular,2,98,other,no
4409,33,300,cellular,5,-1,unknown,yes
4134,37,0,telephone,6,-1,unknown,no
3604,45,1309,cellular,1,-1,unknown,yes
2045,34,18777,cellular,1,-1,unknown,no
108,52,193,cellular,1,269,failure,yes
5400,42,349,cellular,2,-1,unknown,no
483,35,1800,unknown,1,-1,unknown,no
7441,25,480,cellular,1,-1,unknown,yes
5992,28,157,cellular,2,-1,unknown,no
2435,33,870,cellular,3,-1,unknown,no
3584,37,0,cellular,6,245,other,no
1383,35,2823,cellular,1,-1,unknown,no
5654,35,204,cellular,1,-1,unknown,yes
4436,66,3473,cellular,2,-1,unknown,no
2441,38,172,cellular,1,-1,unknown,yes
5799,34,16,cellular,1,-1,unknown,yes
6674,44,2422,cellular,2,269,failure,no
5065,46,469,cellular,1,264,other,no
7398,31,12569,cellular,1,295,failure,yes
5838,38,3834,cellular,2,327,failure,no
5418,48,1000,cellular,2,-1,unknown,no
506,49,1556,cellular,3,-1,unknown,no
4735,37,7433,cellular,3,-1,unknown,yes
6557,40,738,cellular,2,258,failure,no
5776,30,578,unknown,4,-1,unknown,no
4407,38,676,cellular,3,-1,unknown,no
6470,38,226,unknown,3,-1,unknown,yes
4655,26,3178,cellular,1,-1,unknown,no
83,57,427,cellular,1,-1,unknown,no
5930,23,794,cellular,3,171,other,yes
1039,39,2226,unknown,1,-1,unknown,no
6106,38,211,cellular,2,-1,unknown,no
5998,32,2974,cellular,1,4,failure,yes
3797,38,0,cellular,6,-1,unknown,no
5522,35,-701,cellular,3,-1,unknown,no
3464,72,0,cellular,3,-1,unknown,yes
863,47,0,cellular,1,-1,unknown,yes
4100,31,-205,cellular,1,579,failure,yes
4956,33,133,cellular,2,274,success,yes
5565,81,243,cellular,1,-1,unknown,yes
3294,52,-309,unknown,2,-1,unknown,yes
1518,55,602,cellular,1,98,success,yes
6089,48,183,unknown,1,-1,unknown,yes
1280,59,287,cellular,2,242,failure,no
6606,25,722,telephone,2,-1,unknown,yes
3422,33,607,cellular,2,-1,unknown,yes
6618,37,1110,telephone,11,-1,unknown,yes
3431,35,6659,unknown,1,-1,unknown,no
5374,28,6784,cellular,1,115,other,yes
3082,37,0,cellular,2,182,success,yes
350,49,1830,cellular,1,179,success,yes
279,33,0,cellular,1,-1,unknown,no
2222,48,2235,unknown,2,-1,unknown,no
141,52,425,cellular,2,254,failure,no
2843,61,3140,cellular,4,98,unknown,yes
4676,60,4256,cellular,3,761,other,yes
3878,59,7049,cellular,1,163,failure,yes
1828,27,197,telephone,1,-1,unknown,no
4664,45,46,cellular,1,-1,unknown,no
285,55,0,unknown,2,-1,unknown,yes
4108,46,361,unknown,7,-1,unknown,no
3765,40,290,unknown,1,-1,unknown,no
7695,42,534,cellular,1,-1,unknown,no
1934,79,8304,telephone,9,-1,unknown,yes
7358,51,0,unknown,3,-1,unknown,no
7098,61,0,telephone,13,-1,unknown,no
1950,51,129,cellular,2,-1,unknown,yes
255,28,1579,cellular,1,91,failure,yes
4363,38,3436,cellular,4,-1,unknown,yes
7565,60,414,cellular,1,-1,unknown,no
6022,61,4608,cellular,1,-1,unknown,yes
7544,73,1641,cellular,2,-1,unknown,yes
1909,51,385,cellular,2,-1,unknown,no
968,33,719,cellular,2,316,failure,yes
1197,19,372,telephone,3,-1,unknown,yes
6491,32,659,cellular,6,-1,unknown,no
6930,39,76,cellular,1,183,success,yes
1907,50,363,unknown,1,-1,unknown,yes
6478,32,2018,cellular,1,-1,unknown,yes
2571,25,86,cellular,2,-1,unknown,no
4819,36,0,cellular,6,-1,unknown,yes
7707,51,726,cellular,8,-1,unknown,yes
3036,55,1102,unknown,2,-1,unknown,no
575,25,220,cellular,1,-1,unknown,no
340,39,942,cellular,3,267,other,yes
4925,37,655,cellular,6,-1,unknown,no
734,36,1224,cellular,1,374,success,yes
6871,35,991,cellular,3,-1,unknown,yes
1986,32,974,unknown,1,-1,unknown,no
3510,30,364,cellular,2,-1,unknown,yes
3456,23,94,unknown,1,-1,unknown,no
5090,52,1228,cellular,1,-1,unknown,yes
5828,39,215,cellular,4,-1,unknown,yes
4349,73,1609,cellular,2,-1,unknown,yes
2699,56,616,unknown,1,-1,unknown,no
7289,39,34,cellular,3,-1,unknown,no
3193,57,260,unknown,3,-1,unknown,no
6367,32,718,cellular,1,-1,unknown,yes
5217,48,201,cellular,2,92,success,yes
1999,30,2850,unknown,2,-1,unknown,no
4730,53,1103,cellular,2,250,failure,no
105,56,-124,unknown,5,-1,unknown,no
459,38,1401,cellular,1,-1,unknown,yes
1374,38,0,cellular,1,-1,unknown,yes
5252,25,4718,cellular,1,-1,unknown,yes
5889,42,-972,unknown,1,-1,unknown,no
1221,62,0,cellular,2,-1,unknown,yes
999,28,278,telephone,9,373,other,no
5268,23,1298,cellular,1,-1,unknown,yes
4667,60,106,cellular,3,91,success,yes
4197,34,0,cellular,2,2,success,yes
4618,44,792,cellular,7,-1,unknown,yes
5675,61,52587,cellular,3,189,success,yes
2459,53,4222,unknown,1,-1,unknown,no
2803,39,681,unknown,1,-1,unknown,no
3933,45,59,cellular,8,-1,unknown,yes
4995,44,1696,unknown,3,-1,unknown,no
3221,41,0,cellular,1,-1,unknown,yes
1192,26,12,cellular,1,181,failure,yes
5104,27,167,cellular,2,-1,unknown,no
163,42,2611,cellular,1,389,failure,yes
3805,38,1018,unknown,3,-1,unknown,no
6253,32,1249,cellular,1,-1,unknown,yes
1646,54,1464,cellular,2,94,success,yes
512,52,2396,cellular,7,-1,unknown,no
7799,33,0,cellular,2,-1,unknown,no
4983,51,949,cellular,1,-1,unknown,yes
542,37,-65,cellular,1,-1,unknown,no
230,56,8,unknown,2,-1,unknown,no
2706,34,4367,cellular,2,-1,unknown,no
4915,80,155,telephone,2,-1,unknown,yes
2188,54,1851,unknown,3,-1,unknown,no
6431,66,147,telephone,1,-1,unknown,yes
27,52,204,cellular,2,-1,unknown,no
4102,55,366,cellular,3,57,other,yes
3199,36,579,unknown,1,-1,unknown,yes
1097,31,2038,unknown,1,-1,unknown,no
4835,36,0,telephone,1,143,failure,yes
5349,50,13,cellular,1,-1,unknown,yes
88,44,7177,unknown,2,-1,unknown,no
4505,41,683,cellular,1,-1,unknown,no
6841,36,2511,cellular,5,-1,unknown,yes
3645,35,0,cellular,1,-1,unknown,no
6594,45,160,cellular,1,-1,unknown,yes
3419,41,450,unknown,2,-1,unknown,no
3804,47,1315,cellular,4,-1,unknown,yes
1404,36,4136,unknown,3,-1,unknown,yes
2384,28,4987,cellular,2,113,success,yes
2860,31,1406,cellular,2,-1,unknown,yes
6720,27,667,cellular,2,-1,unknown,yes
531,34,808,cellular,3,-1,unknown,no
6975,43,1517,unknown,1,-1,unknown,no
4888,35,978,cellular,3,209,success,yes
4758,39,51,cellular,2,-1,unknown,no
4276,29,5,cellular,1,-1,unknown,yes
343,35,183,cellular,1,52,failure,yes
3815,33,557,cellular,2,331,failure,no
4648,28,-42,cellular,4,-1,unknown,no
6262,74,1714,telephone,1,-1,unknown,yes
4887,21,53,cellular,1,-1,unknown,yes
7558,38,1655,cellular,2,-1,unknown,no
2820,80,997,cellular,1,91,success,yes
7731,32,253,cellular,1,170,failure,no
7468,28,2000,telephone,2,-1,unknown,no
149,45,0,cellular,5,-1,unknown,no
7271,43,593,unknown,1,-1,unknown,no
714,53,284,cellular,1,-1,unknown,yes
1849,34,652,cellular,4,-1,unknown,no
759,30,199,cellular,7,-1,unknown,no
7068,42,214,cellular,1,-1,unknown,yes
1743,60,-311,cellular,6,-1,unknown,no
123,46,624,cellular,2,183,success,yes
4673,28,113,cellular,3,105,failure,yes
4024,29,502,cellular,1,87,failure,yes
