,age,job,balance,contact,month,campaign,pdays,poutcome,education,day,duration,previous,deposit
2040,29,management,983,cellular,jul,2,-1,unknown,tertiary,11,963,0,1
6575,34,blue-collar,1682,cellular,jul,3,-1,unknown,secondary,28,123,0,0
184,31,management,924,cellular,jun,2,98,success,tertiary,5,207,1,1
1134,34,unemployed,978,cellular,mar,1,-1,unknown,secondary,24,132,0,1
1320,27,management,1720,cellular,jun,1,224,success,tertiary,15,910,3,1
3217,53,housemaid,104,unknown,jun,1,-1,unknown,primary,5,701,0,1
1535,38,admin.,198,unknown,may,2,-1,unknown,secondary,26,431,0,1
6987,54,retired,129,cellular,jul,2,-1,unknown,secondary,28,867,0,1
784,38,blue-collar,13156,cellular,apr,4,331,failure,secondary,17,291,1,0
1403,35,management,0,cellular,aug,4,-1,unknown,tertiary,14,370,0,0
1497,33,technician,1636,cellular,may,1,66,success,tertiary,4,592,1,1
3984,47,management,3663,cellular,mar,3,-1,unknown,tertiary,30,364,0,1
5103,55,blue-collar,410,cellular,jul,2,-1,unknown,primary,11,221,0,0
4475,31,admin.,89,unknown,may,3,-1,unknown,secondary,7,297,0,0
1473,28,blue-collar,1984,cellular,may,2,14,failure,tertiary,4,32,1,0
3870,38,technician,631,cellular,aug,2,-1,unknown,secondary,25,343,0,0
3855,49,unemployed,518,cellular,jan,2,-1,unknown,primary,29,1917,0,1
1258,30,management,1028,cellular,feb,2,-1,unknown,tertiary,4,1294,0,1
3359,28,student,1562,cellular,feb,4,-1,unknown,tertiary,15,659,0,1
6056,55,admin.,-2,cellular,aug,1,-1,unknown,secondary,28,76,0,0
1891,21,student,215,cellular,may,1,89,success,secondary,24,382,7,1
491,32,management,0,cellular,apr,3,-1,unknown,tertiary,30,370,0,1
1895,29,blue-collar,59,cellular,jul,4,-1,unknown,primary,29,665,0,0
6573,36,unemployed,-35,cellular,jan,3,-1,unknown,secondary,30,339,0,0
5659,38,management,595,cellular,nov,1,-1,unknown,tertiary,18,70,0,0
7336,33,services,1082,cellular,nov,1,-1,unknown,secondary,19,351,0,0
6745,30,management,314,cellular,nov,2,175,success,tertiary,19,364,2,0
4089,33,management,1808,unknown,jun,4,-1,unknown,tertiary,4,99,0,0
4608,30,technician,816,unknown,nov,1,-1,unknown,secondary,14,179,0,1
6029,48,housemaid,0,cellular,may,5,-1,unknown,secondary,28,270,0,1
432,32,blue-collar,333,cellular,may,2,-1,unknown,secondary,8,501,0,1
3823,36,admin.,810,unknown,jun,1,-1,unknown,secondary,17,296,0,0
221,38,management,6158,cellular,apr,5,145,failure,tertiary,15,139,9,1
3535,30,management,3473,cellular,mar,2,-1,unknown,tertiary,12,1209,0,1
4306,50,technician,2313,cellular,aug,1,-1,unknown,tertiary,5,553,0,1
1404,27,services,0,cellular,jul,13,-1,unknown,secondary,23,198,0,0
868,37,management,698,cellular,sep,2,-1,unknown,tertiary,8,1081,0,1
2861,45,technician,586,cellular,jul,3,-1,unknown,secondary,28,32,0,0
7008,46,management,716,cellular,may,1,172,failure,tertiary,8,557,1,0
4162,34,technician,484,unknown,may,4,-1,unknown,secondary,9,84,0,0
4711,51,admin.,949,cellular,aug,1,-1,unknown,secondary,5,1092,0,1
6386,77,retired,3324,cellular,may,1,91,success,primary,13,289,5,1
6913,26,blue-collar,2669,cellular,apr,1,-1,unknown,secondary,16,242,0,0
7227,34,self-employed,7602,cellular,nov,1,-1,unknown,tertiary,20,222,0,0
6719,41,management,9,cellular,jul,3,-1,unknown,tertiary,22,82,0,0
5166,34,management,681,cellular,aug,2,-1,unknown,tertiary,6,637,0,1
3742,56,blue-collar,3498,cellular,apr,2,-1,unknown,primary,15,264,0,1
4649,34,technician,133,cellular,nov,2,187,success,secondary,15,401,5,1
4378,30,services,436,cellular,jun,1,-1,unknown,secondary,17,1720,0,1
5776,52,technician,0,cellular,nov,3,92,failure,tertiary,9,467,7,1
5508,32,management,2069,cellular,apr,1,-1,unknown,tertiary,22,545,0,1
4309,35,management,0,unknown,jun,1,-1,unknown,tertiary,2,184,0,0
654,40,services,-9,unknown,may,2,-1,unknown,primary,15,920,0,1
2627,28,self-employed,5215,cellular,jun,1,-1,unknown,tertiary,2,673,0,0
2515,28,management,320,cellular,apr,1,-1,unknown,tertiary,30,239,0,0
2010,41,blue-collar,1250,unknown,may,2,-1,unknown,primary,20,1392,0,1
4833,28,admin.,144,cellular,jul,1,-1,unknown,secondary,8,136,0,0
5385,34,management,212,cellular,mar,8,-1,unknown,tertiary,25,278,0,1
2607,37,blue-collar,240,cellular,may,1,370,other,primary,11,259,2,0
2965,54,admin.,200,cellular,jun,1,-1,unknown,secondary,3,170,0,1
6550,44,blue-collar,112,unknown,may,2,-1,unknown,primary,14,225,0,0
1107,31,management,471,cellular,aug,2,-1,unknown,tertiary,29,153,0,0
2885,55,management,2383,cellular,aug,2,63,success,tertiary,5,1019,2,1
6873,29,management,1445,cellular,apr,2,143,success,tertiary,26,328,2,1
2513,46,admin.,306,cellular,may,5,-1,unknown,unknown,11,289,0,0
5994,50,admin.,4855,cellular,aug,2,-1,unknown,secondary,5,720,0,1
2895,59,management,2239,cellular,aug,6,90,success,tertiary,20,377,1,1
6284,27,admin.,861,cellular,jun,4,-1,unknown,unknown,14,212,0,1
2037,30,admin.,315,cellular,may,3,346,failure,secondary,14,884,4,1
6923,32,blue-collar,-208,unknown,may,1,-1,unknown,secondary,9,325,0,0
6611,31,admin.,217,cellular,jan,2,-1,unknown,secondary,30,1776,0,1
3977,38,blue-collar,530,cellular,apr,3,-1,unknown,secondary,20,59,0,0
5027,37,admin.,36,unknown,may,1,-1,unknown,secondary,13,428,0,0
3954,35,blue-collar,5271,cellular,apr,2,-1,unknown,tertiary,14,119,0,0
785,29,management,265,cellular,aug,2,94,success,tertiary,24,130,1,1
3680,60,housemaid,517,unknown,jun,3,-1,unknown,primary,12,1178,0,0
1599,41,housemaid,39,cellular,aug,4,-1,unknown,primary,21,299,0,0
1397,53,technician,988,cellular,aug,5,-1,unknown,tertiary,20,1408,0,1
1048,32,admin.,4344,cellular,nov,2,118,failure,secondary,17,79,3,0
835,48,blue-collar,1405,unknown,may,2,-1,unknown,secondary,14,629,0,1
458,31,technician,0,cellular,aug,6,-1,unknown,tertiary,27,581,0,1
5485,38,self-employed,0,cellular,apr,1,-1,unknown,secondary,20,84,0,0
5147,37,management,6014,cellular,jul,6,-1,unknown,tertiary,15,163,0,0
2935,31,management,59,cellular,may,2,363,failure,tertiary,6,1347,1,1
2841,58,technician,3399,cellular,may,1,97,other,secondary,26,1078,7,1
6950,60,retired,523,cellular,feb,1,182,success,secondary,11,467,3,1
5603,51,management,151,cellular,sep,1,427,success,tertiary,8,638,3,1
4028,24,blue-collar,9883,cellular,jul,5,-1,unknown,secondary,8,210,0,1
6463,30,management,8089,cellular,mar,2,294,failure,tertiary,18,232,2,1
177,58,retired,0,cellular,aug,1,-1,unknown,primary,4,506,0,0
5879,57,unemployed,890,cellular,feb,4,-1,unknown,secondary,5,343,0,0
4504,48,blue-collar,1670,unknown,jun,1,-1,unknown,primary,17,145,0,0
3741,51,blue-collar,2007,cellular,aug,3,-1,unknown,secondary,12,1226,0,1
5645,57,management,0,cellular,jan,1,-1,unknown,secondary,28,132,0,0
4335,57,retired,1623,cellular,jul,1,-1,unknown,primary,18,246,0,0
4222,34,management,417,cellular,aug,1,174,failure,tertiary,5,270,15,1
3007,41,management,223,unknown,may,1,-1,unknown,tertiary,16,124,0,0
5195,56,services,1989,cellular,feb,2,281,failure,secondary,3,336,2,1
6739,39,management,297,cellular,may,2,-1,unknown,tertiary,13,734,0,1
6959,29,services,19,cellular,jul,6,-1,unknown,secondary,29,327,0,0
1046,25,student,703,cellular,may,3,-1,unknown,secondary,5,1100,0,0
4946,57,blue-collar,0,unknown,jun,2,-1,unknown,primary,9,73,0,0
988,56,retired,1894,unknown,may,1,-1,unknown,secondary,15,189,0,0
1297,36,technician,202,cellular,jan,1,120,failure,tertiary,29,313,3,1
6615,34,admin.,36,cellular,aug,6,-1,unknown,secondary,22,192,0,0
1309,49,blue-collar,1127,cellular,apr,2,281,failure,secondary,17,162,1,0
2357,35,technician,15474,cellular,nov,1,92,other,secondary,21,89,2,0
7240,33,admin.,891,cellular,may,2,-1,unknown,tertiary,8,398,0,1
3987,38,services,8876,cellular,nov,1,-1,unknown,secondary,19,636,0,0
614,26,technician,223,cellular,jul,3,-1,unknown,secondary,21,1002,0,1
2311,37,blue-collar,157,unknown,may,8,-1,unknown,primary,30,833,0,0
5726,53,blue-collar,5603,cellular,aug,6,-1,unknown,primary,28,2372,0,1
6856,55,management,797,cellular,jul,2,-1,unknown,tertiary,29,24,0,0
215,43,management,1,unknown,jun,8,-1,unknown,tertiary,2,28,0,0
3150,32,blue-collar,567,cellular,may,2,342,other,secondary,7,275,4,0
4721,49,services,653,cellular,aug,2,-1,unknown,secondary,11,317,0,0
7334,34,technician,370,cellular,aug,2,-1,unknown,tertiary,11,116,0,0
3794,28,technician,598,cellular,mar,1,288,failure,secondary,2,177,2,1
2655,54,retired,1371,telephone,jul,2,-1,unknown,secondary,25,1492,0,1
7343,49,services,0,cellular,may,2,166,failure,primary,6,445,3,1
6517,55,technician,1938,cellular,aug,1,386,success,secondary,18,193,3,1
1878,47,management,145,unknown,jul,1,-1,unknown,primary,1,163,0,0
2786,54,admin.,976,unknown,jun,3,-1,unknown,primary,3,137,0,0
1682,50,management,5969,cellular,jan,1,544,failure,tertiary,25,455,2,1
2254,30,management,135,cellular,aug,2,-1,unknown,secondary,14,112,0,0
3160,38,services,61,unknown,jun,1,-1,unknown,secondary,5,636,0,1
228,35,management,2161,cellular,sep,3,-1,unknown,tertiary,9,569,0,1
1167,29,services,9,cellular,jul,2,-1,unknown,secondary,8,202,0,0
4754,53,admin.,0,cellular,aug,1,98,failure,secondary,6,1452,2,1
3377,30,technician,106,cellular,may,3,-1,unknown,tertiary,13,119,0,0
1912,33,management,0,cellular,jul,3,-1,unknown,tertiary,28,54,0,0
3796,35,blue-collar,0,cellular,apr,1,-1,unknown,secondary,8,519,0,0
2523,34,technician,559,cellular,aug,2,-1,unknown,secondary,22,259,0,0
2326,60,retired,0,unknown,may,4,-1,unknown,tertiary,13,34,0,0
6809,24,blue-collar,476,unknown,jun,1,-1,unknown,secondary,4,161,0,0
4204,52,management,741,cellular,aug,2,-1,unknown,tertiary,7,63,0,0
7293,47,management,2892,unknown,jun,1,-1,unknown,secondary,17,556,0,1
900,35,admin.,2452,unknown,jun,2,-1,unknown,secondary,5,91,0,0
788,36,technician,4596,cellular,oct,2,175,success,tertiary,8,234,2,1
1371,69,retired,2144,cellular,jul,1,184,success,tertiary,29,417,4,1
6486,31,unemployed,330,cellular,jan,1,194,success,tertiary,13,260,2,1
2220,56,technician,1561,cellular,aug,1,-1,unknown,secondary,13,75,0,0
2992,23,student,1809,cellular,jul,2,-1,unknown,secondary,8,414,0,1
3172,34,management,682,cellular,aug,3,-1,unknown,tertiary,27,472,0,0
7203,67,housemaid,5275,cellular,aug,4,-1,unknown,secondary,13,222,0,1
6241,49,services,306,cellular,aug,7,-1,unknown,tertiary,18,285,0,0
5225,44,blue-collar,1371,cellular,may,3,363,other,tertiary,13,788,4,0
5382,26,student,5296,cellular,mar,1,205,failure,secondary,5,229,1,1
6135,39,technician,94,cellular,aug,2,-1,unknown,tertiary,7,70,0,0
2855,28,technician,5763,cellular,mar,2,-1,unknown,secondary,5,196,0,1
5705,50,blue-collar,204,unknown,may,1,-1,unknown,secondary,14,421,0,0
1506,35,management,243,unknown,may,3,-1,unknown,tertiary,12,102,0,0
3019,41,unknown,942,cellular,apr,1,-1,unknown,unknown,22,219,0,1
3593,40,services,1293,cellular,apr,3,-1,unknown,secondary,13,128,0,0
3077,33,technician,264,cellular,aug,4,-1,unknown,secondary,28,180,0,0
627,26,management,1438,cellular,apr,1,449,other,tertiary,27,321,1,1
4892,53,blue-collar,751,cellular,feb,2,-1,unknown,primary,3,1528,0,1
6664,34,management,577,cellular,apr,2,153,failure,tertiary,20,243,1,0
1316,28,management,22,cellular,jul,3,-1,unknown,tertiary,31,59,0,0
1818,45,services,27,cellular,jul,2,-1,unknown,secondary,31,43,0,0
359,19,student,779,cellular,apr,4,-1,unknown,unknown,1,184,0,1
4295,27,services,339,cellular,jun,1,-1,unknown,secondary,4,182,0,1
6840,58,admin.,0,cellular,nov,1,186,failure,unknown,17,219,2,0
3861,29,blue-collar,294,unknown,may,2,-1,unknown,secondary,14,594,0,0
804,28,management,3,cellular,sep,2,24,other,secondary,14,112,2,0
1798,53,management,597,unknown,feb,1,-1,unknown,tertiary,22,392,0,1
7288,32,management,3696,unknown,may,3,-1,unknown,tertiary,21,315,0,0
3395,45,unemployed,33,cellular,feb,1,-1,unknown,secondary,5,437,0,0
2810,45,admin.,5346,unknown,oct,1,-1,unknown,secondary,21,187,0,1
798,57,services,0,cellular,may,9,282,other,secondary,14,16,3,0
933,87,retired,6746,telephone,oct,1,-1,unknown,primary,21,749,0,1
6528,59,management,7668,cellular,aug,1,-1,unknown,tertiary,5,124,0,0
6292,47,admin.,66,cellular,aug,1,-1,unknown,unknown,7,358,0,1
7304,48,blue-collar,3776,telephone,may,4,-1,unknown,secondary,4,254,0,0
6411,51,blue-collar,5,cellular,jul,2,-1,unknown,primary,29,600,0,1
1749,46,admin.,1264,telephone,jan,2,-1,unknown,secondary,28,100,0,0
3467,33,management,0,cellular,apr,1,-1,unknown,tertiary,17,378,0,1
2983,53,blue-collar,3079,cellular,apr,1,-1,unknown,secondary,5,759,0,0
1967,51,blue-collar,1869,unknown,jun,3,-1,unknown,primary,17,30,0,0
4318,33,services,6904,telephone,nov,2,-1,unknown,primary,20,114,0,0
7007,38,management,-558,cellular,jul,1,-1,unknown,tertiary,21,533,0,0
237,40,services,0,cellular,feb,2,-1,unknown,secondary,2,226,0,0
1853,42,entrepreneur,324,cellular,jul,3,-1,unknown,secondary,15,528,0,0
5091,31,technician,2388,cellular,aug,1,-1,unknown,secondary,5,123,0,0
2159,34,management,575,cellular,mar,1,-1,unknown,tertiary,9,116,0,1
2204,44,blue-collar,-234,cellular,may,3,347,failure,primary,15,71,1,0
3444,52,blue-collar,117,cellular,jul,2,-1,unknown,primary,24,164,0,0
3507,37,services,223,unknown,may,1,-1,unknown,tertiary,28,25,0,0
2474,31,technician,373,cellular,aug,5,-1,unknown,secondary,22,346,0,0
3029,27,services,94,unknown,may,2,-1,unknown,secondary,15,352,0,0
3173,31,management,156,cellular,aug,7,-1,unknown,tertiary,13,657,0,1
1896,30,admin.,26,cellular,apr,1,323,failure,tertiary,16,62,1,0
3532,53,technician,629,cellular,may,1,-1,unknown,unknown,8,298,0,0
5302,31,self-employed,144,unknown,may,1,-1,unknown,tertiary,16,676,0,1
849,32,management,2,cellular,sep,2,-1,unknown,tertiary,11,100,0,1
2025,52,management,189,cellular,aug,2,-1,unknown,secondary,22,90,0,0
4915,33,blue-collar,-416,unknown,may,2,-1,unknown,secondary,16,767,0,1
3806,47,admin.,295,unknown,jun,2,-1,unknown,secondary,6,94,0,1
4191,33,management,541,unknown,may,1,-1,unknown,tertiary,21,572,0,0
205,37,management,393,cellular,aug,2,104,success,tertiary,12,62,2,0
6552,40,services,1082,unknown,may,2,-1,unknown,primary,30,854,0,1
1084,62,management,3371,cellular,mar,1,178,success,tertiary,25,187,2,1
5909,52,retired,603,unknown,jun,1,-1,unknown,secondary,9,79,0,0
5643,32,self-employed,67,cellular,aug,1,-1,unknown,secondary,5,153,0,0
5811,44,blue-collar,579,unknown,may,2,-1,unknown,secondary,6,198,0,0
2188,50,unemployed,3357,cellular,jun,4,-1,unknown,secondary,9,239,0,1
2705,23,admin.,299,unknown,jun,1,-1,unknown,secondary,19,104,0,0
4907,35,technician,84,cellular,may,1,-1,unknown,secondary,6,954,0,1
6677,34,admin.,3185,unknown,may,1,-1,unknown,secondary,13,520,0,0
5629,60,blue-collar,0,unknown,jun,1,-1,unknown,secondary,5,124,0,0
2396,26,admin.,3415,cellular,apr,1,-1,unknown,secondary,8,209,0,1
5543,29,self-employed,162,cellular,jul,1,-1,unknown,tertiary,25,324,0,0
1239,59,retired,163,cellular,jul,1,-1,unknown,secondary,24,464,0,0
6058,27,student,468,cellular,feb,2,-1,unknown,unknown,4,270,0,0
6845,32,services,1743,cellular,apr,1,261,other,tertiary,1,1156,3,0
5696,48,admin.,4099,cellular,apr,2,-1,unknown,secondary,2,397,0,1
1941,34,technician,18777,cellular,nov,1,-1,unknown,secondary,18,535,0,0
1463,43,blue-collar,740,unknown,jun,2,-1,unknown,secondary,20,585,0,1
3249,44,admin.,2999,cellular,may,1,-1,unknown,secondary,14,717,0,1
1574,36,management,3850,cellular,aug,2,100,failure,tertiary,12,239,4,1
3325,34,management,76,cellular,may,2,371,failure,tertiary,13,747,3,1
7156,38,entrepreneur,7752,cellular,jul,4,-1,unknown,tertiary,15,138,0,0
3909,51,housemaid,1337,telephone,jul,6,-1,unknown,primary,30,74,0,0
2665,29,blue-collar,0,cellular,may,6,-1,unknown,secondary,11,116,0,0
3246,33,unemployed,438,unknown,may,1,-1,unknown,secondary,21,129,0,0
6943,44,blue-collar,292,cellular,jul,4,-1,unknown,secondary,17,1153,0,1
36,64,retired,1612,cellular,may,1,89,failure,secondary,18,336,5,1
4965,31,technician,95,cellular,nov,6,-1,unknown,tertiary,21,48,0,0
6524,63,entrepreneur,2707,telephone,nov,4,-1,unknown,tertiary,16,57,0,0
1077,30,services,1808,cellular,may,2,-1,unknown,secondary,18,83,0,0
5728,60,technician,11262,cellular,aug,1,-1,unknown,primary,26,323,0,1
357,29,admin.,613,unknown,jun,1,-1,unknown,secondary,19,779,0,0
4657,48,services,1355,cellular,aug,7,-1,unknown,secondary,12,409,0,0
1487,40,technician,694,cellular,jun,2,119,failure,secondary,3,431,9,1
4121,34,management,589,cellular,apr,2,-1,unknown,tertiary,19,125,0,1
3854,38,management,1440,cellular,aug,2,-1,unknown,tertiary,11,111,0,0
4876,32,admin.,1604,cellular,jul,1,-1,unknown,secondary,7,625,0,1
5345,29,services,363,cellular,may,1,-1,unknown,secondary,15,164,0,0
3896,32,services,15,cellular,may,1,-1,unknown,secondary,15,391,0,0
4656,58,services,943,unknown,jun,3,-1,unknown,primary,3,243,0,0
6162,43,blue-collar,3917,cellular,jun,2,93,success,primary,3,725,1,1
3290,55,blue-collar,11,unknown,jun,2,-1,unknown,primary,17,150,0,0
795,40,management,-240,unknown,may,3,-1,unknown,secondary,28,160,0,0
5,41,admin.,-76,cellular,apr,1,-1,unknown,secondary,16,263,0,0
1648,48,management,2266,cellular,nov,1,-1,unknown,tertiary,18,676,0,1
4140,30,technician,1011,unknown,may,1,-1,unknown,secondary,16,109,0,0
4100,52,unemployed,5091,cellular,may,1,-1,unknown,secondary,26,309,0,0
1221,53,management,9072,cellular,nov,2,-1,unknown,tertiary,18,117,0,0
876,57,admin.,169,cellular,feb,1,-1,unknown,secondary,3,369,0,1
1589,42,management,-671,cellular,aug,2,-1,unknown,tertiary,28,80,0,0
321,29,unemployed,70,cellular,may,1,-1,unknown,tertiary,25,393,0,1
3882,47,blue-collar,2,cellular,nov,4,190,failure,primary,20,661,1,0
2403,51,self-employed,44,telephone,jul,1,-1,unknown,secondary,21,79,0,0
5416,50,services,1321,unknown,jun,2,-1,unknown,secondary,17,271,0,0
5885,51,management,-321,cellular,feb,2,9,other,tertiary,6,470,2,0
5942,26,student,132,cellular,jun,1,-1,unknown,secondary,4,217,0,1
3873,41,housemaid,0,cellular,apr,1,-1,unknown,primary,14,168,0,1
4998,40,management,10786,unknown,jun,3,-1,unknown,tertiary,20,111,0,0
4731,29,management,637,cellular,jun,1,119,failure,tertiary,3,340,1,1
329,34,blue-collar,199,unknown,may,3,-1,unknown,secondary,8,627,0,0
2899,43,services,43,cellular,may,1,-1,unknown,secondary,18,199,0,0
1979,30,blue-collar,0,cellular,jul,1,-1,unknown,secondary,10,1399,0,1
1477,39,technician,1355,cellular,may,1,-1,unknown,secondary,14,1180,0,1
3808,48,management,1808,cellular,feb,1,-1,unknown,tertiary,26,245,0,1
2993,19,student,394,cellular,apr,3,-1,unknown,secondary,5,327,0,1
2432,35,services,2918,cellular,jul,2,407,success,secondary,16,815,3,1
1026,23,admin.,314,cellular,apr,4,-1,unknown,tertiary,8,142,0,1
2198,28,student,3,cellular,nov,2,148,other,tertiary,11,135,1,0
5474,33,blue-collar,1390,unknown,may,1,-1,unknown,primary,21,192,0,0
4032,40,self-employed,311,unknown,may,2,-1,unknown,secondary,20,723,0,0
3945,54,housemaid,3151,unknown,jun,7,-1,unknown,primary,18,350,0,0
2771,31,unemployed,-825,unknown,may,2,-1,unknown,secondary,7,179,0,0
6639,32,technician,654,cellular,may,4,-1,unknown,tertiary,25,615,0,1
328,35,technician,183,cellular,oct,1,52,failure,secondary,23,281,4,1
2270,31,self-employed,414,cellular,aug,5,-1,unknown,tertiary,14,169,0,0
2492,30,management,222,cellular,aug,4,-1,unknown,tertiary,12,112,0,0
6695,28,services,341,cellular,may,3,347,other,secondary,15,437,3,1
5023,40,services,1547,cellular,nov,1,-1,unknown,secondary,20,405,0,1
6496,35,management,5958,cellular,mar,1,-1,unknown,tertiary,22,215,0,1
2371,42,management,1243,cellular,aug,4,-1,unknown,tertiary,26,1000,0,1
3645,58,management,407,cellular,jul,2,-1,unknown,secondary,29,145,0,0
6083,26,admin.,-45,unknown,jun,2,-1,unknown,secondary,4,357,0,0
1187,38,admin.,2470,telephone,oct,1,-1,unknown,secondary,31,227,0,1
5668,28,admin.,261,cellular,sep,2,98,success,secondary,9,259,4,1
5111,42,blue-collar,349,cellular,apr,2,-1,unknown,secondary,7,226,0,0
2473,36,management,1027,cellular,jun,1,-1,unknown,tertiary,4,151,0,0
1496,40,self-employed,10346,cellular,jun,2,207,other,tertiary,15,491,1,1
5861,35,entrepreneur,145,cellular,jul,2,-1,unknown,tertiary,18,799,0,1
1017,29,management,1441,cellular,feb,2,-1,unknown,tertiary,4,80,0,1
4248,39,management,0,unknown,jun,2,-1,unknown,tertiary,2,46,0,0
6520,47,technician,191,cellular,aug,5,-1,unknown,secondary,19,228,0,0
6273,41,management,254,cellular,jun,2,294,failure,tertiary,9,183,2,1
58,50,admin.,-194,cellular,apr,2,-1,unknown,secondary,13,238,0,0
3386,32,services,-1139,cellular,jul,1,-1,unknown,secondary,7,201,0,0
4066,49,management,234,cellular,aug,6,-1,unknown,tertiary,22,55,0,0
6433,34,self-employed,1943,cellular,apr,2,-1,unknown,tertiary,16,478,0,0
