,job,balance,housing,loan,contact,month,campaign,poutcome,deposit
4049,technician,940,no,no,cellular,aug,2,unknown,yes
5974,admin.,1040,no,no,telephone,jul,1,unknown,no
2536,retired,3444,no,no,cellular,feb,2,unknown,yes
1989,self-employed,1559,no,no,cellular,feb,2,unknown,no
2893,management,2786,no,no,cellular,mar,1,unknown,yes
3860,technician,0,no,no,cellular,feb,1,unknown,no
5915,unemployed,1436,yes,no,cellular,feb,2,unknown,no
6613,management,6432,yes,no,cellular,nov,2,other,no
6568,student,1170,no,no,cellular,apr,1,unknown,yes
2720,blue-collar,2442,no,yes,cellular,aug,7,unknown,no
389,management,718,yes,no,cellular,dec,1,success,yes
6013,admin.,272,yes,no,cellular,sep,2,success,yes
2136,technician,4,yes,no,cellular,feb,2,failure,no
2116,admin.,260,yes,no,cellular,feb,2,failure,no
510,self-employed,1423,no,no,cellular,aug,4,unknown,yes
1279,admin.,4117,no,no,cellular,nov,1,unknown,yes
26,technician,1684,no,yes,cellular,jun,2,unknown,yes
6703,retired,1388,no,no,cellular,jul,3,success,no
3308,retired,493,no,no,cellular,apr,1,unknown,yes
3649,blue-collar,-97,yes,no,unknown,jun,2,unknown,no
4542,blue-collar,1540,yes,no,cellular,nov,1,unknown,yes
299,admin.,73,no,no,cellular,jan,1,unknown,no
3778,management,583,no,no,cellular,may,1,success,yes
2880,blue-collar,255,yes,yes,cellular,may,1,unknown,no
45,services,3993,no,no,cellular,may,2,unknown,yes
5967,admin.,2374,yes,no,cellular,aug,2,success,yes
5536,management,572,no,no,cellular,jun,3,success,yes
2344,student,5916,no,no,cellular,may,1,failure,no
3969,services,973,no,no,cellular,may,1,failure,yes
5597,blue-collar,362,yes,no,unknown,may,5,unknown,no
4460,retired,422,yes,no,cellular,may,4,unknown,yes
6928,admin.,363,yes,no,cellular,aug,1,success,yes
2874,technician,480,yes,no,cellular,jan,1,other,no
5416,student,7529,no,no,cellular,oct,1,unknown,yes
6854,technician,108,yes,no,cellular,jul,3,unknown,no
1553,management,620,yes,no,cellular,nov,3,unknown,no
11,services,341,no,no,cellular,apr,2,unknown,yes
7012,services,608,no,no,cellular,may,3,unknown,no
5743,technician,103,yes,no,unknown,may,6,unknown,no
6302,admin.,66,no,no,cellular,aug,1,unknown,yes
327,technician,183,no,no,cellular,oct,1,failure,yes
7298,admin.,0,no,no,cellular,jan,1,unknown,yes
4315,management,0,no,no,telephone,oct,1,unknown,yes
1378,management,563,yes,no,cellular,may,2,failure,no
6648,technician,-287,yes,no,unknown,may,1,unknown,no
5025,admin.,303,no,no,cellular,jun,3,failure,yes
2467,technician,1313,no,no,cellular,apr,4,unknown,no
2861,blue-collar,147,yes,no,cellular,may,1,failure,no
1620,technician,335,no,no,cellular,aug,3,unknown,no
2496,blue-collar,15,yes,no,cellular,may,2,failure,no
108,services,1008,yes,no,unknown,may,9,unknown,no
5916,student,2488,no,no,cellular,nov,2,other,yes
921,management,2982,no,no,unknown,jun,2,unknown,no
6165,self-employed,202,yes,no,cellular,apr,1,failure,no
5673,management,1966,no,no,cellular,aug,3,unknown,no
264,technician,1995,yes,no,cellular,apr,1,unknown,yes
1647,technician,1167,yes,no,cellular,aug,1,success,yes
7329,retired,4659,no,no,cellular,apr,1,unknown,yes
355,management,361,no,no,cellular,oct,2,unknown,yes
6320,admin.,661,yes,no,cellular,aug,2,failure,yes
5735,services,1717,no,no,cellular,aug,9,unknown,no
5448,blue-collar,301,yes,no,cellular,jul,2,unknown,yes
6199,admin.,898,yes,no,cellular,apr,1,unknown,yes
6153,technician,6619,yes,no,cellular,aug,8,unknown,no
2495,management,362,no,no,cellular,sep,1,success,yes
6851,blue-collar,1454,yes,no,cellular,feb,2,failure,yes
1592,management,1412,yes,no,unknown,aug,1,unknown,yes
323,services,7066,yes,no,cellular,may,3,other,yes
1784,management,1509,no,no,cellular,may,1,failure,no
5972,technician,477,no,no,cellular,apr,1,unknown,no
1931,blue-collar,136,yes,no,unknown,jun,2,unknown,no
5913,admin.,722,no,no,cellular,oct,2,failure,no
5192,management,537,no,no,unknown,may,3,unknown,no
4182,management,37,no,no,cellular,aug,11,unknown,no
3509,technician,556,yes,no,unknown,may,1,unknown,no
4863,retired,2896,no,no,cellular,mar,2,unknown,yes
6185,entrepreneur,114,no,yes,cellular,jul,3,unknown,no
1542,management,2155,no,yes,cellular,feb,2,success,yes
611,technician,12,no,no,cellular,aug,2,unknown,no
5074,technician,705,no,no,cellular,jun,1,unknown,yes
3550,student,215,no,no,cellular,aug,4,other,yes
5457,technician,11115,no,no,cellular,apr,1,unknown,yes
423,services,-675,yes,yes,cellular,mar,4,unknown,yes
3942,entrepreneur,1443,no,no,cellular,feb,10,unknown,yes
6938,management,50,yes,no,cellular,may,1,failure,yes
3622,technician,703,no,no,cellular,apr,1,unknown,no
488,blue-collar,2396,yes,no,cellular,may,7,unknown,no
3876,technician,276,no,no,unknown,may,2,unknown,no
4621,management,369,no,no,cellular,aug,10,unknown,no
1581,services,0,yes,no,cellular,nov,4,unknown,yes
6160,blue-collar,328,yes,no,cellular,may,1,unknown,no
6385,blue-collar,7929,no,no,unknown,apr,1,unknown,yes
2697,management,925,no,no,cellular,dec,3,success,yes
5131,admin.,2223,no,no,cellular,aug,1,unknown,yes
7120,management,718,yes,no,cellular,apr,1,success,yes
4926,services,466,yes,yes,cellular,may,1,unknown,yes
5070,management,967,no,no,cellular,aug,1,unknown,no
4260,technician,631,no,no,cellular,apr,7,unknown,no
7038,management,505,yes,yes,cellular,may,1,failure,no
4580,technician,1812,yes,no,cellular,jul,2,unknown,no
4667,services,2881,no,no,cellular,may,1,success,yes
3322,entrepreneur,353,no,no,cellular,nov,2,unknown,no
702,unemployed,4145,no,no,unknown,jun,4,unknown,yes
7273,management,355,no,no,cellular,aug,1,unknown,no
3442,entrepreneur,3469,yes,no,cellular,apr,1,success,yes
5371,admin.,205,no,no,cellular,jul,3,unknown,no
6337,blue-collar,3527,yes,no,cellular,nov,1,unknown,yes
2690,management,3463,no,yes,cellular,jul,2,other,yes
1090,management,544,no,no,cellular,jun,7,failure,yes
2532,services,2925,yes,no,unknown,may,4,unknown,no
3808,management,354,no,yes,cellular,feb,4,other,no
155,technician,0,no,no,cellular,aug,2,unknown,no
6324,student,1527,no,no,cellular,sep,3,success,yes
1582,admin.,1996,no,yes,cellular,jul,3,unknown,no
2443,blue-collar,3,yes,no,telephone,may,1,unknown,no
5947,retired,1714,no,no,telephone,feb,1,unknown,yes
4541,management,2646,no,no,cellular,oct,1,success,yes
648,blue-collar,2194,no,no,cellular,may,2,other,no
498,housemaid,71,no,no,cellular,aug,3,unknown,no
546,retired,357,yes,no,cellular,aug,1,failure,no
2897,student,505,yes,no,cellular,may,1,unknown,no
720,admin.,3240,no,no,cellular,nov,2,unknown,no
3291,services,92,yes,yes,unknown,may,3,unknown,no
4277,services,739,no,no,cellular,jan,1,unknown,yes
369,self-employed,524,yes,no,cellular,nov,4,unknown,no
4456,blue-collar,-839,yes,yes,cellular,jul,2,unknown,yes
2360,retired,1634,yes,yes,cellular,aug,1,unknown,yes
7318,management,-63,no,yes,cellular,jul,1,unknown,no
1250,technician,122,no,no,unknown,may,5,unknown,no
6253,retired,8556,no,no,telephone,apr,2,unknown,yes
3890,technician,1462,no,no,unknown,jun,2,unknown,no
3038,self-employed,1138,no,no,cellular,aug,10,unknown,no
4749,management,637,yes,no,cellular,jun,1,failure,yes
983,blue-collar,402,no,no,cellular,may,7,failure,no
4438,entrepreneur,122,no,no,cellular,feb,2,failure,no
1244,admin.,0,yes,no,cellular,may,1,failure,no
5284,admin.,2532,yes,yes,cellular,feb,1,unknown,yes
1991,blue-collar,490,yes,no,unknown,may,2,unknown,no
1838,retired,243,no,no,cellular,apr,1,unknown,yes
1569,blue-collar,244,yes,no,cellular,jul,2,unknown,no
4709,entrepreneur,221,yes,no,unknown,may,2,unknown,no
5937,admin.,1575,yes,no,cellular,may,3,success,no
4298,blue-collar,6215,yes,no,cellular,may,1,unknown,no
5037,blue-collar,2188,no,no,unknown,may,8,unknown,no
968,management,1128,no,no,cellular,jan,2,unknown,no
2181,management,2193,yes,yes,unknown,jun,3,unknown,no
7379,management,4305,yes,no,cellular,may,1,unknown,no
5228,management,2682,yes,no,cellular,jul,1,unknown,no
400,services,1179,no,no,cellular,may,1,unknown,yes
2889,technician,6,yes,no,unknown,may,1,unknown,no
6713,entrepreneur,-172,yes,no,cellular,may,2,unknown,yes
3576,technician,120,yes,no,cellular,may,1,unknown,no
1368,management,0,yes,no,cellular,may,1,unknown,yes
3561,retired,2600,no,no,cellular,feb,2,success,yes
1755,technician,1327,no,no,cellular,oct,2,unknown,no
1769,admin.,122,yes,no,cellular,may,2,unknown,yes
300,technician,1824,yes,no,cellular,jul,2,other,no
2544,blue-collar,-454,yes,no,cellular,may,1,unknown,yes
869,management,698,no,no,cellular,sep,2,unknown,yes
2563,management,4,no,yes,cellular,jul,6,unknown,no
2289,services,9374,yes,no,cellular,nov,8,failure,no
7299,blue-collar,90,yes,no,unknown,may,1,unknown,no
2671,technician,839,yes,no,cellular,may,3,unknown,yes
5648,management,90,yes,no,cellular,apr,1,unknown,yes
1858,admin.,3047,yes,no,cellular,may,1,failure,no
6739,retired,19,no,yes,cellular,jul,3,unknown,no
4393,admin.,712,yes,no,unknown,may,1,unknown,no
6102,admin.,476,no,no,unknown,jun,3,unknown,no
5298,housemaid,1349,yes,no,cellular,aug,2,unknown,no
6836,services,6360,no,no,unknown,jun,2,unknown,yes
1188,management,0,no,no,cellular,jul,8,unknown,no
1534,blue-collar,3,yes,no,unknown,may,1,unknown,no
6893,technician,418,yes,no,unknown,jun,1,unknown,no
6058,management,1600,yes,yes,cellular,aug,1,unknown,yes
3344,admin.,360,yes,yes,cellular,jul,2,unknown,no
5100,management,6784,no,no,cellular,oct,1,other,yes
2661,management,1299,no,no,cellular,aug,2,unknown,no
1028,entrepreneur,496,no,no,cellular,apr,1,unknown,yes
3707,entrepreneur,169,yes,no,telephone,may,4,unknown,no
564,entrepreneur,233,no,no,cellular,feb,1,unknown,no
1230,management,2007,yes,no,unknown,may,1,unknown,no
2274,management,0,no,no,unknown,jun,1,unknown,no
4471,retired,1316,no,no,telephone,mar,5,unknown,no
3897,technician,439,yes,no,cellular,apr,2,unknown,yes
2863,technician,27,yes,no,cellular,feb,1,success,yes
5126,blue-collar,349,yes,no,cellular,apr,2,unknown,no
4352,blue-collar,2176,yes,no,unknown,may,2,unknown,no
4716,admin.,1577,yes,no,unknown,jun,15,unknown,no
1947,management,1310,yes,no,cellular,may,2,unknown,no
3217,management,533,no,no,cellular,aug,2,success,yes
4453,blue-collar,2607,yes,no,unknown,may,10,unknown,no
6328,technician,4508,yes,no,cellular,nov,1,unknown,yes
5755,management,179,no,no,unknown,jun,1,unknown,no
7150,retired,493,yes,no,unknown,may,7,unknown,no
5954,technician,13,no,no,unknown,jun,2,unknown,no
1782,blue-collar,205,yes,no,cellular,apr,1,unknown,no
5267,blue-collar,5956,yes,yes,cellular,nov,1,failure,no
5819,self-employed,3137,yes,no,cellular,jul,7,unknown,no
1225,technician,-393,no,no,telephone,aug,4,unknown,no
4810,technician,441,yes,no,cellular,feb,1,unknown,no
2718,housemaid,454,no,no,cellular,aug,1,unknown,no
753,management,178,no,no,cellular,aug,2,unknown,no
2151,admin.,0,yes,yes,cellular,jul,1,unknown,no
6422,blue-collar,7944,no,no,unknown,jun,3,unknown,no
4558,blue-collar,435,yes,no,unknown,may,2,unknown,no
4445,housemaid,212,no,no,cellular,aug,4,unknown,no
7347,admin.,764,yes,no,unknown,nov,1,unknown,yes
2304,management,268,yes,no,cellular,jul,7,unknown,yes
5547,technician,2325,no,no,cellular,feb,1,unknown,yes
2452,services,-96,yes,yes,telephone,may,6,unknown,no
4368,blue-collar,1946,no,no,cellular,oct,1,success,yes
600,technician,3308,no,no,cellular,oct,1,success,yes
1231,management,726,yes,no,cellular,apr,1,failure,no
4562,services,1529,yes,no,telephone,nov,1,unknown,no
5205,management,924,no,no,cellular,feb,1,unknown,yes
3360,management,-155,yes,no,cellular,nov,1,unknown,no
5277,management,13054,yes,no,cellular,may,2,other,no
1958,admin.,510,yes,no,cellular,jul,1,unknown,no
4503,admin.,3957,yes,no,telephone,may,3,other,no
1890,student,215,no,no,cellular,may,1,success,yes
3853,management,606,no,no,cellular,mar,6,unknown,no
146,self-employed,94,no,no,cellular,aug,2,unknown,yes
5217,blue-collar,842,yes,no,telephone,may,1,unknown,yes
4103,blue-collar,1240,yes,no,cellular,may,1,unknown,yes
2763,blue-collar,258,yes,no,unknown,may,1,unknown,no
5292,management,0,no,no,cellular,nov,2,other,yes
3052,technician,351,yes,no,telephone,aug,2,unknown,no
4336,retired,86,no,no,cellular,oct,1,unknown,yes
4243,admin.,382,yes,no,unknown,may,1,unknown,no
5969,blue-collar,4696,no,no,unknown,jun,1,unknown,no
2620,management,9827,yes,no,cellular,aug,4,unknown,yes
6860,management,3984,no,no,cellular,aug,2,unknown,no
7092,technician,2000,no,no,telephone,feb,2,unknown,no
4783,admin.,156,no,no,cellular,aug,1,unknown,yes
3362,retired,8603,no,no,cellular,jul,1,unknown,yes
5628,technician,1246,yes,no,cellular,apr,1,success,yes
7072,retired,894,yes,no,unknown,may,7,unknown,no
5059,technician,316,no,no,cellular,may,2,failure,yes
6780,retired,1146,no,no,cellular,nov,1,success,yes
190,entrepreneur,1,yes,yes,unknown,may,1,unknown,no
4228,management,3287,no,no,cellular,jun,1,success,yes
3555,management,7,yes,no,cellular,aug,1,other,yes
485,technician,1320,no,no,cellular,apr,2,unknown,yes
6711,blue-collar,425,yes,no,cellular,jul,7,unknown,no
6366,services,62,yes,no,cellular,may,1,unknown,no
7142,technician,9851,yes,no,cellular,nov,5,unknown,no
4179,blue-collar,760,yes,no,cellular,apr,1,other,no
6453,management,1744,no,no,unknown,jun,1,unknown,no
5801,self-employed,270,yes,no,unknown,may,2,unknown,no
587,retired,91,no,yes,unknown,jul,3,unknown,no
4605,blue-collar,668,yes,no,unknown,may,2,unknown,yes
6963,blue-collar,167,yes,no,cellular,jul,1,unknown,yes
1151,technician,443,no,no,unknown,jun,11,unknown,no
2677,management,53,yes,no,cellular,nov,1,unknown,no
3645,entrepreneur,0,no,yes,cellular,jul,1,unknown,no
833,self-employed,353,no,no,cellular,feb,1,success,yes
1390,technician,670,no,no,cellular,apr,4,success,yes
6950,blue-collar,292,no,yes,cellular,jul,4,unknown,yes
267,management,0,yes,no,cellular,jul,1,unknown,no
5631,management,263,yes,no,unknown,may,2,unknown,no
5905,blue-collar,1457,yes,no,cellular,jul,4,unknown,no
3467,services,127,no,no,cellular,jul,1,unknown,no
4956,technician,100,no,no,cellular,feb,2,unknown,yes
1199,services,395,yes,no,cellular,jul,6,unknown,yes
7320,management,5561,yes,no,cellular,nov,1,unknown,yes
6350,blue-collar,343,no,no,unknown,jun,1,unknown,no
3150,unemployed,698,yes,no,unknown,may,1,unknown,no
7010,blue-collar,2103,no,yes,unknown,jun,1,unknown,no
1285,technician,3850,yes,no,cellular,apr,4,unknown,no
4365,blue-collar,370,yes,no,cellular,apr,1,unknown,no
7354,blue-collar,1076,yes,no,unknown,may,1,unknown,no
4706,admin.,1633,no,no,cellular,jan,1,success,yes
3665,management,-207,no,no,cellular,feb,1,unknown,no
6883,retired,668,no,no,telephone,jul,1,success,yes
3793,unemployed,2228,no,no,unknown,jun,2,unknown,no
1825,blue-collar,0,no,no,unknown,jun,2,unknown,no
529,blue-collar,759,yes,no,unknown,may,1,unknown,yes
1980,services,703,no,no,cellular,nov,2,unknown,no
149,retired,211,no,no,telephone,apr,3,unknown,no
4338,management,85,yes,no,cellular,may,5,other,yes
3327,technician,-276,yes,no,unknown,jun,1,unknown,no
6855,management,572,yes,no,telephone,nov,1,unknown,yes
184,blue-collar,184,no,yes,cellular,jul,11,unknown,yes
3933,retired,1532,no,no,telephone,feb,3,unknown,no
3868,management,273,yes,no,cellular,may,6,success,yes
5713,admin.,4608,no,no,cellular,mar,1,unknown,yes
3629,management,592,no,yes,unknown,may,1,unknown,no
1499,retired,275,no,no,cellular,jun,1,success,yes
1313,management,22,yes,no,cellular,jul,3,unknown,no
3134,services,0,yes,no,unknown,jun,1,unknown,yes
1367,retired,2144,no,no,cellular,jul,1,success,yes
5936,retired,0,no,no,cellular,sep,1,unknown,yes
4805,services,1227,yes,yes,cellular,may,5,failure,yes
3425,blue-collar,467,no,no,cellular,aug,5,unknown,no
2783,management,4348,yes,no,cellular,apr,3,failure,no
5491,technician,7766,yes,no,cellular,feb,1,failure,yes
7006,management,171,yes,no,cellular,aug,6,unknown,no
4533,management,93,yes,yes,cellular,may,1,unknown,no
5236,blue-collar,889,yes,no,cellular,sep,1,success,yes
1000,management,1510,yes,no,unknown,may,1,unknown,no
3084,blue-collar,1080,yes,yes,cellular,may,3,failure,yes
4161,technician,3723,yes,no,cellular,aug,4,unknown,no
2517,technician,559,no,no,cellular,aug,2,unknown,no
2367,management,1243,no,no,cellular,aug,4,unknown,yes
6550,retired,0,no,no,telephone,aug,1,unknown,yes
67,services,0,no,no,cellular,aug,4,unknown,no
2924,management,1241,yes,no,cellular,jun,2,unknown,no
742,technician,125,yes,no,cellular,may,3,unknown,yes
1716,retired,571,yes,no,cellular,apr,2,unknown,yes
6786,admin.,2405,yes,no,cellular,may,1,failure,no
4090,blue-collar,-40,yes,no,unknown,may,1,unknown,no
4692,retired,542,no,no,telephone,apr,5,unknown,no
5139,blue-collar,398,yes,no,cellular,may,1,unknown,yes
3752,technician,-25,no,yes,unknown,jul,3,unknown,no
2373,housemaid,0,no,no,cellular,aug,1,failure,yes
6219,management,738,yes,yes,cellular,apr,2,failure,no
2220,technician,1561,no,no,cellular,aug,1,unknown,no
708,entrepreneur,66,no,no,cellular,nov,2,unknown,yes
3971,blue-collar,366,yes,no,cellular,may,1,failure,yes
6447,retired,2883,no,no,cellular,apr,1,unknown,yes
2675,services,633,yes,no,unknown,may,2,unknown,no
1429,management,10583,no,no,cellular,mar,1,success,yes
3095,admin.,-11,yes,no,cellular,may,1,unknown,no
1355,blue-collar,249,yes,no,cellular,may,5,unknown,yes
6108,retired,1099,no,no,cellular,jul,2,unknown,yes
5231,management,461,yes,no,unknown,jun,1,unknown,no
3704,management,728,yes,no,unknown,may,1,unknown,no
4457,management,1272,yes,no,cellular,may,1,failure,no
3091,technician,3105,yes,no,unknown,may,11,unknown,no
925,technician,-1451,yes,yes,cellular,jul,5,unknown,no
1023,technician,2744,yes,no,cellular,aug,2,unknown,no
7389,blue-collar,827,yes,no,telephone,may,4,unknown,yes
4378,management,1200,no,no,cellular,aug,3,unknown,yes
3260,blue-collar,9,yes,no,cellular,may,3,unknown,no
668,management,0,no,no,cellular,aug,2,unknown,no
1508,technician,0,no,no,unknown,jun,1,unknown,no
333,admin.,622,no,no,cellular,jul,1,unknown,yes
7223,retired,3881,yes,no,cellular,feb,3,unknown,yes
2251,retired,364,yes,no,unknown,may,2,unknown,no
4908,retired,154,no,no,cellular,jul,5,failure,yes
6029,admin.,138,no,no,cellular,jun,2,unknown,yes
2627,retired,2,no,no,cellular,aug,2,unknown,yes
4828,management,1167,yes,yes,cellular,jan,4,other,no
151,blue-collar,364,yes,yes,cellular,feb,1,unknown,no
6990,management,1937,yes,no,cellular,nov,4,other,no
1275,management,577,no,no,unknown,may,3,unknown,no
3261,blue-collar,726,no,no,cellular,jul,2,unknown,yes
5505,management,4623,no,no,cellular,feb,1,success,yes
5368,management,644,no,no,cellular,aug,2,unknown,no
603,admin.,131,yes,no,cellular,jun,1,success,yes
3593,management,3237,yes,no,unknown,may,3,unknown,no
424,unemployed,1026,yes,no,cellular,may,1,unknown,yes
3397,services,0,no,yes,cellular,feb,6,other,no
3146,blue-collar,567,yes,no,cellular,may,2,other,no
5511,admin.,163,yes,yes,unknown,may,1,unknown,yes
7022,technician,570,no,no,unknown,jun,3,unknown,no
4687,technician,966,yes,yes,cellular,aug,2,unknown,no
1186,admin.,2470,no,no,telephone,oct,1,unknown,yes
6862,management,1791,no,no,cellular,feb,1,success,yes
4351,technician,2,yes,yes,unknown,may,1,unknown,no
5274,technician,-306,yes,yes,cellular,nov,1,failure,no
6161,admin.,4708,no,no,cellular,dec,1,failure,yes
687,admin.,350,no,yes,cellular,jul,5,unknown,no
494,entrepreneur,0,no,no,cellular,feb,2,unknown,yes
2054,management,3839,no,no,cellular,nov,1,unknown,no
6565,self-employed,353,no,no,cellular,aug,1,unknown,yes
435,blue-collar,395,yes,no,unknown,jun,1,unknown,no
1929,technician,4388,no,no,cellular,aug,3,unknown,no
1440,blue-collar,640,yes,no,cellular,apr,2,unknown,yes
1071,management,944,no,no,cellular,oct,2,unknown,yes
